transaction_text,amount,amount_log,payment_method,transaction_type,category
Airtel Net Banking Payment Airtel,640.68,6.464089737058669,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1644.51,7.405805645545117,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1478.69,7.299587885359005,Auto Debit,Debit,Bills
Faasos UPI/DR/955054429952/Faasos,359.66,5.887935686279126,Upi,Debit,Food
BigBasket POS Purchase BigBasket,1004.08,6.912822419315155,Debit Card,Debit,Groceries
Spotify Auto Debit Spotify,160.79,5.086299198017246,Auto Debit,Debit,Subscription
DMart UPI Payment DMart,490.12,6.196688497119241,Upi,Debit,Groceries
Indane Gas UPI/DR/841117499748/Indane Gas,412.84,6.025479425695259,Upi,Debit,Bills
Netflix POS Purchase Netflix,713.08,6.57099500088096,Credit Card,Debit,Entertainment
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1554.91,7.349815862448537,Net Banking,Debit,Bills
Swiggy UPI Collect Swiggy,346.75,5.851483830803552,Upi,Debit,Food
Bajaj Allianz Net Banking Payment Bajaj Allianz,8830.08,9.086032596424486,Net Banking,Debit,Insurance
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1661.33,7.415975511662447,Net Banking,Debit,Bills
Domino's India POS Purchase Domino's India,211.12,5.357152152268929,Credit Card,Debit,Food
BEST Electricity Bill BEST,5111.45,8.539434020352132,Auto Debit,Debit,Bills
Jio UPI Collect Jio,614.23,6.421996181631867,Upi,Debit,Bills
Reliance Fresh UPI Payment Reliance Fresh,465.69,6.145665225685282,Upi,Debit,Groceries
Local Wine & Beer Shop UPI/DR/223572477952/Local Wine & Beer Shop,1698.31,7.437977565298829,Upi,Debit,Food
House Rent Payment NEFT Rent Payment,43485.0,10.680194326195004,Neft,Debit,Rent
HPCL POS Purchase HPCL,3027.32,8.015763289290609,Debit Card,Debit,Fuel
Netflix UPI/Paytm/Netflix,319.96,5.771316504773571,Upi,Debit,Entertainment
The Beer Cafe UPI Collect The Beer Cafe,1804.91,7.498819898848138,Upi,Debit,Food
Indian Oil UPI Collect Indian Oil,3270.59,8.09303138424776,Upi,Debit,Fuel
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1281.97,7.156932981645452,Net Banking,Debit,Bills
BPCL POS Purchase BPCL,3373.49,8.123999480777085,Debit Card,Debit,Fuel
Zomato POS Purchase Zomato,415.08,6.030877549464817,Debit Card,Debit,Food
Burger King UPI/DR/078782558598/Burger King,169.77,5.140317621899148,Upi,Debit,Food
EatClub UPI Collect EatClub,419.26,6.040873567365525,Upi,Debit,Food
Indian Oil UPI Collect Indian Oil,3062.25,8.027231722829557,Upi,Debit,Fuel
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1368.44,7.222157176133299,Net Banking,Debit,Bills
Local Barbershop UPI Payment Local Barbershop,1566.84,7.357454154887508,Upi,Debit,Miscellaneous
Airtel UPI Collect Airtel,1340.07,7.201223081770172,Upi,Debit,Bills
DMart UPI/Paytm/DMart,995.31,6.904058454137847,Upi,Debit,Groceries
Ajio POS Purchase Ajio,5641.04,8.63800098122132,Debit Card,Debit,Shopping
Local Barbershop UPI Payment Local Barbershop,1527.2,7.331845851213466,Upi,Debit,Miscellaneous
BookMyShow POS Purchase BookMyShow,311.18,5.743579944530267,Debit Card,Debit,Entertainment
Netflix UPI Collect Netflix,665.54,6.5021001528216855,Upi,Debit,Entertainment
Burger King UPI/DR/027613112399/Burger King,163.72,5.104247062719534,Upi,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1189.92,7.082481396654261,Auto Debit,Debit,Bills
Blinkit UPI Collect Blinkit,478.22,6.172159782157353,Upi,Debit,Groceries
Zomato UPI/Paytm/Zomato,449.09,6.1094475627670315,Upi,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2662.02,7.887216096112429,Net Banking,Debit,Bills
BigBasket UPI/Paytm/BigBasket,614.88,6.423052139361718,Upi,Debit,Groceries
Employer Salary Credit NEFT Salary Credit,44682.35,10.707356227991077,Neft,Credit,Salary
Adani Electricity Electricity Bill Adani Electricity,5150.03,8.546951973660448,Auto Debit,Debit,Bills
Airtel Auto Debit Airtel,630.89,6.448715328365377,Auto Debit,Debit,Bills
BSNL Auto Debit BSNL,645.23,6.471155477568118,Auto Debit,Debit,Bills
Indian Oil POS Purchase Indian Oil,3550.71,8.175184456634852,Debit Card,Debit,Fuel
BPCL POS Purchase BPCL,3961.15,8.284542086208672,Debit Card,Debit,Fuel
HP Gas UPI Collect HP Gas,387.63,5.962627734169424,Upi,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2664.95,7.88831574587411,Net Banking,Debit,Bills
Blinkit UPI Collect Blinkit,486.47,6.189228750082795,Upi,Debit,Groceries
Ajio Debit Card POS Ajio,593.55,6.3878048168835875,Debit Card,Debit,Shopping
Domino's India POS Purchase Domino's India,447.69,6.106332226127837,Debit Card,Debit,Food
Spotify Auto Debit Spotify,152.25,5.032070574816321,Auto Debit,Debit,Subscription
Blinkit UPI Payment Blinkit,604.65,6.406302261462812,Upi,Debit,Groceries
Spotify Auto Debit Spotify,160.86,5.086731764067556,Auto Debit,Debit,Subscription
Netflix UPI/Paytm/Netflix,321.81,5.777063914850281,Upi,Debit,Entertainment
Airtel UPI/DR/741966192339/Airtel,1380.94,7.231243588045055,Upi,Debit,Bills
Airtel UPI/Paytm/Airtel,1343.81,7.2040080181167285,Upi,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1537.78,7.338745173653048,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1139.35,7.039090511812159,Net Banking,Debit,Bills
Adani Electricity Electricity Bill Adani Electricity,5237.62,8.563813383851448,Auto Debit,Debit,Bills
Meesho UPI Collect Meesho,619.83,6.431057292443675,Upi,Debit,Shopping
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5803.34,8.666361192577776,Auto Debit,Debit,Bills
Spotify Auto Debit Spotify,151.53,5.027361298011842,Auto Debit,Debit,Subscription
HPCL UPI Payment HPCL,4080.38,8.314190445503662,Upi,Debit,Fuel
BPCL POS Purchase BPCL,4008.64,8.29645674070945,Debit Card,Debit,Fuel
Reliance Fresh Debit Card POS Reliance Fresh,500.52,6.217643486965713,Debit Card,Debit,Groceries
House Rent Payment NEFT Rent Payment,43897.05,10.689625178942308,Neft,Debit,Rent
Amazon India UPI Collect Amazon India,642.32,6.466642267627447,Upi,Debit,Shopping
Flipkart UPI/Paytm/Flipkart,625.75,6.440547737038402,Upi,Debit,Shopping
BPCL UPI/Paytm/BPCL,3362.94,8.120868185024145,Upi,Debit,Fuel
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1204.77,7.094873645997914,Net Banking,Debit,Bills
House Rent Payment IMPS Transfer House Rent Payment,42678.72,10.66147914494431,Imps,Debit,Rent
Municipal Water Department Net Banking Payment Municipal Water Department,211.64,5.3596005949649355,Net Banking,Debit,Bills
Amazon India Debit Card POS Amazon India,2186.98,7.69073402273227,Debit Card,Debit,Shopping
Tata Power Electricity Bill Tata Power,5394.61,8.593340938955805,Auto Debit,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,223.79,5.415166633044329,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1136.72,7.036781538717868,Auto Debit,Debit,Bills
Flipkart POS Purchase Flipkart,605.15,6.407127480192592,Credit Card,Debit,Shopping
Amazon India POS Purchase Amazon India,586.53,6.375927308544388,Debit Card,Debit,Shopping
Employer Salary Credit NEFT Salary Credit,46530.38,10.747882202683874,Neft,Credit,Salary
Bajaj Allianz Net Banking Payment Bajaj Allianz,8319.52,9.02648003186221,Net Banking,Debit,Insurance
Jio Fiber Net Banking Payment Jio Fiber,1404.45,7.24811281518516,Net Banking,Debit,Bills
House Rent Payment IMPS Transfer House Rent Payment,42866.76,10.665875307235522,Imps,Debit,Rent
Myntra POS Purchase Myntra,2187.79,7.691104158704344,Debit Card,Debit,Shopping
Jio Auto Debit Jio,593.41,6.387569316949785,Auto Debit,Debit,Bills
Faasos Debit Card POS Faasos,205.22,5.328943560089797,Debit Card,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1103.19,7.00686731347856,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1577.81,7.364426677693133,Auto Debit,Debit,Bills
Zomato UPI/Paytm/Zomato,461.3,6.1362140309941795,Upi,Debit,Food
Bharat Gas Auto Debit Bharat Gas,401.43,5.997521168690513,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1524.91,7.33034623238562,Net Banking,Debit,Bills
Indian Oil UPI Payment Indian Oil,3203.68,8.072367520376268,Upi,Debit,Fuel
HDFC Ergo Auto Debit HDFC Ergo,8758.84,9.07793291892345,Auto Debit,Debit,Insurance
BPCL Debit Card POS BPCL,3902.17,8.26954432247086,Debit Card,Debit,Fuel
Indian Oil UPI/Paytm/Indian Oil,3791.73,8.240841355395657,Upi,Debit,Fuel
McDonald's India Debit Card POS McDonald's India,200.18,5.304200029706192,Debit Card,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2699.98,7.901369949100262,Net Banking,Debit,Bills
Myntra Debit Card POS Myntra,539.42,6.292346615023706,Debit Card,Debit,Shopping
BookMyShow UPI Payment BookMyShow,319.43,5.769663843769714,Upi,Debit,Entertainment
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1085.47,6.990689187718407,Auto Debit,Debit,Bills
DMart UPI Collect DMart,493.8,6.204153640518333,Upi,Debit,Groceries
Nature's Basket POS Purchase Nature's Basket,475.41,6.166278828024906,Debit Card,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1113.71,7.0163495603789325,Net Banking,Debit,Bills
BookMyShow POS Purchase BookMyShow,319.18,5.768883337649949,Credit Card,Debit,Entertainment
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1084.31,6.98962093945172,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5857.63,8.675671066842387,Net Banking,Debit,Bills
DMart Debit Card POS DMart,636.02,6.456801052253537,Debit Card,Debit,Groceries
Indian Oil POS Purchase Indian Oil,3340.55,8.114190050178992,Debit Card,Debit,Fuel
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2708.78,7.904622729766598,Auto Debit,Debit,Bills
LIC Auto Debit LIC,8877.3,9.091365376217523,Auto Debit,Debit,Insurance
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1882.66,7.540971971758868,Net Banking,Debit,Bills
Ajio POS Purchase Ajio,555.7,6.322026495189462,Debit Card,Debit,Shopping
Employer Salary Credit NEFT Salary Credit,43979.98,10.691512546716337,Neft,Credit,Salary
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1853.94,7.525607629504948,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1851.55,7.52431834735931,Net Banking,Debit,Bills
Bharat Gas Net Banking Payment Bharat Gas,395.14,5.981767684129118,Net Banking,Debit,Bills
McDonald's India UPI/DR/181517890858/McDonald's India,201.34,5.3099494507777445,Upi,Debit,Food
Indian Oil UPI/Paytm/Indian Oil,3348.68,8.116620097868498,Upi,Debit,Fuel
Spotify Auto Debit Spotify,154.1,5.044070070182493,Auto Debit,Debit,Subscription
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5194.29,8.55550772488193,Net Banking,Debit,Bills
Spotify Auto Debit Spotify,160.49,5.084443221240976,Auto Debit,Debit,Subscription
Bharat Gas UPI Payment Bharat Gas,385.44,5.9569766166493086,Upi,Debit,Bills
Nature's Basket UPI/Paytm/Nature's Basket,612.48,6.419147663782579,Upi,Debit,Groceries
Ajio POS Purchase Ajio,562.58,6.334309293234479,Debit Card,Debit,Shopping
Adani Electricity Electricity Bill Adani Electricity,5067.72,8.53084359922722,Auto Debit,Debit,Bills
Jio Fiber UPI Collect Jio Fiber,1362.57,7.21786153943505,Upi,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1729.85,7.4563678963087865,Net Banking,Debit,Bills
Meesho POS Purchase Meesho,1482.08,7.301876285389644,Credit Card,Debit,Shopping
Blinkit UPI Collect Blinkit,501.63,6.219854312942145,Upi,Debit,Groceries
Cafe Coffee Day Debit Card POS Cafe Coffee Day,308.31,5.734344010238544,Debit Card,Debit,Food
Local Wine & Beer Shop Debit Card POS Local Wine & Beer Shop,2761.13,7.92375740020411,Debit Card,Debit,Food
Myntra POS Purchase Myntra,3301.54,8.102447148359467,Debit Card,Debit,Shopping
Blinkit UPI Payment Blinkit,639.1,6.461624414147958,Upi,Debit,Groceries
Indian Oil ATM Cash Withdrawal,3499.64,8.160701087904032,Cash Withdrawal,Debit,Fuel
Airtel UPI/Paytm/Airtel,1409.68,7.251827136621199,Upi,Debit,Bills
Amazon India UPI/DR/144893684873/Amazon India,1540.32,7.340394471127657,Upi,Debit,Shopping
BSNL Auto Debit BSNL,585.96,6.374956674405739,Auto Debit,Debit,Bills
Burger King UPI Payment Burger King,494.42,6.205405887657392,Upi,Debit,Food
Myntra POS Purchase Myntra,1518.29,7.325998399449516,Debit Card,Debit,Shopping
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5446.96,8.602996505658489,Auto Debit,Debit,Bills
Jio UPI/DR/096573864238/Jio,639.49,6.462233508412409,Upi,Debit,Bills
DMart UPI/DR/784203040174/DMart,1351.14,7.209443801537805,Upi,Debit,Groceries
Social UPI Collect Social,2864.35,7.960445785736286,Upi,Debit,Food
Burger King Debit Card POS Burger King,508.71,6.233841936537489,Debit Card,Debit,Food
Ajio UPI Collect Ajio,1523.94,7.329710344005211,Upi,Debit,Shopping
The Beer Cafe Debit Card POS The Beer Cafe,2965.51,7.995141456668914,Debit Card,Debit,Food
Indian Oil UPI Payment Indian Oil,3755.57,8.231261586002695,Upi,Debit,Fuel
BEST Net Banking Payment BEST,5499.99,8.612683355022506,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1704.5,7.4416136018587,Net Banking,Debit,Bills
House Rent Payment NEFT Rent Payment,46991.86,10.757750954258343,Neft,Debit,Rent
Blinkit UPI/Paytm/Blinkit,659.3,6.492694277200526,Upi,Debit,Groceries
Reliance Fresh Debit Card POS Reliance Fresh,503.91,6.224380195570895,Debit Card,Debit,Groceries
Zepto UPI/Paytm/Zepto,469.68,6.154178457595728,Upi,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1770.94,7.479830270546615,Net Banking,Debit,Bills
EatClub Debit Card POS EatClub,313.36,5.750538825997975,Debit Card,Debit,Food
DMart POS Purchase DMart,452.58,6.117171659730716,Debit Card,Debit,Groceries
Domino's India POS Purchase Domino's India,309.01,5.736604555023428,Credit Card,Debit,Food
Zomato POS Purchase Zomato,513.67,6.243525918579576,Credit Card,Debit,Food
Local Hardware Store POS Purchase Local Hardware Store,583.2,6.37024338995364,Debit Card,Debit,Miscellaneous
BEST UPI/DR/289437923371/BEST,5439.07,8.60154720741426,Upi,Debit,Bills
Toit Brewpub POS Purchase Toit Brewpub,1162.31,7.059024669020622,Credit Card,Debit,Food
DMart UPI Payment DMart,439.51,6.087933146594155,Upi,Debit,Groceries
Flipkart POS Purchase Flipkart,1511.81,7.321724127581522,Debit Card,Debit,Shopping
HDFC Ergo Net Banking Payment HDFC Ergo,8064.82,8.995390659290434,Net Banking,Debit,Insurance
House Rent Payment IMPS Transfer House Rent Payment,42770.72,10.663632415516394,Imps,Debit,Rent
BPCL Debit Card POS BPCL,3555.62,8.176565934641891,Debit Card,Debit,Fuel
Employer Salary Credit NEFT Salary Credit,43148.79,10.672432829755815,Neft,Credit,Salary
DMart Debit Card POS DMart,475.21,6.165858933412283,Debit Card,Debit,Groceries
Blinkit POS Purchase Blinkit,1428.96,7.265401750834757,Debit Card,Debit,Groceries
Tata Power Electricity Bill Tata Power,5473.28,8.607816039187602,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1762.92,7.4752938840644045,Net Banking,Debit,Bills
Home Depot India POS Purchase Home Depot India,517.01,6.249994547092449,Credit Card,Debit,Miscellaneous
Blinkit Debit Card POS Blinkit,532.78,6.279983769052325,Debit Card,Debit,Groceries
ICICI Lombard Auto Debit ICICI Lombard,8514.92,9.049692631887517,Auto Debit,Debit,Insurance
Starbucks India UPI Payment Starbucks India,181.24,5.205324499698872,Upi,Debit,Food
BookMyShow UPI Collect BookMyShow,296.94,5.6968921239514465,Upi,Debit,Entertainment
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2569.94,7.852026869770702,Net Banking,Debit,Bills
Home Depot India POS Purchase Home Depot India,504.33,6.225211681206383,Credit Card,Debit,Miscellaneous
BookMyShow POS Purchase BookMyShow,307.91,5.73304997233677,Credit Card,Debit,Entertainment
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2629.97,7.875107878466732,Net Banking,Debit,Bills
Zepto UPI Collect Zepto,478.26,6.172243247644422,Upi,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5180.11,8.55277459801191,Auto Debit,Debit,Bills
Local Hardware Store UPI/DR/262347734996/Local Hardware Store,555.63,6.321900746309809,Upi,Debit,Miscellaneous
Faasos POS Purchase Faasos,332.28,5.808982977512661,Debit Card,Debit,Food
BPCL ATM Cash Withdrawal,4012.65,8.297456330736457,Cash Withdrawal,Debit,Fuel
Indian Oil ATM Cash Withdrawal,3736.29,8.226116028829408,Cash Withdrawal,Debit,Fuel
Spotify Auto Debit Spotify,158.31,5.070851989584804,Auto Debit,Debit,Subscription
Zepto UPI Collect Zepto,494.91,6.206394458647689,Upi,Debit,Groceries
Nature's Basket UPI/Paytm/Nature's Basket,495.85,6.208288169677372,Upi,Debit,Groceries
Chaayos UPI/Paytm/Chaayos,180.49,5.20120055576831,Upi,Debit,Food
Local Hardware Store POS Purchase Local Hardware Store,525.72,6.26666909804865,Credit Card,Debit,Miscellaneous
Naturals Salon Debit Card POS Naturals Salon,1512.92,7.322457592442784,Debit Card,Debit,Miscellaneous
House Rent Payment IMPS Transfer House Rent Payment,47003.52,10.757999046280903,Imps,Debit,Rent
Local Barbershop UPI/DR/226669236212/Local Barbershop,1524.34,7.329972615011344,Upi,Debit,Miscellaneous
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1748.2,7.466913819538766,Net Banking,Debit,Bills
Bajaj Allianz Auto Debit Bajaj Allianz,8247.96,9.01784241077636,Auto Debit,Debit,Insurance
Airtel Auto Debit Airtel,624.64,6.438775125806041,Auto Debit,Debit,Bills
Naturals Salon UPI Collect Naturals Salon,1580.1,7.365876086316099,Upi,Debit,Miscellaneous
Netflix UPI/Paytm/Netflix,327.1,5.793318439967056,Upi,Debit,Entertainment
Bharat Gas Auto Debit Bharat Gas,392.78,5.975792377713686,Auto Debit,Debit,Bills
Blinkit POS Purchase Blinkit,596.99,6.393574031402784,Credit Card,Debit,Groceries
Chaayos UPI/Paytm/Chaayos,184.64,5.223809314372975,Upi,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1679.25,7.4266978708500755,Net Banking,Debit,Bills
BPCL UPI/DR/646704676197/BPCL,3742.95,8.227896482807454,Upi,Debit,Fuel
Blinkit POS Purchase Blinkit,448.63,6.1084250223320495,Debit Card,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2655.6,7.884802388698403,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5234.84,8.56328256888528,Auto Debit,Debit,Bills
Employer Salary Credit NEFT Salary Credit,44069.77,10.693552029886709,Neft,Credit,Salary
Municipal Water Department Net Banking Payment Municipal Water Department,223.88,5.415566926598276,Net Banking,Debit,Bills
Zomato UPI/Paytm/Zomato,315.68,5.757891800303233,Upi,Debit,Food
Ajio POS Purchase Ajio,547.54,6.307260203218562,Credit Card,Debit,Shopping
Toit Brewpub POS Purchase Toit Brewpub,2980.34,8.000128142860227,Debit Card,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2640.31,7.879030285189051,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1868.9,7.533640232482915,Auto Debit,Debit,Bills
HPCL UPI/Paytm/HPCL,3574.52,8.181865899096076,Upi,Debit,Fuel
HPCL ATM Cash Withdrawal,3443.63,8.144571775647817,Cash Withdrawal,Debit,Fuel
Indane Gas Auto Debit Indane Gas,418.3,6.038586654176717,Auto Debit,Debit,Bills
Airtel Net Banking Payment Airtel,1389.87,7.2376847296120514,Net Banking,Debit,Bills
DMart UPI Collect DMart,569.22,6.3460222512755795,Upi,Debit,Groceries
Local Hardware Store UPI/DR/268028696768/Local Hardware Store,527.39,6.269834647412314,Upi,Debit,Miscellaneous
Toit Brewpub UPI/Paytm/Toit Brewpub,824.08,6.715480351330394,Upi,Debit,Food
Cafe Coffee Day UPI/DR/854312547928/Cafe Coffee Day,139.87,4.9478374792722155,Upi,Debit,Food
McDonald's India UPI/DR/459610030643/McDonald's India,366.54,5.906832156267279,Upi,Debit,Food
Municipal Water Department UPI/Paytm/Municipal Water Department,202.81,5.317188187298288,Upi,Debit,Bills
Amazon India UPI Collect Amazon India,767.69,6.6446877672942755,Upi,Debit,Shopping
McDonald's India UPI Payment McDonald's India,326.55,5.791640715177885,Upi,Debit,Food
Nature's Basket Debit Card POS Nature's Basket,467.71,6.149984240310191,Debit Card,Debit,Groceries
Reliance Fresh Debit Card POS Reliance Fresh,480.53,6.176968534593236,Debit Card,Debit,Groceries
House Rent Payment IMPS Transfer House Rent Payment,37184.06,10.523662346689951,Imps,Debit,Rent
EatClub UPI/DR/155545004272/EatClub,351.64,5.8654477065244945,Upi,Debit,Food
BigBasket UPI/DR/469758040665/BigBasket,478.99,6.173765270351586,Upi,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3046.88,8.022201545952775,Auto Debit,Debit,Bills
Cafe Coffee Day POS Purchase Cafe Coffee Day,183.51,5.217703662553791,Debit Card,Debit,Food
EatClub POS Purchase EatClub,155.91,5.055672392570977,Debit Card,Debit,Food
Ace Hardware India Debit Card POS Ace Hardware India,561.84,6.332995395920055,Debit Card,Debit,Miscellaneous
Spotify Auto Debit Spotify,155.39,5.052352887448124,Auto Debit,Debit,Subscription
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2969.0,7.996317231796746,Net Banking,Debit,Bills
Flipkart UPI Payment Flipkart,1002.09,6.910840514743945,Upi,Debit,Shopping
Swiggy UPI/DR/721211562902/Swiggy,366.9,5.907811162110729,Upi,Debit,Food
HDFC Ergo Auto Debit HDFC Ergo,8691.83,9.070253826923274,Auto Debit,Debit,Insurance
Social Debit Card POS Social,878.19,6.779001029048385,Debit Card,Debit,Food
Local Hardware Store POS Purchase Local Hardware Store,493.77,6.204093008122425,Debit Card,Debit,Miscellaneous
Spotify Auto Debit Spotify,164.84,5.111023468127524,Auto Debit,Debit,Subscription
Meesho POS Purchase Meesho,735.32,6.601664806847001,Credit Card,Debit,Shopping
House Rent Payment NEFT Rent Payment,33955.28,10.432829093789227,Neft,Debit,Rent
BSNL Auto Debit BSNL,606.97,6.410125538643542,Auto Debit,Debit,Bills
Netflix Debit Card POS Netflix,297.03,5.697194152579344,Debit Card,Debit,Entertainment
Cafe Coffee Day UPI Payment Cafe Coffee Day,348.96,5.857818862238064,Upi,Debit,Food
Employer Salary Credit NEFT Salary Credit,47321.64,10.764744106899581,Neft,Credit,Salary
Tata Power UPI Collect Tata Power,5035.76,8.524518297201304,Upi,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,4020.55,8.299422679438534,Net Banking,Debit,Bills
McDonald's India POS Purchase McDonald's India,565.53,6.339530035817887,Credit Card,Debit,Food
HPCL UPI Collect HPCL,3223.32,8.078477354284136,Upi,Debit,Fuel
Zomato UPI/DR/599221579639/Zomato,340.08,5.832117053873849,Upi,Debit,Food
Indian Oil UPI/DR/238160108120/Indian Oil,3786.34,8.239419204700889,Upi,Debit,Fuel
House Rent Payment IMPS Transfer House Rent Payment,36629.5,10.50863650569335,Imps,Debit,Rent
EatClub POS Purchase EatClub,147.01,4.997279839049098,Debit Card,Debit,Food
Blinkit POS Purchase Blinkit,683.14,6.528162575041366,Credit Card,Debit,Groceries
Amazon India UPI Payment Amazon India,1001.89,6.9106411109605945,Upi,Debit,Shopping
Municipal Water Department Auto Debit Municipal Water Department,225.65,5.4234069773868585,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,4124.8,8.325015219358908,Net Banking,Debit,Bills
Cafe Coffee Day POS Purchase Cafe Coffee Day,319.73,5.770599647693518,Debit Card,Debit,Food
BEST UPI Payment BEST,5399.27,8.594204231302408,Upi,Debit,Bills
Airtel Auto Debit Airtel,1268.37,7.146275993380559,Auto Debit,Debit,Bills
DMart UPI/Paytm/DMart,716.37,6.575591746548862,Upi,Debit,Groceries
Flipkart POS Purchase Flipkart,553.34,6.317778216910709,Debit Card,Debit,Shopping
Airtel Net Banking Payment Airtel,590.1,6.381985207830324,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1742.44,7.463615451987556,Auto Debit,Debit,Bills
BigBasket UPI/DR/671130103614/BigBasket,692.76,6.542126079371172,Upi,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1777.27,7.483396260562889,Net Banking,Debit,Bills
Home Depot India POS Purchase Home Depot India,527.35,6.26975894288704,Credit Card,Debit,Miscellaneous
BSNL Auto Debit BSNL,658.32,6.491209000863155,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1634.35,7.399612127700511,Net Banking,Debit,Bills
Local Hardware Store UPI/Paytm/Local Hardware Store,517.85,6.251614824051288,Upi,Debit,Miscellaneous
Bharat Gas Net Banking Payment Bharat Gas,379.78,5.942221780529531,Net Banking,Debit,Bills
Netflix Debit Card POS Netflix,329.26,5.799880223034842,Debit Card,Debit,Entertainment
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1777.45,7.483497477414457,Auto Debit,Debit,Bills
Nature's Basket POS Purchase Nature's Basket,1469.11,7.293092506905135,Credit Card,Debit,Groceries
Blinkit UPI Collect Blinkit,510.12,6.236604396294088,Upi,Debit,Groceries
HPCL UPI Collect HPCL,3455.11,8.147898958121127,Upi,Debit,Fuel
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,3188.09,8.067490888624995,Net Banking,Debit,Bills
BSNL Auto Debit BSNL,1344.73,7.204691895729295,Auto Debit,Debit,Bills
Netflix POS Purchase Netflix,313.41,5.750697866665008,Credit Card,Debit,Entertainment
Municipal Water Department Auto Debit Municipal Water Department,206.8,5.336576078665127,Auto Debit,Debit,Bills
Spotify Auto Debit Spotify,167.03,5.124142534889851,Auto Debit,Debit,Subscription
Myntra UPI/DR/464105990541/Myntra,1086.21,6.991370060734295,Upi,Debit,Shopping
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1789.78,7.490406558111459,Auto Debit,Debit,Bills
Nature's Basket UPI/Paytm/Nature's Basket,504.71,6.225963382460326,Upi,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3081.25,8.033415128748661,Auto Debit,Debit,Bills
Cafe Coffee Day Debit Card POS Cafe Coffee Day,143.32,4.972033056314314,Debit Card,Debit,Food
