date,total_spending,day_of_week,month,day,week,quarter,year,is_weekend,is_month_end,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2018-09-11,13695.87,1,9,11,37,3,2018,0,0,10424.58,20957.91,4347.75,23824.274285714288,45281.50133333333
2018-09-12,46734.67,2,9,12,37,3,2018,0,0,13695.87,41654.56,73658.38,22786.84,45593.10533333334
2018-09-13,72699.07,3,9,13,37,3,2018,0,0,46734.67,68301.28,32205.37,23512.57,44695.64833333333
2018-09-14,71348.92,4,9,14,37,3,2018,0,0,72699.07,12642.310000000001,49617.16,24140.825714285715,46045.43833333334
2018-09-15,66163.39,5,9,15,37,3,2018,1,0,71348.92,6782.710000000001,75863.27,32527.484285714287,46769.83033333333
2018-09-16,80088.04000000001,6,9,16,37,3,2018,1,0,66163.39,6006.570000000001,108620.01000000001,41010.438571428575,46446.501
2018-09-17,14807.57,0,9,17,38,3,2018,0,0,80088.04000000001,10424.58,11808.939999999999,51593.50571428572,45495.43533333333
2018-09-18,20599.69,1,9,18,38,3,2018,0,0,14807.57,13695.87,32368.93,52219.64714285714,45595.38966666666
2018-09-19,20131.72,2,9,19,38,3,2018,0,0,20599.69,46734.67,14775.74,53205.90714285714,45203.081666666665
2018-09-20,17224.55,3,9,20,38,3,2018,0,0,20131.72,72699.07,41423.35,49405.485714285714,45381.61433333333
2018-09-21,34377.91,4,9,21,38,3,2018,0,0,17224.55,71348.92,36613.95,41480.55428571429,44574.98766666666
2018-09-22,19162.14,5,9,22,38,3,2018,1,0,34377.91,66163.39,5264.360000000001,36198.98142857143,44500.453
2018-09-23,29306.12,6,9,23,38,3,2018,1,0,19162.14,80088.04000000001,3510.55,29484.51714285714,44963.71233333334
2018-09-24,105663.79999999999,0,9,24,39,3,2018,0,0,29306.12,14807.57,5949.5199999999995,22229.957142857143,45823.56466666667
2018-09-25,20036.67,1,9,25,39,3,2018,0,0,105663.79999999999,20599.69,47602.06,35209.41857142857,49147.373999999996
2018-09-26,61288.95,2,9,26,39,3,2018,0,0,20036.67,20131.72,23707.37,35128.98714285714,48228.52766666667
2018-09-27,39725.57,3,9,27,39,3,2018,0,0,61288.95,17224.55,52666.22,41008.591428571424,49481.247
2018-09-28,140191.63999999998,4,9,28,39,3,2018,0,0,39725.57,34377.91,40027.3,44223.02285714285,49049.892
2018-09-29,87697.93000000001,5,9,29,39,3,2018,1,0,140191.63999999998,19162.14,115130.08,59339.270000000004,52388.70333333334
2018-09-30,55332.520000000004,6,9,30,39,3,2018,1,1,87697.93000000001,29306.12,72822.54000000001,69130.09714285714,51474.29833333333
2018-10-01,53940.99,0,10,1,40,4,2018,0,0,55332.520000000004,105663.79999999999,236406.74,72848.15428571428,50891.297666666665
2018-10-02,23902.65,1,10,2,40,4,2018,0,0,53940.99,20036.67,86221.75,65459.18142857143,44809.106
2018-10-03,38619.19,2,10,3,40,4,2018,0,0,23902.65,61288.95,21063.78,66011.46428571428,42731.80266666667
2018-10-04,84017.15,3,10,4,40,4,2018,0,0,38619.19,39725.57,20957.91,62772.927142857145,43316.983
2018-10-05,74059.76,4,10,5,40,4,2018,0,0,84017.15,140191.63999999998,41654.56,69100.29571428572,45418.95766666667
2018-10-06,7274.17,5,10,6,40,4,2018,1,0,74059.76,87697.93000000001,68301.28,59652.884285714295,46499.131
2018-10-07,8622.49,6,10,7,40,4,2018,1,0,7274.17,55332.520000000004,12642.310000000001,48163.775714285715,44464.89399999999
2018-10-08,27908.2,0,10,8,41,4,2018,0,0,8622.49,53940.99,6782.710000000001,41490.91428571429,44330.899999999994
2018-10-09,16514.25,1,10,9,41,4,2018,0,0,27908.2,23902.65,6006.570000000001,37771.944285714286,45035.083
2018-10-10,9023.91,2,10,10,41,4,2018,0,0,16514.25,38619.19,10424.58,36716.458571428564,45385.339
2018-10-11,51952.58,3,10,11,41,4,2018,0,0,9023.91,84017.15,13695.87,32488.561428571422,45338.65
2018-10-12,112766.47,4,10,12,41,4,2018,0,0,51952.58,74059.76,46734.67,27907.90857142857,46613.87366666667
2018-10-13,103843.72,5,10,13,41,4,2018,1,0,112766.47,7274.17,72699.07,33437.438571428575,48814.933666666664
2018-10-14,9424.349999999999,6,10,14,41,4,2018,1,0,103843.72,8622.49,71348.92,47233.08857142857,49853.08866666666
2018-10-15,14770.09,0,10,15,42,4,2018,0,0,9424.349999999999,27908.2,66163.39,47347.64,47788.93633333334
2018-10-16,14414.26,1,10,16,42,4,2018,0,0,14770.09,16514.25,80088.04000000001,45470.76714285714,46075.82633333334
2018-10-17,28881.100000000002,2,10,17,42,4,2018,0,0,14414.26,9023.91,14807.57,45170.76857142857,43886.700333333334
2018-10-18,21165.62,3,10,18,42,4,2018,0,0,28881.100000000002,51952.58,20599.69,48007.51,44355.818
2018-10-19,101837.78,4,10,19,42,4,2018,0,0,21165.62,112766.47,20131.72,43609.37285714286,44374.68233333333
2018-10-20,12199.62,5,10,20,42,4,2018,1,0,101837.78,103843.72,17224.55,42048.131428571425,47098.21766666667
2018-10-21,11128.11,6,10,21,42,4,2018,1,0,12199.62,9424.349999999999,34377.91,28956.117142857143,46930.72
2018-10-22,55331.799999999996,0,10,22,43,4,2018,0,0,11128.11,14770.09,19162.14,29199.511428571426,46155.72666666666
2018-10-23,59896.59,1,10,23,43,4,2018,0,0,55331.799999999996,14414.26,29306.12,34994.04142857143,47361.382
2018-10-24,28301.84,2,10,24,43,4,2018,0,0,59896.59,28881.100000000002,105663.79999999999,41491.51714285714,48381.06433333333
2018-10-25,26493.67,3,10,25,43,4,2018,0,0,28301.84,21165.62,20036.67,41408.76571428571,45802.33233333333
2018-10-26,54477.17999999999,4,10,26,43,4,2018,0,0,26493.67,101837.78,61288.95,42169.91571428572,46017.56566666667
2018-10-27,7765.45,5,10,27,43,4,2018,1,0,54477.17999999999,12199.62,39725.57,35404.11571428571,45790.50666666667
2018-10-28,45008.72,6,10,28,43,4,2018,1,0,7765.45,11128.11,140191.63999999998,34770.66285714285,44725.16933333333
2018-10-29,13603.42,0,10,29,44,4,2018,0,0,45008.72,55331.799999999996,87697.93000000001,39610.75,41552.40533333333
2018-10-30,78172.06999999999,1,10,30,44,4,2018,0,0,13603.42,59896.59,55332.520000000004,33649.55285714286,39082.58833333334
2018-10-31,83838.61,2,10,31,44,4,2018,0,1,78172.06999999999,28301.84,53940.99,36260.33571428571,39843.90666666666
2018-11-01,100843.55,3,11,1,44,4,2018,0,0,83838.61,26493.67,23902.65,44194.159999999996,40840.494
2018-11-02,34254.3,4,11,2,44,4,2018,0,0,100843.55,54477.17999999999,38619.19,54815.57142857143,43405.19066666667
2018-11-03,30998.859999999997,5,11,3,44,4,2018,1,0,34254.3,7765.45,84017.15,51926.58857142857,43259.694333333326
2018-11-04,19708.01,6,11,4,44,4,2018,1,0,30998.859999999997,45008.72,74059.76,55245.64714285714,41492.418
2018-11-05,339903.13,0,11,5,45,4,2018,0,0,19708.01,13603.42,7274.17,51631.26,39680.693
2018-11-06,20240.67,1,11,6,45,4,2018,0,0,339903.13,78172.06999999999,8622.49,98245.50428571428,50768.325
2018-11-07,86720.49,2,11,7,45,4,2018,0,0,20240.67,83838.61,27908.2,89969.59,51155.597666666676
2018-11-08,23330.41,3,11,8,45,4,2018,0,0,86720.49,100843.55,16514.25,90381.28714285714,53116.007333333335
2018-11-09,179284.77,4,11,9,45,4,2018,0,0,23330.41,34254.3,9023.91,79307.98142857142,53343.212666666666
2018-11-10,29669.739999999998,5,11,10,45,4,2018,1,0,179284.77,30998.859999999997,51952.58,100026.62,59018.57466666667
2018-11-11,88372.58,6,11,11,45,4,2018,1,0,29669.739999999998,19708.01,112766.47,99836.74571428572,58275.81333333333
2018-11-12,25195.68,0,11,12,46,4,2018,0,0,88372.58,339903.13,103843.72,109645.97,57462.683666666664
2018-11-13,20217.05,1,11,13,46,4,2018,0,0,25195.68,20240.67,9424.349999999999,64687.76285714286,54841.08233333333
2018-11-14,17557.6,2,11,14,46,4,2018,0,0,20217.05,86720.49,14770.09,64684.38857142858,55200.839
2018-11-15,18402.46,3,11,15,46,4,2018,0,0,17557.6,23330.41,14414.26,54803.975714285705,55293.75600000001
2018-11-16,13627.44,4,11,16,46,4,2018,0,0,18402.46,179284.77,28881.100000000002,54099.98285714286,55426.696
2018-11-17,16788.38,5,11,17,46,4,2018,1,0,13627.44,29669.739999999998,21165.62,30434.65,54918.240666666665
2018-11-18,46746.44,6,11,18,46,4,2018,1,0,16788.38,88372.58,101837.78,28594.455714285716,54772.33266666667
2018-11-19,19645.59,0,11,19,47,4,2018,0,0,46746.44,25195.68,12199.62,22647.864285714284,52935.95466666667
2018-11-20,13225.36,1,11,20,47,4,2018,0,0,19645.59,20217.05,11128.11,21854.99428571429,53184.153666666665
2018-11-21,34785.75,2,11,21,47,4,2018,0,0,13225.36,17557.6,55331.799999999996,20856.181428571428,53254.062000000005
2018-11-22,4994.02,3,11,22,47,4,2018,0,0,34785.75,18402.46,59896.59,23317.34571428571,52569.193666666666
2018-11-23,80873.78,4,11,23,47,4,2018,0,0,4994.02,13627.44,28301.84,21401.854285714286,50739.108
2018-11-24,32207.8,5,11,24,47,4,2018,1,0,80873.78,16788.38,26493.67,31008.47428571429,52491.50600000001
2018-11-25,11064.310000000001,6,11,25,47,4,2018,1,0,32207.8,46746.44,54477.17999999999,33211.24857142857,52681.97699999999
2018-11-26,54690.549999999996,0,11,26,48,4,2018,0,0,11064.310000000001,19645.59,7765.45,28113.801428571427,51234.88133333333
2018-11-27,55388.24,1,11,27,48,4,2018,0,0,54690.549999999996,13225.36,45008.72,33120.224285714285,52799.05133333334
2018-11-28,64272.770000000004,2,11,28,48,4,2018,0,0,55388.24,34785.75,13603.42,39143.49285714285,53145.03533333333
2018-11-29,54881.189999999995,3,11,29,48,4,2018,0,0,64272.770000000004,4994.02,78172.06999999999,43355.92428571428,54834.013666666666
2018-11-30,20793.71,4,11,30,48,4,2018,0,1,54881.189999999995,80873.78,83838.61,50482.66285714286,54057.651
2018-12-01,190986.99,5,12,1,48,4,2018,1,0,20793.71,32207.8,100843.55,41899.79571428571,51956.15433333333
2018-12-02,54105.920000000006,6,12,2,48,4,2018,1,0,190986.99,11064.310000000001,34254.3,64582.537142857145,54960.935666666664
2018-12-03,31403.45,0,12,3,49,4,2018,0,0,54105.920000000006,54690.549999999996,30998.859999999997,70731.33857142857,55622.65633333334
2018-12-04,339758.43,1,12,4,49,4,2018,0,0,31403.45,55388.24,19708.01,67404.61,55636.14266666667
2018-12-05,89145.67,2,12,5,49,4,2018,0,0,339758.43,64272.770000000004,339903.13,108028.92285714285,66304.49
2018-12-06,61328.53,3,12,6,49,4,2018,0,0,89145.67,54881.189999999995,20240.67,111582.19428571429,57945.908
2018-12-07,56401.91,4,12,7,49,4,2018,0,0,61328.53,20793.71,86720.49,112503.24285714285,59315.50333333333
2018-12-08,42566.44,5,12,8,49,4,2018,1,0,56401.91,190986.99,23330.41,117590.12857142858,58304.884
2018-12-09,14870.859999999999,6,12,9,49,4,2018,1,0,42566.44,54105.920000000006,179284.77,96387.19285714286,58946.085
2018-12-10,30263.85,0,12,10,50,4,2018,0,0,14870.859999999999,31403.45,29669.739999999998,90782.18428571428,53465.621333333336
2018-12-11,13228.699999999999,1,12,11,50,4,2018,0,0,30263.85,339758.43,88372.58,90619.38428571427,53485.425
2018-12-12,29722.05,2,12,12,50,4,2018,0,0,13228.699999999999,89145.67,25195.68,43972.280000000006,50980.62899999999
2018-12-13,25653.2,3,12,13,50,4,2018,0,0,29722.05,61328.53,20217.05,35483.19142857143,51131.508
2018-12-14,44461.92,4,12,14,50,4,2018,0,0,25653.2,56401.91,17557.6,30386.71571428571,51312.712999999996
2018-12-15,39768.77,5,12,15,50,4,2018,1,0,44461.92,42566.44,18402.46,28681.002857142856,52209.52366666667
2018-12-16,171339.63999999998,6,12,16,50,4,2018,1,0,39768.77,14870.859999999999,13627.44,28281.335714285717,52921.734000000004
2018-12-17,66877.86,0,12,17,51,4,2018,0,0,171339.63999999998,30263.85,16788.38,50634.01857142857,58178.80733333333
2018-12-18,17835.13,1,12,18,51,4,2018,0,0,66877.86,13228.699999999999,46746.44,55864.59142857143,59848.45666666667
2018-12-19,54607.619999999995,2,12,19,51,4,2018,0,0,17835.13,29722.05,19645.59,56522.65285714286,58884.74633333333
2018-12-20,11696.69,3,12,20,51,4,2018,0,0,54607.619999999995,25653.2,13225.36,60077.73428571429,60050.14733333334
2018-12-21,48212.15,4,12,21,51,4,2018,0,0,11696.69,44461.92,34785.75,58083.94714285714,59999.191666666666
2018-12-22,108414.83,5,12,22,51,4,2018,1,0,48212.15,39768.77,4994.02,58619.69428571428,60446.73833333333
2018-12-23,9190.03,6,12,23,51,4,2018,1,0,108414.83,171339.63999999998,80873.78,68426.27428571429,63894.098666666665
2018-12-24,26539.64,0,12,24,52,4,2018,0,0,9190.03,66877.86,32207.8,45262.04428571429,61504.64033333333
2018-12-25,14456.0,1,12,25,52,4,2018,0,0,26539.64,17835.13,11064.310000000001,39499.44142857142,61315.70166666667
2018-12-26,33441.58,2,12,26,52,4,2018,0,0,14456.0,54607.619999999995,54690.549999999996,39016.70857142857,61428.758
2018-12-27,39512.6,3,12,27,52,4,2018,0,0,33441.58,11696.69,55388.24,35992.98857142857,60720.459
2018-12-28,46531.44,4,12,28,52,4,2018,0,0,39512.6,48212.15,64272.770000000004,39966.69,60191.27099999999
2018-12-29,78103.43000000001,5,12,29,52,4,2018,1,0,46531.44,108414.83,54881.189999999995,39726.58857142857,59599.89333333333
2018-12-30,71375.48,6,12,30,52,4,2018,1,0,78103.43000000001,9190.03,20793.71,35396.38857142857,60373.968
2018-12-31,38689.72,0,12,31,1,4,2018,0,1,71375.48,26539.64,190986.99,44280.02428571428,62060.027
2019-01-01,4845.87,1,1,1,1,1,2019,0,0,38689.72,14456.0,54105.920000000006,46015.75,56983.45133333334
2019-01-02,68223.21,2,1,2,1,1,2019,0,0,4845.87,33441.58,31403.45,44642.874285714286,55341.44966666667
2019-01-03,241757.04,3,1,3,1,1,2019,0,0,68223.21,39512.6,339758.43,49611.67857142857,56568.775
2019-01-04,229582.93,4,1,4,1,1,2019,0,0,241757.04,46531.44,89145.67,78503.74142857142,53302.062000000005
2019-01-05,262439.57,5,1,5,1,1,2019,1,0,229582.93,78103.43000000001,61328.53,104653.95428571428,57983.304
2019-01-06,19677.3,6,1,6,1,1,2019,1,0,262439.57,71375.48,56401.91,130987.68857142857,64687.00533333334
2019-01-07,11174.24,0,1,7,2,1,2019,0,0,19677.3,38689.72,42566.44,123602.2342857143,63462.85166666667
2019-01-08,48702.119999999995,1,1,8,2,1,2019,0,0,11174.24,4845.87,14870.859999999999,119671.45142857144,62416.445
2019-01-09,20094.2,2,1,9,2,1,2019,0,0,48702.119999999995,68223.21,30263.85,125936.63,63544.153666666665
2019-01-10,12346.769999999999,3,1,10,2,1,2019,0,0,20094.2,241757.04,13228.699999999999,119061.05714285714,63205.16533333333
2019-01-11,46341.77,4,1,11,2,1,2019,0,0,12346.769999999999,229582.93,29722.05,86288.16142857143,63175.76766666667
2019-01-12,22942.86,5,1,12,2,1,2019,1,0,46341.77,262439.57,25653.2,60110.852857142854,63729.75833333333
2019-01-13,29084.07,6,1,13,2,1,2019,1,0,22942.86,19677.3,44461.92,25897.037142857145,63639.413666666675
2019-01-14,84865.17,0,1,14,3,1,2019,0,0,29084.07,11174.24,39768.77,27240.86142857143,63126.81866666666
2019-01-15,89728.26000000001,1,1,15,3,1,2019,0,0,84865.17,48702.119999999995,171339.63999999998,37768.13714285714,64630.032
2019-01-16,21656.07,2,1,16,3,1,2019,0,0,89728.26000000001,20094.2,66877.86,43629.014285714286,61909.65266666667
2019-01-17,12181.400000000001,3,1,17,3,1,2019,0,0,21656.07,12346.769999999999,17835.13,43852.138571428564,60402.25966666666
2019-01-18,75042.34,4,1,18,3,1,2019,0,0,12181.400000000001,46341.77,54607.619999999995,43828.51428571429,60213.802
2019-01-19,16539.08,5,1,19,3,1,2019,1,0,75042.34,22942.86,11696.69,47928.59571428572,60894.959333333325
2019-01-20,11493.66,6,1,20,3,1,2019,1,0,16539.08,29084.07,48212.15,47013.770000000004,61056.37233333333
2019-01-21,13395.27,0,1,21,4,1,2019,0,0,11493.66,84865.17,108414.83,44500.85428571429,59832.42266666667
2019-01-22,24648.35,1,1,22,4,1,2019,0,0,13395.27,89728.26000000001,9190.03,34290.868571428575,56665.104
2019-01-23,8580.39,2,1,23,4,1,2019,0,0,24648.35,21656.07,26539.64,24993.73857142857,57180.38133333333
2019-01-24,35446.82,3,1,24,4,1,2019,0,0,8580.39,12181.400000000001,14456.0,23125.784285714286,56581.73966666667
2019-01-25,17094.989999999998,4,1,25,4,1,2019,0,0,35446.82,75042.34,33441.58,26449.415714285715,57281.433666666664
2019-01-26,28507.92,5,1,26,4,1,2019,1,0,17094.989999999998,16539.08,39512.6,18171.222857142857,56736.54733333333
2019-01-27,91728.97,6,1,27,4,1,2019,1,0,28507.92,11493.66,46531.44,19881.057142857142,56369.724666666676
2019-01-28,23990.54,0,1,28,5,1,2019,0,0,91728.97,13395.27,78103.43000000001,31343.244285714285,57876.309
2019-01-29,38849.42,1,1,29,5,1,2019,0,0,23990.54,24648.35,71375.48,32856.85428571429,56072.546
2019-01-30,62231.25,2,1,30,5,1,2019,0,0,38849.42,8580.39,38689.72,34885.57857142857,54988.344000000005
2019-01-31,56375.67,3,1,31,5,1,2019,0,1,62231.25,35446.82,4845.87,42549.98714285714,55773.06166666667
2019-02-01,81741.82,4,2,1,5,1,2019,0,0,56375.67,17094.989999999998,68223.21,45539.82285714285,57490.721666666665
2019-02-02,8875.66,5,2,2,5,1,2019,1,0,81741.82,28507.92,241757.04,54775.08428571428,57941.342
2019-02-03,214109.12,6,2,3,5,1,2019,1,0,8875.66,91728.97,229582.93,51970.47571428572,50178.62933333333
2019-02-04,63049.0,0,2,4,6,1,2019,0,0,214109.12,23990.54,262439.57,69453.35428571429,49662.835666666666
2019-02-05,252298.75,1,2,5,6,1,2019,0,0,63049.0,38849.42,19677.3,75033.13428571427,43016.48333333333
2019-02-06,6972.54,2,2,6,6,1,2019,0,0,252298.75,62231.25,11174.24,105525.89571428571,50770.53166666666
2019-02-07,9144.75,3,2,7,6,1,2019,0,0,6972.54,56375.67,48702.119999999995,97631.79428571429,50630.475
2019-02-08,40561.08,4,2,8,6,1,2019,0,0,9144.75,81741.82,20094.2,90884.52,49311.896
2019-02-09,22059.379999999997,5,2,9,6,1,2019,1,0,40561.08,8875.66,12346.769999999999,85001.55714285714,49994.12533333334
2019-02-10,6670.389999999999,6,2,10,6,1,2019,1,0,22059.379999999997,214109.12,46341.77,86884.94571428571,50317.879
2019-02-11,11857.95,0,2,11,7,1,2019,0,0,6670.389999999999,63049.0,22942.86,57250.84142857143,48995.49966666666
2019-02-12,82176.79,1,2,12,7,1,2019,0,0,11857.95,252298.75,29084.07,49937.83428571429,48626.00266666666
2019-02-13,3491.1900000000005,2,2,13,7,1,2019,0,0,82176.79,6972.54,84865.17,25634.697142857145,50395.76
2019-02-14,28199.39,3,2,14,7,1,2019,0,0,3491.1900000000005,9144.75,89728.26000000001,25137.361428571425,47683.293999999994
2019-02-15,65331.83,4,2,15,7,1,2019,0,0,28199.39,40561.08,21656.07,27859.452857142856,45632.331666666665
2019-02-16,22647.13,5,2,16,7,1,2019,1,0,65331.83,22059.379999999997,12181.400000000001,31398.131428571425,47088.19033333334
2019-02-17,23951.94,6,2,17,7,1,2019,1,0,22647.13,6670.389999999999,75042.34,31482.09571428571,47437.047999999995
2019-02-18,9729.07,0,2,18,8,1,2019,0,0,23951.94,11857.95,16539.08,33950.888571428564,45734.03466666667
2019-02-19,61646.95,1,2,19,8,1,2019,0,0,9729.07,82176.79,11493.66,33646.76285714286,45507.03433333334
2019-02-20,19758.03,2,2,20,8,1,2019,0,0,61646.95,3491.1900000000005,13395.27,30713.928571428572,47178.810666666664
2019-02-21,14421.480000000001,3,2,21,8,1,2019,0,0,19758.03,28199.39,24648.35,33037.76285714286,47390.90266666667
2019-02-22,62932.43,4,2,22,8,1,2019,0,0,14421.480000000001,65331.83,8580.39,31069.489999999998,47050.007
2019-02-23,17746.55,5,2,23,8,1,2019,1,0,62932.43,22647.13,35446.82,30726.718571428566,48861.74166666666
2019-02-24,49682.509999999995,6,2,24,8,1,2019,1,0,17746.55,23951.94,17094.989999999998,30026.635714285716,48271.73266666666
2019-02-25,70625.62,0,2,25,9,1,2019,0,0,49682.509999999995,9729.07,28507.92,33702.43142857143,49357.98333333333
2019-02-26,85366.81,1,2,26,9,1,2019,0,0,70625.62,61646.95,91728.97,42401.938571428575,50761.90666666666
2019-02-27,44223.36,2,2,27,9,1,2019,0,0,85366.81,19758.03,23990.54,45790.49,50549.83466666666
2019-02-28,92637.0,3,2,28,9,1,2019,0,1,44223.36,14421.480000000001,38849.42,49285.537142857145,51224.261999999995
2019-03-01,58067.92,4,3,1,9,1,2019,0,0,92637.0,62932.43,62231.25,60459.182857142856,53017.181333333334
2019-03-02,50131.520000000004,5,3,2,9,1,2019,1,0,58067.92,17746.55,56375.67,59764.25285714285,52878.403666666665
2019-03-03,151256.56999999998,6,3,3,9,1,2019,1,0,50131.520000000004,49682.509999999995,81741.82,64390.677142857145,52670.26533333333
2019-03-04,32742.519999999997,0,3,4,10,1,2019,0,0,151256.56999999998,70625.62,8875.66,78901.25714285714,54987.42366666666
2019-03-05,141390.66,1,3,5,10,1,2019,0,0,32742.519999999997,85366.81,214109.12,73489.3857142857,55782.98566666667
2019-03-06,62707.38,2,3,6,10,1,2019,0,0,141390.66,44223.36,63049.0,81492.79285714285,53359.037
2019-03-07,38349.2,3,3,7,10,1,2019,0,0,62707.38,92637.0,252298.75,84133.36714285714,53347.649666666664
2019-03-08,35838.17,4,3,8,10,1,2019,0,0,38349.2,58067.92,6972.54,76377.96714285715,46215.998
2019-03-09,45446.75,5,3,9,10,1,2019,1,0,35838.17,50131.520000000004,9144.75,73202.28857142857,47178.185666666664
2019-03-10,49539.34,6,3,10,10,1,2019,1,0,45446.75,151256.56999999998,40561.08,72533.03571428571,48388.25233333333
2019-03-11,5326.99,0,3,11,11,1,2019,0,0,49539.34,32742.519999999997,22059.379999999997,58002.00285714285,48687.52766666667
2019-03-12,34641.28,1,3,12,11,1,2019,0,0,5326.99,141390.66,6670.389999999999,54085.49857142857,48129.78133333333
2019-03-13,60164.840000000004,2,3,13,11,1,2019,0,0,34641.28,62707.38,11857.95,38835.58714285714,49062.14433333334
2019-03-14,111088.09,3,3,14,11,1,2019,0,0,60164.840000000004,38349.2,82176.79,38472.36714285715,50672.373999999996
2019-03-15,66885.58,4,3,15,11,1,2019,0,0,111088.09,35838.17,3491.1900000000005,48863.63714285714,51636.084
2019-03-16,25833.739999999998,5,3,16,11,1,2019,1,0,66885.58,45446.75,28199.39,53298.98142857143,53749.23033333334
2019-03-17,12909.54,6,3,17,11,1,2019,1,0,25833.739999999998,49539.34,65331.83,50497.12285714286,53670.37533333334
2019-03-18,17796.69,0,3,18,12,1,2019,0,0,12909.54,5326.99,22647.13,45264.294285714284,51922.965666666656
2019-03-19,107731.46,1,3,19,12,1,2019,0,0,17796.69,34641.28,23951.94,47045.68,51761.28433333334
2019-03-20,36597.15,2,3,20,12,1,2019,0,0,107731.46,60164.840000000004,9729.07,57487.13428571428,54553.935000000005
2019-03-21,67376.74,3,3,21,12,1,2019,0,0,36597.15,111088.09,61646.95,54120.32142857143,55449.53766666666
2019-03-22,24299.47,4,3,22,12,1,2019,0,0,67376.74,66885.58,19758.03,47875.84285714286,55640.530666666666
2019-03-23,26998.2,5,3,23,12,1,2019,1,0,24299.47,25833.739999999998,14421.480000000001,41792.11285714286,55791.912
2019-03-24,25033.64,6,3,24,12,1,2019,1,0,26998.2,12909.54,62932.43,41958.4642857143,56211.136000000006
2019-03-25,69011.12,0,3,25,13,1,2019,0,0,25033.64,17796.69,17746.55,43690.478571428575,54947.843
2019-03-26,18465.99,1,3,26,13,1,2019,0,0,69011.12,107731.46,49682.509999999995,51006.82571428572,56656.662000000004
2019-03-27,13018.65,2,3,27,13,1,2019,0,0,18465.99,36597.15,70625.62,38254.61571428571,55616.111333333334
2019-03-28,33399.19,3,3,28,13,1,2019,0,0,13018.65,67376.74,85366.81,34886.258571428574,53695.87899999999
2019-03-29,84025.3,4,3,29,13,1,2019,0,0,33399.19,24299.47,44223.36,30032.32285714286,51963.625
2019-03-30,22264.809999999998,5,3,30,13,1,2019,1,0,84025.3,26998.2,92637.0,38564.58428571428,53290.35633333333
2019-03-31,89522.04,6,3,31,13,1,2019,1,1,22264.809999999998,25033.64,58067.92,37888.38571428571,50944.61666666667
2019-04-01,119145.49,0,4,1,14,2,2019,0,0,89522.04,69011.12,50131.520000000004,47101.014285714286,51993.08733333334
2019-04-02,82409.23,1,4,2,14,2,2019,0,0,119145.49,18465.99,151256.56999999998,54263.06714285714,54293.553
2019-04-03,297573.71,2,4,3,14,2,2019,0,0,82409.23,13018.65,32742.519999999997,63397.815714285716,51998.64166666667
2019-04-04,16815.57,3,4,4,14,2,2019,0,0,297573.71,33399.19,141390.66,104048.53857142858,60826.348
2019-04-05,25003.42,4,4,5,14,2,2019,0,0,16815.57,84025.3,62707.38,101679.45,56673.845
2019-04-06,35302.11,5,4,6,14,2,2019,1,0,25003.42,22264.809999999998,38349.2,93247.75285714286,55417.04633333333
2019-04-07,17204.35,6,4,7,14,2,2019,1,0,35302.11,89522.04,35838.17,95110.22428571428,55315.47666666667
2019-04-08,28983.68,0,4,8,15,2,2019,0,0,17204.35,119145.49,45446.75,84779.12571428572,54694.34933333333
2019-04-09,6626.13,1,4,9,15,2,2019,0,0,28983.68,82409.23,49539.34,71898.86714285715,54145.58033333333
2019-04-10,55746.350000000006,2,4,10,15,2,2019,0,0,6626.13,297573.71,5326.99,61072.71000000001,52715.14
2019-04-11,47721.05,3,4,11,15,2,2019,0,0,55746.350000000006,16815.57,34641.28,26525.944285714282,54395.78533333333
2019-04-12,63996.74,4,4,12,15,2,2019,0,0,47721.05,25003.42,60164.840000000004,30941.012857142858,54831.77766666666
2019-04-13,35130.47,5,4,13,15,2,2019,1,0,63996.74,35302.11,111088.09,36511.48714285714,54959.507666666665
2019-04-14,25795.59,6,4,14,15,2,2019,1,0,35130.47,17204.35,66885.58,36486.96714285714,52427.58700000001
2019-04-15,25888.59,0,4,15,16,2,2019,0,0,25795.59,28983.68,25833.739999999998,37714.287142857145,51057.920666666665
2019-04-16,91521.20000000001,1,4,16,16,2,2019,0,0,25888.59,6626.13,12909.54,37272.131428571425,51059.748999999996
2019-04-17,35570.05,2,4,17,16,2,2019,0,0,91521.20000000001,55746.350000000006,17796.69,49399.99857142857,53680.13766666667
2019-04-18,76694.4,3,4,18,16,2,2019,0,0,35570.05,47721.05,107731.46,46517.670000000006,54272.583
2019-04-19,101085.2,4,4,19,16,2,2019,0,0,76694.4,63996.74,36597.15,50656.719999999994,53238.01433333333
2019-04-20,22093.06,5,4,20,16,2,2019,1,0,101085.2,35130.47,67376.74,55955.07142857143,55387.616
2019-04-21,43966.47,6,4,21,16,2,2019,1,0,22093.06,25795.59,24299.47,54092.58428571429,53878.16
2019-04-22,30128.15,0,4,22,17,2,2019,0,0,43966.47,25888.59,26998.2,56688.42428571428,54533.72666666667
2019-04-23,16667.93,1,4,23,17,2,2019,0,0,30128.15,91521.20000000001,25033.64,57294.07571428572,54638.058333333334
2019-04-24,5242.43,2,4,24,17,2,2019,0,0,16667.93,35570.05,69011.12,46600.75142857143,54359.20133333334
2019-04-25,32482.61,3,4,25,17,2,2019,0,0,5242.43,76694.4,18465.99,42268.23428571428,52233.57833333333
