transaction_id,transaction_date,transaction_time,merchant,description,amount,currency,payment_method,transaction_type,category,city,state,country,day,week,month,weekend,month_end,salary_week,festival_season
TXN001073,2018-11-29,08:54:26,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,4769.98,INR,Net Banking,Debit,Bills,Jaipur,Rajasthan,India,29,48,11,0,0,1,1
TXN001074,2018-11-29,09:02:45,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,3568.44,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,29,48,11,0,0,1,1
TXN001075,2018-11-29,10:24:44,Home Depot India,UPI Payment Home Depot India,515.27,INR,UPI,Debit,Miscellaneous,Lucknow,Uttar Pradesh,India,29,48,11,0,0,1,1
TXN001076,2018-11-29,19:21:38,BigBasket,UPI/DR/139070763702/BigBasket,552.59,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India,29,48,11,0,0,1,1
TXN001077,2018-11-30,07:09:28,HP Gas,Auto Debit HP Gas,406.09,INR,Auto Debit,Debit,Bills,Hyderabad,Telangana,India,30,48,11,0,1,1,1
TXN001078,2018-11-30,21:12:28,BookMyShow,UPI/DR/861489659131/BookMyShow,299.15,INR,UPI,Debit,Entertainment,Surat,Gujarat,India,30,48,11,0,1,1,1
TXN001079,2018-11-30,22:25:14,Burger King,UPI Collect Burger King,368.75,INR,UPI,Debit,Food,Indore,Madhya Pradesh,India,30,48,11,0,1,1,1
TXN001080,2018-12-01,09:55:58,DMart,UPI Collect DMart,674.45,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India,1,48,12,1,0,1,1
TXN001081,2018-12-01,14:18:42,McDonald's India,UPI/Paytm/McDonald's India,598.67,INR,UPI,Debit,Food,Hyderabad,Telangana,India,1,48,12,1,0,1,1
TXN001082,2018-12-01,15:21:12,Zepto,UPI/Paytm/Zepto,818.9,INR,UPI,Debit,Groceries,Nagpur,Maharashtra,India,1,48,12,1,0,1,1
TXN001083,2018-12-01,15:26:46,Local Hardware Store,UPI/Paytm/Local Hardware Store,530.92,INR,UPI,Debit,Miscellaneous,Kochi,Kerala,India,1,48,12,1,0,1,1
TXN001084,2018-12-01,15:56:24,Home Depot India,UPI Collect Home Depot India,555.83,INR,UPI,Debit,Miscellaneous,Indore,Madhya Pradesh,India,1,48,12,1,0,1,1
TXN001085,2018-12-01,22:30:47,Indian Oil,UPI Payment Indian Oil,650.12,INR,UPI,Debit,Fuel,Lucknow,Uttar Pradesh,India,1,48,12,1,0,1,1
TXN001086,2018-12-02,06:15:43,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2877.4,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,2,48,12,1,0,1,1
TXN001087,2018-12-02,09:06:27,Local Wine & Beer Shop,UPI/DR/528862504356/Local Wine & Beer Shop,934.48,INR,UPI,Debit,Food,Lucknow,Uttar Pradesh,India,2,48,12,1,0,1,1
TXN001088,2018-12-02,09:17:22,Amazon India,POS Purchase Amazon India,1359.49,INR,Credit Card,Debit,Shopping,Noida,Uttar Pradesh,India,2,48,12,1,0,1,1
TXN001089,2018-12-02,21:27:54,Indian Oil,UPI Payment Indian Oil,1795.62,INR,UPI,Debit,Fuel,Hyderabad,Telangana,India,2,48,12,1,0,1,1
TXN001090,2018-12-03,19:38:27,Faasos,UPI/Paytm/Faasos,262.01,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India,3,49,12,0,0,0,1
TXN001091,2018-12-03,21:00:05,BigBasket,UPI Payment BigBasket,464.78,INR,UPI,Debit,Groceries,Kochi,Kerala,India,3,49,12,0,0,0,1
TXN001092,2018-12-04,11:54:29,BEST,Electricity Bill BEST,5304.78,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,4,49,12,0,0,0,1
TXN001093,2018-12-04,13:48:37,Ajio,POS Purchase Ajio,918.98,INR,Credit Card,Debit,Shopping,Noida,Uttar Pradesh,India,4,49,12,0,0,0,1
TXN001094,2018-12-04,19:38:30,BPCL,Debit Card POS BPCL,2727.12,INR,Debit Card,Debit,Fuel,Jaipur,Rajasthan,India,4,49,12,0,0,0,1
TXN001095,2018-12-05,11:35:14,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2744.91,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,5,49,12,0,0,0,1
TXN001096,2018-12-05,20:48:35,McDonald's India,POS Purchase McDonald's India,621.04,INR,Debit Card,Debit,Food,Ahmedabad,Gujarat,India,5,49,12,0,0,0,1
TXN001097,2018-12-05,22:14:40,Toit Brewpub,UPI/DR/856029453959/Toit Brewpub,827.96,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India,5,49,12,0,0,0,1
TXN001098,2018-12-05,22:29:17,Burger King,Debit Card POS Burger King,619.11,INR,Debit Card,Debit,Food,Pune,Maharashtra,India,5,49,12,0,0,0,1
TXN001099,2018-12-06,06:09:57,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2754.12,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,6,49,12,0,0,0,1
TXN001100,2018-12-06,06:22:19,House Rent Payment,NEFT Rent Payment,35440.28,INR,NEFT,Debit,Rent,Nagpur,Maharashtra,India,6,49,12,0,0,0,1
TXN001101,2018-12-06,08:11:28,Zomato,POS Purchase Zomato,947.85,INR,Debit Card,Debit,Food,Nagpur,Maharashtra,India,6,49,12,0,0,0,1
TXN001102,2018-12-06,21:28:40,Blinkit,POS Purchase Blinkit,816.89,INR,Credit Card,Debit,Groceries,Bengaluru,Karnataka,India,6,49,12,0,0,0,1
TXN001103,2018-12-07,00:10:55,Employer Salary Credit,NEFT Salary Credit,43192.48,INR,NEFT,Credit,Salary,Bengaluru,Karnataka,India,7,49,12,0,0,0,1
TXN001104,2018-12-07,09:11:05,Bharat Gas,UPI/Paytm/Bharat Gas,633.9,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India,7,49,12,0,0,0,1
TXN001105,2018-12-07,09:58:00,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2872.37,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India,7,49,12,0,0,0,1
TXN001106,2018-12-07,11:05:24,Spotify,Auto Debit Spotify,165.24,INR,Auto Debit,Debit,Subscription,Noida,Uttar Pradesh,India,7,49,12,0,0,0,1
TXN001107,2018-12-07,14:23:36,Local Hardware Store,Debit Card POS Local Hardware Store,483.6,INR,Debit Card,Debit,Miscellaneous,Nagpur,Maharashtra,India,7,49,12,0,0,0,1
TXN001108,2018-12-07,14:25:21,EatClub,POS Purchase EatClub,196.06,INR,Debit Card,Debit,Food,Delhi,Delhi,India,7,49,12,0,0,0,1
TXN001109,2018-12-07,19:46:28,Faasos,Debit Card POS Faasos,861.89,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India,7,49,12,0,0,0,1
TXN001110,2018-12-07,20:22:01,Myntra,POS Purchase Myntra,582.15,INR,Credit Card,Debit,Shopping,Surat,Gujarat,India,7,49,12,0,0,0,1
TXN001111,2018-12-07,20:25:43,Third Wave Coffee,UPI Payment Third Wave Coffee,143.62,INR,UPI,Debit,Food,Hyderabad,Telangana,India,7,49,12,0,0,0,1
TXN001112,2018-12-08,07:01:57,Bharat Gas,Net Banking Payment Bharat Gas,650.01,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,8,49,12,1,0,0,1
TXN001113,2018-12-08,09:29:00,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2714.52,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,8,49,12,1,0,0,1
TXN001114,2018-12-08,13:19:40,Indian Oil,Debit Card POS Indian Oil,636.73,INR,Debit Card,Debit,Fuel,Jaipur,Rajasthan,India,8,49,12,1,0,0,1
TXN001115,2018-12-08,13:36:29,HPCL,ATM Cash Withdrawal,2810.58,INR,Cash Withdrawal,Debit,Fuel,Bengaluru,Karnataka,India,8,49,12,1,0,0,1
TXN001116,2018-12-08,15:49:19,BookMyShow,POS Purchase BookMyShow,304.97,INR,Credit Card,Debit,Entertainment,Lucknow,Uttar Pradesh,India,8,49,12,1,0,0,1
TXN001117,2018-12-08,16:44:49,Ace Hardware India,POS Purchase Ace Hardware India,554.18,INR,Debit Card,Debit,Miscellaneous,Chennai,Tamil Nadu,India,8,49,12,1,0,0,1
TXN001118,2018-12-08,22:16:38,Myntra,POS Purchase Myntra,1607.57,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India,8,49,12,1,0,0,1
TXN001119,2018-12-09,07:29:13,Municipal Water Department,Auto Debit Municipal Water Department,209.32,INR,Auto Debit,Debit,Bills,Surat,Gujarat,India,9,49,12,1,0,0,1
TXN001120,2018-12-09,13:07:35,Local Wine & Beer Shop,UPI/DR/404935709137/Local Wine & Beer Shop,769.63,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India,9,49,12,1,0,0,1
TXN001121,2018-12-09,14:42:17,McDonald's India,UPI Payment McDonald's India,580.56,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,9,49,12,1,0,0,1
TXN001122,2018-12-09,18:32:55,Local Hardware Store,POS Purchase Local Hardware Store,481.0,INR,Debit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India,9,49,12,1,0,0,1
TXN001123,2018-12-10,12:48:32,Flipkart,POS Purchase Flipkart,1658.93,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India,10,50,12,0,0,0,1
TXN001124,2018-12-10,19:57:34,Nature's Basket,POS Purchase Nature's Basket,1601.77,INR,Debit Card,Debit,Groceries,Kolkata,West Bengal,India,10,50,12,0,0,0,1
TXN001125,2018-12-11,08:59:32,Domino's India,UPI Collect Domino's India,618.37,INR,UPI,Debit,Food,Kolkata,West Bengal,India,11,50,12,0,0,0,1
TXN001126,2018-12-11,11:58:11,Nature's Basket,Debit Card POS Nature's Basket,622.35,INR,Debit Card,Debit,Groceries,Bengaluru,Karnataka,India,11,50,12,0,0,0,1
TXN001127,2018-12-11,15:05:59,Flipkart,Debit Card POS Flipkart,926.04,INR,Debit Card,Debit,Shopping,Kochi,Kerala,India,11,50,12,0,0,0,1
TXN001128,2018-12-12,12:51:30,Toit Brewpub,POS Purchase Toit Brewpub,776.35,INR,Credit Card,Debit,Food,Chennai,Tamil Nadu,India,12,50,12,0,0,0,1
TXN001129,2018-12-12,14:34:15,Faasos,UPI/DR/536306463452/Faasos,197.09,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,12,50,12,0,0,0,1
TXN001130,2018-12-12,21:06:37,BPCL,UPI Payment BPCL,2983.71,INR,UPI,Debit,Fuel,Chennai,Tamil Nadu,India,12,50,12,0,0,0,1
TXN001131,2018-12-12,22:48:30,Faasos,Debit Card POS Faasos,215.99,INR,Debit Card,Debit,Food,Kolkata,West Bengal,India,12,50,12,0,0,0,1
TXN001132,2018-12-12,22:53:55,Home Depot India,POS Purchase Home Depot India,523.23,INR,Credit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India,12,50,12,0,0,0,1
TXN001133,2018-12-13,06:14:04,BSNL,Auto Debit BSNL,1555.41,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,13,50,12,0,0,0,1
TXN001134,2018-12-13,18:06:31,Indian Oil,UPI Payment Indian Oil,2982.58,INR,UPI,Debit,Fuel,Bengaluru,Karnataka,India,13,50,12,0,0,0,1
TXN001135,2018-12-13,22:25:12,Third Wave Coffee,Debit Card POS Third Wave Coffee,142.07,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India,13,50,12,0,0,0,1
TXN001136,2018-12-14,07:46:04,Adani Electricity,UPI/DR/580154962945/Adani Electricity,5132.18,INR,UPI,Debit,Bills,Kolkata,West Bengal,India,14,50,12,0,0,0,1
TXN001137,2018-12-14,10:17:38,Bajaj Allianz,Auto Debit Bajaj Allianz,8185.52,INR,Auto Debit,Debit,Insurance,Bengaluru,Karnataka,India,14,50,12,0,0,0,1
TXN001138,2018-12-14,11:10:15,BSNL,Auto Debit BSNL,653.11,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India,14,50,12,0,0,0,1
TXN001139,2018-12-14,11:14:21,Indian Oil,POS Purchase Indian Oil,604.07,INR,Debit Card,Debit,Fuel,Bengaluru,Karnataka,India,14,50,12,0,0,0,1
TXN001140,2018-12-14,11:54:08,BPCL,ATM Cash Withdrawal,3066.9,INR,Cash Withdrawal,Debit,Fuel,Bengaluru,Karnataka,India,14,50,12,0,0,0,1
TXN001141,2018-12-14,16:04:02,Netflix,POS Purchase Netflix,320.81,INR,Credit Card,Debit,Entertainment,Mumbai,Maharashtra,India,14,50,12,0,0,0,1
TXN001142,2018-12-14,18:38:17,Indian Oil,POS Purchase Indian Oil,2946.14,INR,Debit Card,Debit,Fuel,Kochi,Kerala,India,14,50,12,0,0,0,1
TXN001143,2018-12-15,17:48:09,Blinkit,POS Purchase Blinkit,613.09,INR,Credit Card,Debit,Groceries,Nagpur,Maharashtra,India,15,50,12,1,0,0,1
TXN001144,2018-12-15,19:03:55,Blinkit,UPI Payment Blinkit,788.08,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India,15,50,12,1,0,0,1
TXN001145,2018-12-15,19:58:07,Faasos,UPI/Paytm/Faasos,634.55,INR,UPI,Debit,Food,Hyderabad,Telangana,India,15,50,12,1,0,0,1
TXN001146,2018-12-15,20:37:42,McDonald's India,UPI/DR/229398180786/McDonald's India,281.29,INR,UPI,Debit,Food,Mumbai,Maharashtra,India,15,50,12,1,0,0,1
TXN001147,2018-12-15,21:27:16,Ace Hardware India,Debit Card POS Ace Hardware India,486.42,INR,Debit Card,Debit,Miscellaneous,Kolkata,West Bengal,India,15,50,12,1,0,0,1
TXN001148,2018-12-16,08:19:38,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,3976.73,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,16,50,12,1,0,0,1
TXN001149,2018-12-16,08:55:06,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3973.79,INR,Net Banking,Debit,Bills,Surat,Gujarat,India,16,50,12,1,0,0,1
TXN001150,2018-12-16,11:28:02,House Rent Payment,NEFT Rent Payment,36912.26,INR,NEFT,Debit,Rent,Delhi,Delhi,India,16,50,12,1,0,0,1
TXN001151,2018-12-16,16:33:24,BPCL,ATM Cash Withdrawal,2993.91,INR,Cash Withdrawal,Debit,Fuel,Chennai,Tamil Nadu,India,16,50,12,1,0,0,1
TXN001152,2018-12-17,16:56:11,Amazon India,POS Purchase Amazon India,889.26,INR,Debit Card,Debit,Shopping,Bengaluru,Karnataka,India,17,51,12,0,0,0,1
TXN001153,2018-12-17,21:21:14,Toit Brewpub,UPI Collect Toit Brewpub,768.46,INR,UPI,Debit,Food,Kolkata,West Bengal,India,17,51,12,0,0,0,1
TXN001154,2018-12-18,09:21:16,BSNL,UPI Payment BSNL,618.98,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India,18,51,12,0,0,0,1
TXN001155,2018-12-18,10:30:31,Nykaa,POS Purchase Nykaa,1344.6,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India,18,51,12,0,0,0,1
TXN001156,2018-12-18,12:51:51,Starbucks India,UPI/DR/081261470614/Starbucks India,140.09,INR,UPI,Debit,Food,Hyderabad,Telangana,India,18,51,12,0,0,0,1
TXN001157,2018-12-18,18:46:47,Ace Hardware India,UPI/DR/963524499949/Ace Hardware India,498.72,INR,UPI,Debit,Miscellaneous,Bengaluru,Karnataka,India,18,51,12,0,0,0,1
TXN001158,2018-12-18,21:18:59,Reliance Fresh,UPI Collect Reliance Fresh,1537.58,INR,UPI,Debit,Groceries,Kochi,Kerala,India,18,51,12,0,0,0,1
TXN001159,2018-12-19,10:13:42,House Rent Payment,IMPS Transfer House Rent Payment,35938.24,INR,IMPS,Debit,Rent,Pune,Maharashtra,India,19,51,12,0,0,0,1
TXN001160,2018-12-19,11:28:48,Jio Fiber,UPI Payment Jio Fiber,1432.92,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India,19,51,12,0,0,0,1
TXN001161,2018-12-20,13:18:34,Barbeque Nation,Debit Card POS Barbeque Nation,605.92,INR,Debit Card,Debit,Food,Kochi,Kerala,India,20,51,12,0,0,0,1
TXN001162,2018-12-20,17:11:08,DMart,Debit Card POS DMart,605.22,INR,Debit Card,Debit,Groceries,Noida,Uttar Pradesh,India,20,51,12,0,0,0,1
TXN001163,2018-12-21,01:42:41,Employer Salary Credit,NEFT Salary Credit,43021.08,INR,NEFT,Credit,Salary,Noida,Uttar Pradesh,India,21,51,12,0,0,0,1
TXN001164,2018-12-21,20:14:07,EatClub,UPI/DR/038473924179/EatClub,619.81,INR,UPI,Debit,Food,Kochi,Kerala,India,21,51,12,0,0,0,1
TXN001165,2018-12-21,21:38:39,Reliance Fresh,UPI/DR/359595904579/Reliance Fresh,808.4,INR,UPI,Debit,Groceries,Chennai,Tamil Nadu,India,21,51,12,0,0,0,1
TXN001166,2018-12-21,22:32:00,HPCL,UPI Collect HPCL,1869.23,INR,UPI,Debit,Fuel,Bengaluru,Karnataka,India,21,51,12,0,0,0,1
TXN001167,2018-12-22,09:09:20,Zepto,UPI/DR/729127877976/Zepto,463.27,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India,22,51,12,1,0,0,1
TXN001168,2018-12-22,11:54:43,Zepto,Debit Card POS Zepto,496.33,INR,Debit Card,Debit,Groceries,Lucknow,Uttar Pradesh,India,22,51,12,1,0,0,1
TXN001169,2018-12-22,12:13:08,McDonald's India,UPI/Paytm/McDonald's India,568.44,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,22,51,12,1,0,0,1
TXN001170,2018-12-23,09:43:55,BigBasket,UPI/DR/230379685404/BigBasket,504.3,INR,UPI,Debit,Groceries,Ahmedabad,Gujarat,India,23,51,12,1,0,0,1
TXN001171,2018-12-23,10:11:53,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3807.92,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,23,51,12,1,0,0,1
TXN001172,2018-12-23,13:50:29,Local Barbershop,ATM Cash Withdrawal,1412.66,INR,Cash Withdrawal,Debit,Miscellaneous,Kolkata,West Bengal,India,23,51,12,1,0,0,1
TXN001173,2018-12-23,22:47:41,Starbucks India,UPI Collect Starbucks India,150.41,INR,UPI,Debit,Food,Indore,Madhya Pradesh,India,23,51,12,1,0,0,1
TXN001174,2018-12-24,06:11:42,Spotify,Auto Debit Spotify,155.98,INR,Auto Debit,Debit,Subscription,Indore,Madhya Pradesh,India,24,52,12,0,0,0,1
TXN001175,2018-12-24,07:38:48,Municipal Water Department,UPI/DR/311563015268/Municipal Water Department,210.37,INR,UPI,Debit,Bills,Indore,Madhya Pradesh,India,24,52,12,0,0,0,1
TXN001176,2018-12-24,08:21:26,Nykaa,POS Purchase Nykaa,844.18,INR,Credit Card,Debit,Shopping,Noida,Uttar Pradesh,India,24,52,12,0,0,0,1
TXN001177,2018-12-24,09:05:40,Home Depot India,POS Purchase Home Depot India,512.04,INR,Credit Card,Debit,Miscellaneous,Indore,Madhya Pradesh,India,24,52,12,0,0,0,1
TXN001178,2018-12-25,10:15:28,BigBasket,POS Purchase BigBasket,497.52,INR,Credit Card,Debit,Groceries,Bengaluru,Karnataka,India,25,52,12,0,0,1,1
TXN001179,2018-12-25,11:51:27,Myntra,UPI Collect Myntra,599.38,INR,UPI,Debit,Shopping,Mumbai,Maharashtra,India,25,52,12,0,0,1,1
TXN001180,2018-12-26,07:54:34,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,6169.13,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India,26,52,12,0,0,1,1
TXN001181,2018-12-26,08:17:54,Ace Hardware India,POS Purchase Ace Hardware India,529.35,INR,Credit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India,26,52,12,0,0,1,1
TXN001182,2018-12-26,08:19:52,Adani Electricity,Electricity Bill Adani Electricity,5500.8,INR,Auto Debit,Debit,Bills,Noida,Uttar Pradesh,India,26,52,12,0,0,1,1
TXN001183,2018-12-26,16:03:59,Blinkit,UPI/DR/183590311375/Blinkit,850.11,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India,26,52,12,0,0,1,1
TXN001184,2018-12-27,10:13:56,Reliance Fresh,POS Purchase Reliance Fresh,794.56,INR,Debit Card,Debit,Groceries,Bengaluru,Karnataka,India,27,52,12,0,0,1,1
TXN001185,2018-12-27,10:18:46,ICICI Lombard,Auto Debit ICICI Lombard,8464.53,INR,Auto Debit,Debit,Insurance,Bengaluru,Karnataka,India,27,52,12,0,0,1,1
TXN001186,2018-12-27,14:23:04,EatClub,POS Purchase EatClub,198.97,INR,Credit Card,Debit,Food,Lucknow,Uttar Pradesh,India,27,52,12,0,0,1,1
TXN001187,2018-12-27,18:19:18,Myntra,UPI/DR/591363540943/Myntra,598.87,INR,UPI,Debit,Shopping,Mumbai,Maharashtra,India,27,52,12,0,0,1,1
TXN001188,2018-12-28,08:19:05,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,6382.13,INR,Auto Debit,Debit,Bills,Delhi,Delhi,India,28,52,12,0,0,1,1
TXN001189,2018-12-28,08:36:56,Burger King,UPI/DR/566644652948/Burger King,215.22,INR,UPI,Debit,Food,Mumbai,Maharashtra,India,28,52,12,0,0,1,1
TXN001190,2018-12-28,10:56:24,Local Barbershop,UPI/DR/227232864399/Local Barbershop,1501.86,INR,UPI,Debit,Miscellaneous,Bengaluru,Karnataka,India,28,52,12,0,0,1,1
TXN001191,2018-12-28,11:24:50,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2770.52,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India,28,52,12,0,0,1,1
TXN001192,2018-12-28,14:08:19,Nykaa,POS Purchase Nykaa,1568.88,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India,28,52,12,0,0,1,1
TXN001193,2018-12-29,08:57:50,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2681.27,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India,29,52,12,1,0,1,1
TXN001194,2018-12-29,09:12:12,Municipal Water Department,Net Banking Payment Municipal Water Department,204.03,INR,Net Banking,Debit,Bills,Chennai,Tamil Nadu,India,29,52,12,1,0,1,1
TXN001195,2018-12-29,15:57:18,Ajio,UPI Collect Ajio,1443.06,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India,29,52,12,1,0,1,1
TXN001196,2018-12-30,11:56:15,Meesho,UPI/DR/151648306254/Meesho,891.76,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India,30,52,12,1,0,1,1
TXN001197,2018-12-30,13:36:09,Swiggy,UPI/Paytm/Swiggy,190.89,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,30,52,12,1,0,1,1
TXN001198,2018-12-31,10:49:21,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3643.83,INR,Net Banking,Debit,Bills,Jaipur,Rajasthan,India,31,1,12,0,1,1,1
TXN001199,2018-12-31,13:25:16,McDonald's India,UPI/Paytm/McDonald's India,284.36,INR,UPI,Debit,Food,Jaipur,Rajasthan,India,31,1,12,0,1,1,1
TXN001200,2018-12-31,14:09:51,Nature's Basket,POS Purchase Nature's Basket,1585.78,INR,Credit Card,Debit,Groceries,Chennai,Tamil Nadu,India,31,1,12,0,1,1,1
TXN001201,2018-12-31,14:40:16,BPCL,UPI Payment BPCL,1901.01,INR,UPI,Debit,Fuel,Indore,Madhya Pradesh,India,31,1,12,0,1,1,1
TXN001202,2018-12-31,19:00:14,Myntra,POS Purchase Myntra,561.28,INR,Credit Card,Debit,Shopping,Lucknow,Uttar Pradesh,India,31,1,12,0,1,1,1
TXN001203,2018-12-31,21:16:52,Starbucks India,POS Purchase Starbucks India,140.53,INR,Credit Card,Debit,Food,Delhi,Delhi,India,31,1,12,0,1,1,1
TXN001204,2019-01-01,15:26:15,Blinkit,POS Purchase Blinkit,506.82,INR,Debit Card,Debit,Groceries,Chennai,Tamil Nadu,India,1,1,1,0,0,1,0
TXN001205,2019-01-02,09:11:02,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3862.23,INR,Net Banking,Debit,Bills,Indore,Madhya Pradesh,India,2,1,1,0,0,1,0
TXN001206,2019-01-02,10:06:31,LIC,Auto Debit LIC,8417.29,INR,Auto Debit,Debit,Insurance,Indore,Madhya Pradesh,India,2,1,1,0,0,1,0
TXN001207,2019-01-02,11:36:00,BPCL,UPI/Paytm/BPCL,2600.25,INR,UPI,Debit,Fuel,Bengaluru,Karnataka,India,2,1,1,0,0,1,0
TXN001208,2019-01-04,01:16:30,Employer Salary Credit,NEFT Salary Credit,47629.13,INR,NEFT,Credit,Salary,Kolkata,West Bengal,India,4,1,1,0,0,0,0
TXN001209,2019-01-04,14:31:28,Indian Oil,UPI/Paytm/Indian Oil,2980.44,INR,UPI,Debit,Fuel,Chennai,Tamil Nadu,India,4,1,1,0,0,0,0
TXN001210,2019-01-04,17:02:01,Nykaa,POS Purchase Nykaa,557.1,INR,Credit Card,Debit,Shopping,Nagpur,Maharashtra,India,4,1,1,0,0,0,0
TXN001211,2019-01-04,21:18:35,Myntra,UPI Payment Myntra,341.83,INR,UPI,Debit,Shopping,Ahmedabad,Gujarat,India,4,1,1,0,0,0,0
TXN001212,2019-01-05,10:43:38,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2653.0,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,5,1,1,1,0,0,0
TXN001213,2019-01-05,13:27:40,HPCL,Debit Card POS HPCL,2767.37,INR,Debit Card,Debit,Fuel,Bengaluru,Karnataka,India,5,1,1,1,0,0,0
TXN001214,2019-01-06,07:49:32,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,3992.9,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India,6,1,1,1,0,0,0
TXN001215,2019-01-06,18:21:43,Nykaa,UPI Collect Nykaa,323.45,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India,6,1,1,1,0,0,0
TXN001216,2019-01-06,21:51:55,Reliance Fresh,UPI Collect Reliance Fresh,807.49,INR,UPI,Debit,Groceries,Jaipur,Rajasthan,India,6,1,1,1,0,0,0
TXN001217,2019-01-08,06:05:39,Municipal Water Department,UPI Payment Municipal Water Department,217.17,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India,8,2,1,0,0,0,0
TXN001218,2019-01-08,19:15:28,Blinkit,POS Purchase Blinkit,487.95,INR,Credit Card,Debit,Groceries,Lucknow,Uttar Pradesh,India,8,2,1,0,0,0,0
TXN001219,2019-01-09,08:05:15,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,3974.1,INR,Auto Debit,Debit,Bills,Kochi,Kerala,India,9,2,1,0,0,0,0
TXN001220,2019-01-09,08:58:37,House Rent Payment,IMPS Transfer House Rent Payment,8205.32,INR,IMPS,Debit,Rent,Jaipur,Rajasthan,India,9,2,1,0,0,0,0
TXN001221,2019-01-09,10:05:52,Municipal Water Department,Auto Debit Municipal Water Department,206.86,INR,Auto Debit,Debit,Bills,Mumbai,Maharashtra,India,9,2,1,0,0,0,0
TXN001222,2019-01-09,11:28:13,Spotify,Auto Debit Spotify,158.79,INR,Auto Debit,Debit,Subscription,Nagpur,Maharashtra,India,9,2,1,0,0,0,0
TXN001223,2019-01-10,16:43:20,Blinkit,POS Purchase Blinkit,1646.73,INR,Credit Card,Debit,Groceries,Noida,Uttar Pradesh,India,10,2,1,0,0,0,0
TXN001224,2019-01-10,20:54:30,Burger King,Debit Card POS Burger King,327.07,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India,10,2,1,0,0,0,0
