transaction_id,transaction_date,transaction_time,merchant,description,amount,currency,payment_method,transaction_type,category,city,state,country,day,week,month,weekend,merchant_freq,avg_expense,rolling_avg,month_end,salary_week,festival_season
TXN001149,2018-12-16,08:55:06,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3973.79,INR,Net Banking,Debit,Bills,Surat,Gujarat,India,16,50,12,1,693,4989.675895714285,2812.3133333333376,0,0,1
TXN001150,2018-12-16,11:28:02,House Rent Payment,NEFT Rent Payment,36912.26,INR,NEFT,Debit,Rent,Delhi,Delhi,India,16,50,12,1,165,4989.675895714285,14954.260000000004,0,0,1
TXN001151,2018-12-16,16:33:24,BPCL,ATM Cash Withdrawal,2993.91,INR,Cash Withdrawal,Debit,Fuel,Chennai,Tamil Nadu,India,16,50,12,1,118,4989.675895714285,14626.653333333335,0,0,1
TXN001152,2018-12-17,16:56:11,Amazon India,POS Purchase Amazon India,889.26,INR,Debit Card,Debit,Shopping,Bengaluru,Karnataka,India,17,51,12,0,123,4989.675895714285,13598.476666666671,0,0,1
TXN001153,2018-12-17,21:21:14,Toit Brewpub,UPI Collect Toit Brewpub,768.46,INR,UPI,Debit,Food,Kolkata,West Bengal,India,17,51,12,0,28,4989.675895714285,1550.5433333333383,0,0,1
TXN001154,2018-12-18,09:21:16,BSNL,UPI Payment BSNL,618.98,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India,18,51,12,0,111,4989.675895714285,758.9000000000048,0,0,1
TXN001155,2018-12-18,10:30:31,Nykaa,POS Purchase Nykaa,1344.6,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India,18,51,12,0,66,4989.675895714285,910.6800000000048,0,0,1
TXN001156,2018-12-18,12:51:51,Starbucks India,UPI/DR/081261470614/Starbucks India,140.09,INR,UPI,Debit,Food,Hyderabad,Telangana,India,18,51,12,0,70,4989.675895714285,701.2233333333382,0,0,1
TXN001157,2018-12-18,18:46:47,Ace Hardware India,UPI/DR/963524499949/Ace Hardware India,498.72,INR,UPI,Debit,Miscellaneous,Bengaluru,Karnataka,India,18,51,12,0,59,4989.675895714285,661.1366666666714,0,0,1
TXN001158,2018-12-18,21:18:59,Reliance Fresh,UPI Collect Reliance Fresh,1537.58,INR,UPI,Debit,Groceries,Kochi,Kerala,India,18,51,12,0,167,4989.675895714285,725.4633333333381,0,0,1
TXN001159,2018-12-19,10:13:42,House Rent Payment,IMPS Transfer House Rent Payment,35938.24,INR,IMPS,Debit,Rent,Pune,Maharashtra,India,19,51,12,0,165,4989.675895714285,12658.180000000006,0,0,1
TXN001160,2018-12-19,11:28:48,Jio Fiber,UPI Payment Jio Fiber,1432.92,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India,19,51,12,0,113,4989.675895714285,12969.580000000004,0,0,1
TXN001161,2018-12-20,13:18:34,Barbeque Nation,Debit Card POS Barbeque Nation,605.92,INR,Debit Card,Debit,Food,Kochi,Kerala,India,20,51,12,0,50,4989.675895714285,12659.02666666667,0,0,1
TXN001162,2018-12-20,17:11:08,DMart,Debit Card POS DMart,605.22,INR,Debit Card,Debit,Groceries,Noida,Uttar Pradesh,India,20,51,12,0,178,4989.675895714285,881.3533333333381,0,0,1
TXN001163,2018-12-21,01:42:41,Employer Salary Credit,NEFT Salary Credit,43021.08,INR,NEFT,Credit,Salary,Noida,Uttar Pradesh,India,21,51,12,0,163,4989.675895714285,14744.07333333334,0,0,1
TXN001164,2018-12-21,20:14:07,EatClub,UPI/DR/038473924179/EatClub,619.81,INR,UPI,Debit,Food,Kochi,Kerala,India,21,51,12,0,81,4989.675895714285,14748.703333333338,0,0,1
TXN001165,2018-12-21,21:38:39,Reliance Fresh,UPI/DR/359595904579/Reliance Fresh,808.4,INR,UPI,Debit,Groceries,Chennai,Tamil Nadu,India,21,51,12,0,167,4989.675895714285,14816.430000000006,0,0,1
TXN001166,2018-12-21,22:32:00,HPCL,UPI Collect HPCL,1869.23,INR,UPI,Debit,Fuel,Bengaluru,Karnataka,India,21,51,12,0,143,4989.675895714285,1099.1466666666715,0,0,1
TXN001167,2018-12-22,09:09:20,Zepto,UPI/DR/729127877976/Zepto,463.27,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India,22,51,12,1,138,4989.675895714285,1046.9666666666715,0,0,1
TXN001168,2018-12-22,11:54:43,Zepto,Debit Card POS Zepto,496.33,INR,Debit Card,Debit,Groceries,Lucknow,Uttar Pradesh,India,22,51,12,1,138,4989.675895714285,942.9433333333382,0,0,1
TXN001169,2018-12-22,12:13:08,McDonald's India,UPI/Paytm/McDonald's India,568.44,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,22,51,12,1,106,4989.675895714285,509.3466666666715,0,0,1
TXN001170,2018-12-23,09:43:55,BigBasket,UPI/DR/230379685404/BigBasket,504.3,INR,UPI,Debit,Groceries,Ahmedabad,Gujarat,India,23,51,12,1,146,4989.675895714285,523.0233333333382,0,0,1
TXN001171,2018-12-23,10:11:53,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3807.92,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,23,51,12,1,693,4989.675895714285,1626.8866666666715,0,0,1
TXN001172,2018-12-23,13:50:29,Local Barbershop,ATM Cash Withdrawal,1412.66,INR,Cash Withdrawal,Debit,Miscellaneous,Kolkata,West Bengal,India,23,51,12,1,20,4989.675895714285,1908.2933333333378,0,0,1
TXN001173,2018-12-23,22:47:41,Starbucks India,UPI Collect Starbucks India,150.41,INR,UPI,Debit,Food,Indore,Madhya Pradesh,India,23,51,12,1,70,4989.675895714285,1790.3300000000047,0,0,1
TXN001174,2018-12-24,06:11:42,Spotify,Auto Debit Spotify,155.98,INR,Auto Debit,Debit,Subscription,Indore,Madhya Pradesh,India,24,52,12,0,96,4989.675895714285,573.0166666666714,0,0,1
TXN001175,2018-12-24,07:38:48,Municipal Water Department,UPI/DR/311563015268/Municipal Water Department,210.37,INR,UPI,Debit,Bills,Indore,Madhya Pradesh,India,24,52,12,0,155,4989.675895714285,172.25333333333802,0,0,1
TXN001176,2018-12-24,08:21:26,Nykaa,POS Purchase Nykaa,844.18,INR,Credit Card,Debit,Shopping,Noida,Uttar Pradesh,India,24,52,12,0,66,4989.675895714285,403.5100000000047,0,0,1
TXN001177,2018-12-24,09:05:40,Home Depot India,POS Purchase Home Depot India,512.04,INR,Credit Card,Debit,Miscellaneous,Indore,Madhya Pradesh,India,24,52,12,0,49,4989.675895714285,522.1966666666714,0,0,1
TXN001178,2018-12-25,10:15:28,BigBasket,POS Purchase BigBasket,497.52,INR,Credit Card,Debit,Groceries,Bengaluru,Karnataka,India,25,52,12,0,146,4989.675895714285,617.913333333338,0,1,1
TXN001179,2018-12-25,11:51:27,Myntra,UPI Collect Myntra,599.38,INR,UPI,Debit,Shopping,Mumbai,Maharashtra,India,25,52,12,0,115,4989.675895714285,536.313333333338,0,1,1
TXN001180,2018-12-26,07:54:34,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,6169.13,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India,26,52,12,0,693,4989.675895714285,2422.0100000000048,0,1,1
TXN001181,2018-12-26,08:17:54,Ace Hardware India,POS Purchase Ace Hardware India,529.35,INR,Credit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India,26,52,12,0,59,4989.675895714285,2432.620000000005,0,1,1
TXN001182,2018-12-26,08:19:52,Adani Electricity,Electricity Bill Adani Electricity,5500.8,INR,Auto Debit,Debit,Bills,Noida,Uttar Pradesh,India,26,52,12,0,98,4989.675895714285,4066.4266666666717,0,1,1
TXN001183,2018-12-26,16:03:59,Blinkit,UPI/DR/183590311375/Blinkit,850.11,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India,26,52,12,0,140,4989.675895714285,2293.420000000005,0,1,1
TXN001184,2018-12-27,10:13:56,Reliance Fresh,POS Purchase Reliance Fresh,794.56,INR,Debit Card,Debit,Groceries,Bengaluru,Karnataka,India,27,52,12,0,167,4989.675895714285,2381.8233333333383,0,1,1
TXN001185,2018-12-27,10:18:46,ICICI Lombard,Auto Debit ICICI Lombard,8464.53,INR,Auto Debit,Debit,Insurance,Bengaluru,Karnataka,India,27,52,12,0,39,4989.675895714285,3369.7333333333386,0,1,1
TXN001186,2018-12-27,14:23:04,EatClub,POS Purchase EatClub,198.97,INR,Credit Card,Debit,Food,Lucknow,Uttar Pradesh,India,27,52,12,0,81,4989.675895714285,3152.6866666666715,0,1,1
TXN001187,2018-12-27,18:19:18,Myntra,UPI/DR/591363540943/Myntra,598.87,INR,UPI,Debit,Shopping,Mumbai,Maharashtra,India,27,52,12,0,115,4989.675895714285,3087.456666666672,0,1,1
TXN001188,2018-12-28,08:19:05,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,6382.13,INR,Auto Debit,Debit,Bills,Delhi,Delhi,India,28,52,12,0,693,4989.675895714285,2393.3233333333383,0,1,1
TXN001189,2018-12-28,08:36:56,Burger King,UPI/DR/566644652948/Burger King,215.22,INR,UPI,Debit,Food,Mumbai,Maharashtra,India,28,52,12,0,92,4989.675895714285,2398.740000000005,0,1,1
TXN001190,2018-12-28,10:56:24,Local Barbershop,UPI/DR/227232864399/Local Barbershop,1501.86,INR,UPI,Debit,Miscellaneous,Bengaluru,Karnataka,India,28,52,12,0,20,4989.675895714285,2699.7366666666717,0,1,1
TXN001191,2018-12-28,11:24:50,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2770.52,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India,28,52,12,0,693,4989.675895714285,1495.8666666666716,0,1,1
TXN001192,2018-12-28,14:08:19,Nykaa,POS Purchase Nykaa,1568.88,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India,28,52,12,0,66,4989.675895714285,1947.0866666666716,0,1,1
TXN001193,2018-12-29,08:57:50,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2681.27,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India,29,52,12,1,693,4989.675895714285,2340.2233333333384,0,1,1
TXN001194,2018-12-29,09:12:12,Municipal Water Department,Net Banking Payment Municipal Water Department,204.03,INR,Net Banking,Debit,Bills,Chennai,Tamil Nadu,India,29,52,12,1,155,4989.675895714285,1484.7266666666712,0,1,1
TXN001195,2018-12-29,15:57:18,Ajio,UPI Collect Ajio,1443.06,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India,29,52,12,1,70,4989.675895714285,1442.7866666666714,0,1,1
TXN001196,2018-12-30,11:56:15,Meesho,UPI/DR/151648306254/Meesho,891.76,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India,30,52,12,1,68,4989.675895714285,846.2833333333382,0,1,1
TXN001197,2018-12-30,13:36:09,Swiggy,UPI/Paytm/Swiggy,190.89,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,30,52,12,1,106,4989.675895714285,841.9033333333381,0,1,1
TXN001198,2018-12-31,10:49:21,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3643.83,INR,Net Banking,Debit,Bills,Jaipur,Rajasthan,India,31,1,12,0,693,4989.675895714285,1575.4933333333381,1,1,1
TXN001199,2018-12-31,13:25:16,McDonald's India,UPI/Paytm/McDonald's India,284.36,INR,UPI,Debit,Food,Jaipur,Rajasthan,India,31,1,12,0,106,4989.675895714285,1373.0266666666712,1,1,1
TXN001200,2018-12-31,14:09:51,Nature's Basket,POS Purchase Nature's Basket,1585.78,INR,Credit Card,Debit,Groceries,Chennai,Tamil Nadu,India,31,1,12,0,143,4989.675895714285,1837.9900000000046,1,1,1
TXN001201,2018-12-31,14:40:16,BPCL,UPI Payment BPCL,1901.01,INR,UPI,Debit,Fuel,Indore,Madhya Pradesh,India,31,1,12,0,118,4989.675895714285,1257.0500000000047,1,1,1
TXN001202,2018-12-31,19:00:14,Myntra,POS Purchase Myntra,561.28,INR,Credit Card,Debit,Shopping,Lucknow,Uttar Pradesh,India,31,1,12,0,115,4989.675895714285,1349.3566666666713,1,1,1
TXN001203,2018-12-31,21:16:52,Starbucks India,POS Purchase Starbucks India,140.53,INR,Credit Card,Debit,Food,Delhi,Delhi,India,31,1,12,0,70,4989.675895714285,867.6066666666715,1,1,1
TXN001204,2019-01-01,15:26:15,Blinkit,POS Purchase Blinkit,506.82,INR,Debit Card,Debit,Groceries,Chennai,Tamil Nadu,India,1,1,1,0,140,4989.675895714285,402.8766666666714,0,1,0
TXN001205,2019-01-02,09:11:02,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3862.23,INR,Net Banking,Debit,Bills,Indore,Madhya Pradesh,India,2,1,1,0,693,4989.675895714285,1503.1933333333382,0,1,0
TXN001206,2019-01-02,10:06:31,LIC,Auto Debit LIC,8417.29,INR,Auto Debit,Debit,Insurance,Indore,Madhya Pradesh,India,2,1,1,0,27,4989.675895714285,4262.113333333338,0,1,0
TXN001207,2019-01-02,11:36:00,BPCL,UPI/Paytm/BPCL,2600.25,INR,UPI,Debit,Fuel,Bengaluru,Karnataka,India,2,1,1,0,118,4989.675895714285,4959.923333333339,0,1,0
TXN001208,2019-01-04,01:16:30,Employer Salary Credit,NEFT Salary Credit,47629.13,INR,NEFT,Credit,Salary,Kolkata,West Bengal,India,4,1,1,0,163,4989.675895714285,19548.890000000003,0,0,0
TXN001209,2019-01-04,14:31:28,Indian Oil,UPI/Paytm/Indian Oil,2980.44,INR,UPI,Debit,Fuel,Chennai,Tamil Nadu,India,4,1,1,0,162,4989.675895714285,17736.60666666667,0,0,0
TXN001210,2019-01-04,17:02:01,Nykaa,POS Purchase Nykaa,557.1,INR,Credit Card,Debit,Shopping,Nagpur,Maharashtra,India,4,1,1,0,66,4989.675895714285,17055.55666666667,0,0,0
TXN001211,2019-01-04,21:18:35,Myntra,UPI Payment Myntra,341.83,INR,UPI,Debit,Shopping,Ahmedabad,Gujarat,India,4,1,1,0,115,4989.675895714285,1293.1233333333382,0,0,0
TXN001212,2019-01-05,10:43:38,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2653.0,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,5,1,1,1,693,4989.675895714285,1183.9766666666715,0,0,0
TXN001213,2019-01-05,13:27:40,HPCL,Debit Card POS HPCL,2767.37,INR,Debit Card,Debit,Fuel,Bengaluru,Karnataka,India,5,1,1,1,143,4989.675895714285,1920.7333333333381,0,0,0
TXN001214,2019-01-06,07:49:32,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,3992.9,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India,6,1,1,1,693,4989.675895714285,3137.7566666666717,0,0,0
TXN001215,2019-01-06,18:21:43,Nykaa,UPI Collect Nykaa,323.45,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India,6,1,1,1,66,4989.675895714285,2361.240000000005,0,0,0
TXN001216,2019-01-06,21:51:55,Reliance Fresh,UPI Collect Reliance Fresh,807.49,INR,UPI,Debit,Groceries,Jaipur,Rajasthan,India,6,1,1,1,167,4989.675895714285,1707.9466666666715,0,0,0
TXN001217,2019-01-08,06:05:39,Municipal Water Department,UPI Payment Municipal Water Department,217.17,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India,8,2,1,0,155,4989.675895714285,449.3700000000049,0,0,0
TXN001218,2019-01-08,19:15:28,Blinkit,POS Purchase Blinkit,487.95,INR,Credit Card,Debit,Groceries,Lucknow,Uttar Pradesh,India,8,2,1,0,140,4989.675895714285,504.2033333333382,0,0,0
TXN001219,2019-01-09,08:05:15,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,3974.1,INR,Auto Debit,Debit,Bills,Kochi,Kerala,India,9,2,1,0,693,4989.675895714285,1559.740000000005,0,0,0
TXN001220,2019-01-09,08:58:37,House Rent Payment,IMPS Transfer House Rent Payment,8205.32,INR,IMPS,Debit,Rent,Jaipur,Rajasthan,India,9,2,1,0,165,4989.675895714285,4222.4566666666715,0,0,0
TXN001221,2019-01-09,10:05:52,Municipal Water Department,Auto Debit Municipal Water Department,206.86,INR,Auto Debit,Debit,Bills,Mumbai,Maharashtra,India,9,2,1,0,155,4989.675895714285,4128.760000000005,0,0,0
TXN001222,2019-01-09,11:28:13,Spotify,Auto Debit Spotify,158.79,INR,Auto Debit,Debit,Subscription,Nagpur,Maharashtra,India,9,2,1,0,96,4989.675895714285,2856.990000000005,0,0,0
TXN001223,2019-01-10,16:43:20,Blinkit,POS Purchase Blinkit,1646.73,INR,Credit Card,Debit,Groceries,Noida,Uttar Pradesh,India,10,2,1,0,140,4989.675895714285,670.7933333333382,0,0,0
TXN001224,2019-01-10,20:54:30,Burger King,Debit Card POS Burger King,327.07,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India,10,2,1,0,92,4989.675895714285,710.8633333333382,0,0,0
TXN001225,2019-01-10,21:17:50,Myntra,Debit Card POS Myntra,505.29,INR,Debit Card,Debit,Shopping,Kolkata,West Bengal,India,10,2,1,0,115,4989.675895714285,826.3633333333382,0,0,0
TXN001226,2019-01-11,07:20:14,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2750.46,INR,Net Banking,Debit,Bills,Kolkata,West Bengal,India,11,2,1,0,693,4989.675895714285,1194.2733333333383,0,0,0
TXN001227,2019-01-11,09:02:54,Bharat Gas,UPI Collect Bharat Gas,709.99,INR,UPI,Debit,Bills,Delhi,Delhi,India,11,2,1,0,100,4989.675895714285,1321.9133333333382,0,0,0
TXN001228,2019-01-11,10:01:07,BSNL,Net Banking Payment BSNL,1396.17,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,11,2,1,0,111,4989.675895714285,1618.8733333333382,0,0,0
TXN001229,2019-01-11,11:36:57,Local Barbershop,UPI Collect Local Barbershop,1487.7,INR,UPI,Debit,Miscellaneous,Bengaluru,Karnataka,India,11,2,1,0,20,4989.675895714285,1197.9533333333382,0,0,0
TXN001230,2019-01-12,12:38:05,Indian Oil,UPI Payment Indian Oil,2917.53,INR,UPI,Debit,Fuel,Mumbai,Maharashtra,India,12,2,1,1,162,4989.675895714285,1933.8000000000047,0,0,0
TXN001231,2019-01-13,11:08:31,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3769.36,INR,Net Banking,Debit,Bills,Jaipur,Rajasthan,India,13,2,1,1,693,4989.675895714285,2724.8633333333382,0,0,0
TXN001232,2019-01-14,07:15:31,Bharat Gas,Auto Debit Bharat Gas,716.92,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,14,3,1,0,100,4989.675895714285,2467.9366666666715,0,0,0
TXN001233,2019-01-14,08:57:00,Bajaj Allianz,Auto Debit Bajaj Allianz,8142.13,INR,Auto Debit,Debit,Insurance,Pune,Maharashtra,India,14,3,1,0,44,4989.675895714285,4209.470000000005,0,0,0
TXN001234,2019-01-14,20:13:04,BigBasket,POS Purchase BigBasket,464.29,INR,Credit Card,Debit,Groceries,Ahmedabad,Gujarat,India,14,3,1,0,146,4989.675895714285,3107.7800000000047,0,0,0
TXN001235,2019-01-15,06:20:35,Jio,UPI/Paytm/Jio,193.09,INR,UPI,Debit,Bills,Surat,Gujarat,India,15,3,1,0,137,4989.675895714285,2933.170000000005,0,0,0
TXN001236,2019-01-15,11:09:18,House Rent Payment,IMPS Transfer House Rent Payment,7683.66,INR,IMPS,Debit,Rent,Bengaluru,Karnataka,India,15,3,1,0,165,4989.675895714285,2780.346666666672,0,0,0
TXN001237,2019-01-15,11:23:36,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,12909.44,INR,Net Banking,Debit,Bills,Ahmedabad,Gujarat,India,15,3,1,0,693,4989.675895714285,6928.730000000004,0,0,0
TXN001238,2019-01-17,07:08:01,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,4184.85,INR,Net Banking,Debit,Bills,Hyderabad,Telangana,India,17,3,1,0,693,4989.675895714285,8259.316666666671,0,0,0
TXN001239,2019-01-18,07:51:21,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2631.84,INR,Auto Debit,Debit,Bills,Nagpur,Maharashtra,India,18,3,1,0,693,4989.675895714285,6575.376666666671,0,0,0
TXN001240,2019-01-18,08:45:06,Adani Electricity,UPI/Paytm/Adani Electricity,4940.38,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India,18,3,1,0,98,4989.675895714285,3919.023333333338,0,0,0
TXN001241,2019-01-18,09:55:09,Employer Salary Credit,NEFT Salary Credit,46672.79,INR,NEFT,Credit,Salary,Chennai,Tamil Nadu,India,18,3,1,0,163,4989.675895714285,18081.670000000006,0,0,0
TXN001242,2019-01-18,10:09:57,Airtel,Net Banking Payment Airtel,189.02,INR,Net Banking,Debit,Bills,Chennai,Tamil Nadu,India,18,3,1,0,175,4989.675895714285,17267.39666666667,0,0,0
TXN001243,2019-01-18,16:23:33,Indian Oil,UPI Payment Indian Oil,2864.57,INR,UPI,Debit,Fuel,Kolkata,West Bengal,India,18,3,1,0,162,4989.675895714285,16575.460000000006,0,0,0
TXN001244,2019-01-19,06:31:36,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2774.32,INR,Auto Debit,Debit,Bills,Hyderabad,Telangana,India,19,3,1,1,693,4989.675895714285,1942.6366666666715,0,0,0
TXN001245,2019-01-20,07:40:32,Jio Fiber,Auto Debit Jio Fiber,1348.78,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,20,3,1,1,113,4989.675895714285,2329.2233333333384,0,0,0
TXN001246,2019-01-21,09:21:59,Adani Electricity,Electricity Bill Adani Electricity,5128.33,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,21,4,1,0,98,4989.675895714285,3083.810000000005,0,0,0
TXN001247,2019-01-22,08:18:17,BEST,UPI Collect BEST,5034.48,INR,UPI,Debit,Bills,Kolkata,West Bengal,India,22,4,1,0,108,4989.675895714285,3837.1966666666717,0,0,0
TXN001248,2019-01-22,18:30:50,Zepto,POS Purchase Zepto,834.96,INR,Debit Card,Debit,Groceries,Noida,Uttar Pradesh,India,22,4,1,0,138,4989.675895714285,3665.923333333338,0,0,0
TXN001249,2019-01-24,07:28:06,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,4107.1,INR,Net Banking,Debit,Bills,Kolkata,West Bengal,India,24,4,1,0,693,4989.675895714285,3325.5133333333383,0,0,0
TXN001250,2019-01-24,11:47:21,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,12734.71,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,24,4,1,0,693,4989.675895714285,5892.256666666672,0,0,0
TXN001251,2019-01-24,14:11:04,Amazon India,POS Purchase Amazon India,1297.35,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India,24,4,1,0,123,4989.675895714285,6046.386666666672,0,0,0
TXN001252,2019-01-25,06:25:41,Adani Electricity,Net Banking Payment Adani Electricity,5528.32,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,25,4,1,0,98,4989.675895714285,6520.126666666671,0,1,0
TXN001253,2019-01-25,09:10:02,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2804.23,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,25,4,1,0,693,4989.675895714285,3209.9666666666712,0,1,0
TXN001254,2019-01-25,09:19:48,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3913.21,INR,Net Banking,Debit,Bills,Ahmedabad,Gujarat,India,25,4,1,0,693,4989.675895714285,4081.920000000005,0,1,0
TXN001255,2019-01-26,07:32:56,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4190.36,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,26,4,1,1,693,4989.675895714285,3635.933333333338,0,1,0
TXN001256,2019-01-26,08:44:47,Meesho,POS Purchase Meesho,538.24,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India,26,4,1,1,68,4989.675895714285,2880.603333333338,0,1,0
TXN001257,2019-01-27,10:08:56,Ajio,POS Purchase Ajio,549.88,INR,Credit Card,Debit,Shopping,Delhi,Delhi,India,27,4,1,1,70,4989.675895714285,1759.4933333333377,0,1,0
TXN001258,2019-01-27,15:32:33,Myntra,POS Purchase Myntra,562.61,INR,Credit Card,Debit,Shopping,Pune,Maharashtra,India,27,4,1,1,115,4989.675895714285,550.2433333333382,0,1,0
TXN001259,2019-01-27,20:45:50,Blinkit,UPI Payment Blinkit,843.15,INR,UPI,Debit,Groceries,Mumbai,Maharashtra,India,27,4,1,1,140,4989.675895714285,651.8800000000048,0,1,0
TXN001260,2019-01-27,21:11:46,Lakme Salon,UPI Collect Lakme Salon,1521.11,INR,UPI,Debit,Miscellaneous,Kochi,Kerala,India,27,4,1,1,24,4989.675895714285,975.6233333333381,0,1,0
TXN001261,2019-01-28,21:57:30,DMart,Debit Card POS DMart,810.03,INR,Debit Card,Debit,Groceries,Nagpur,Maharashtra,India,28,5,1,0,178,4989.675895714285,1058.0966666666716,0,1,0
TXN001262,2019-01-29,08:27:52,Flipkart,POS Purchase Flipkart,551.16,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India,29,5,1,0,108,4989.675895714285,960.7666666666715,0,1,0
TXN001263,2019-01-29,10:34:32,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,4185.17,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,29,5,1,0,693,4989.675895714285,1848.7866666666716,0,1,0
TXN001264,2019-01-29,13:46:21,Faasos,UPI/Paytm/Faasos,312.38,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,29,5,1,0,80,4989.675895714285,1682.9033333333384,0,1,0
TXN001265,2019-01-30,09:30:55,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2732.35,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,30,5,1,0,693,4989.675895714285,2409.966666666672,0,1,0
TXN001266,2019-01-30,10:10:37,Spotify,Auto Debit Spotify,149.74,INR,Auto Debit,Debit,Subscription,Surat,Gujarat,India,30,5,1,0,96,4989.675895714285,1064.8233333333385,0,1,0
TXN001267,2019-01-30,11:41:03,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,13167.99,INR,Net Banking,Debit,Bills,Mumbai,Maharashtra,India,30,5,1,0,693,4989.675895714285,5350.026666666672,0,1,0
TXN001268,2019-01-30,16:21:43,Meesho,UPI/Paytm/Meesho,582.32,INR,UPI,Debit,Shopping,Nagpur,Maharashtra,India,30,5,1,0,68,4989.675895714285,4633.350000000005,0,1,0
TXN001269,2019-02-01,00:40:07,Employer Salary Credit,NEFT Salary Credit,47470.07,INR,NEFT,Credit,Salary,Nagpur,Maharashtra,India,1,5,2,0,163,4989.675895714285,20406.79333333334,0,1,0
TXN001270,2019-02-01,08:50:11,Chaayos,POS Purchase Chaayos,140.73,INR,Debit Card,Debit,Food,Pune,Maharashtra,India,1,5,2,0,68,4989.675895714285,16064.373333333338,0,1,0
TXN001271,2019-02-01,11:20:47,Flipkart,POS Purchase Flipkart,592.08,INR,Credit Card,Debit,Shopping,Noida,Uttar Pradesh,India,1,5,2,0,108,4989.675895714285,16067.62666666667,0,1,0
TXN001272,2019-02-01,12:16:01,Local Hardware Store,Debit Card POS Local Hardware Store,570.94,INR,Debit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India,1,5,2,0,46,4989.675895714285,434.5833333333382,0,1,0
TXN001273,2019-02-01,13:23:32,Toit Brewpub,Debit Card POS Toit Brewpub,557.21,INR,Debit Card,Debit,Food,Delhi,Delhi,India,1,5,2,0,28,4989.675895714285,573.4100000000049,0,1,0
TXN001274,2019-02-01,19:31:02,DMart,POS Purchase DMart,1418.74,INR,Debit Card,Debit,Groceries,Delhi,Delhi,India,1,5,2,0,178,4989.675895714285,848.9633333333383,0,1,0
