transaction_text,amount,amount_log,payment_method,transaction_type,category
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2373.59,7.772580069987248,Auto Debit,Debit,Bills
Chaayos UPI/DR/475336046415/Chaayos,139.24,4.943355240612979,Upi,Debit,Food
Ajio POS Purchase Ajio,577.92,6.361164298769404,Debit Card,Debit,Shopping
EatClub POS Purchase EatClub,336.25,5.820824495087865,Debit Card,Debit,Food
Municipal Water Department Net Banking Payment Municipal Water Department,226.25,5.426050733057588,Net Banking,Debit,Bills
EatClub POS Purchase EatClub,318.1,5.765504533284198,Credit Card,Debit,Food
Indian Oil Debit Card POS Indian Oil,3568.22,8.18010236350688,Debit Card,Debit,Fuel
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2359.1,7.766459270003306,Net Banking,Debit,Bills
Reliance Fresh POS Purchase Reliance Fresh,662.98,6.498252028540875,Debit Card,Debit,Groceries
Reliance Fresh POS Purchase Reliance Fresh,976.44,6.884936908901457,Credit Card,Debit,Groceries
BigBasket UPI/DR/756278342286/BigBasket,942.31,6.849394966680927,Upi,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1733.23,7.45831878983622,Net Banking,Debit,Bills
Jio Fiber Net Banking Payment Jio Fiber,1260.72,7.140231148436815,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2433.02,7.797299490440583,Net Banking,Debit,Bills
Flipkart POS Purchase Flipkart,565.9,6.340182921330258,Credit Card,Debit,Shopping
BSNL UPI Payment BSNL,194.56,5.275867237710445,Upi,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,223.08,5.412003130951853,Auto Debit,Debit,Bills
Zepto POS Purchase Zepto,466.97,6.148404191298887,Debit Card,Debit,Groceries
Employer Salary Credit NEFT Salary Credit,64085.11,11.067982926759806,Neft,Credit,Salary
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,3144.96,8.053874368979223,Net Banking,Debit,Bills
BPCL UPI Collect BPCL,3326.2,8.109886388428702,Upi,Debit,Fuel
Zomato Debit Card POS Zomato,343.06,5.840816060768893,Debit Card,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,8122.37,9.002500371687365,Net Banking,Debit,Bills
Blinkit UPI Collect Blinkit,463.69,6.141370516599652,Upi,Debit,Groceries
Spotify Auto Debit Spotify,166.92,5.1234876755123775,Auto Debit,Debit,Subscription
Ace Hardware India POS Purchase Ace Hardware India,529.16,6.273178847779971,Credit Card,Debit,Miscellaneous
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1690.06,7.433110830232446,Auto Debit,Debit,Bills
Local Hardware Store UPI Collect Local Hardware Store,619.17,6.429993634003344,Upi,Debit,Miscellaneous
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3094.4,8.037672417478658,Auto Debit,Debit,Bills
BPCL Debit Card POS BPCL,3112.24,8.043419263518688,Debit Card,Debit,Fuel
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,3006.56,8.008884397774521,Net Banking,Debit,Bills
Jio Auto Debit Jio,187.74,5.240370406593187,Auto Debit,Debit,Bills
BSNL Auto Debit BSNL,1337.57,7.1993571589407255,Auto Debit,Debit,Bills
Social UPI Payment Social,1168.68,7.064485486109183,Upi,Debit,Food
Starbucks India POS Purchase Starbucks India,142.07,4.963334020978243,Credit Card,Debit,Food
Home Depot India UPI Collect Home Depot India,600.06,6.398694763162813,Upi,Debit,Miscellaneous
Ace Hardware India UPI/Paytm/Ace Hardware India,597.31,6.3941090142793735,Upi,Debit,Miscellaneous
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1579.57,7.365540820456624,Auto Debit,Debit,Bills
Burger King UPI Collect Burger King,476.85,6.169296875712189,Upi,Debit,Food
Starbucks India POS Purchase Starbucks India,143.5,4.973279507552487,Credit Card,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1721.41,7.451479751885598,Net Banking,Debit,Bills
Ace Hardware India Debit Card POS Ace Hardware India,611.9,6.418201790491686,Debit Card,Debit,Miscellaneous
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,4001.14,8.294584497040551,Auto Debit,Debit,Bills
Third Wave Coffee POS Purchase Third Wave Coffee,137.34,4.929714423172439,Debit Card,Debit,Food
Reliance Fresh Debit Card POS Reliance Fresh,626.82,6.44225350117981,Debit Card,Debit,Groceries
Chaayos UPI Payment Chaayos,138.41,4.937419231764997,Upi,Debit,Food
HPCL UPI Payment HPCL,3403.18,8.132759367261144,Upi,Debit,Fuel
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1742.7,7.463764571323448,Net Banking,Debit,Bills
Adani Electricity Electricity Bill Adani Electricity,5416.43,8.597376812237973,Auto Debit,Debit,Bills
BSNL UPI/DR/863996450885/BSNL,191.42,5.259680482933119,Upi,Debit,Bills
Naturals Salon UPI Payment Naturals Salon,192.12,5.263311757349221,Upi,Debit,Miscellaneous
Ace Hardware India Debit Card POS Ace Hardware India,570.6,6.348439446055712,Debit Card,Debit,Miscellaneous
EatClub POS Purchase EatClub,436.46,6.080985273046394,Debit Card,Debit,Food
Airtel Digital TV Auto Debit Airtel Digital TV,780.34,6.661010394415601,Auto Debit,Debit,Subscription
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1405.66,7.248973379014224,Net Banking,Debit,Bills
Starbucks India UPI Payment Starbucks India,139.43,4.944709143980089,Upi,Debit,Food
Domino's India POS Purchase Domino's India,305.64,5.725674421072299,Debit Card,Debit,Food
House Rent Payment IMPS Transfer House Rent Payment,7822.56,8.964894972914468,Imps,Debit,Rent
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1759.74,7.473489454211408,Net Banking,Debit,Bills
Swiggy POS Purchase Swiggy,148.84,5.009568058135833,Debit Card,Debit,Food
Chaayos POS Purchase Chaayos,147.5,5.000584958242754,Debit Card,Debit,Food
Municipal Water Department Auto Debit Municipal Water Department,227.07,5.429652599378058,Auto Debit,Debit,Bills
Employer Salary Credit NEFT Salary Credit,66323.7,11.102317655814408,Neft,Credit,Salary
Bharat Gas Auto Debit Bharat Gas,407.33,6.012075671012092,Auto Debit,Debit,Bills
Domino's India POS Purchase Domino's India,347.16,5.852662144227523,Credit Card,Debit,Food
Ace Hardware India Debit Card POS Ace Hardware India,541.21,6.295653380273315,Debit Card,Debit,Miscellaneous
Chaayos UPI Collect Chaayos,138.43,4.93756268320693,Upi,Debit,Food
Cafe Coffee Day UPI/DR/967744483371/Cafe Coffee Day,143.24,4.971478578895062,Upi,Debit,Food
The Beer Cafe POS Purchase The Beer Cafe,1126.34,7.027616154433487,Debit Card,Debit,Food
Swiggy Debit Card POS Swiggy,490.45,6.197360205012639,Debit Card,Debit,Food
Dish TV Net Banking Payment Dish TV,813.9,6.703065406326174,Net Banking,Debit,Subscription
EatClub POS Purchase EatClub,468.39,6.151433979397919,Credit Card,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,8770.03,9.07920952430809,Net Banking,Debit,Bills
HPCL UPI/Paytm/HPCL,3322.95,8.108909113744275,Upi,Debit,Fuel
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,8907.87,9.094802688628548,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1563.41,7.3552640350879805,Auto Debit,Debit,Bills
BSNL UPI/Paytm/BSNL,1325.42,7.190238862675073,Upi,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,226.83,5.428599736810959,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,8359.8,9.031309395280294,Auto Debit,Debit,Bills
Cafe Coffee Day UPI Collect Cafe Coffee Day,302.25,5.71455754782416,Upi,Debit,Food
HDFC Ergo Auto Debit HDFC Ergo,8456.97,9.042864471088333,Auto Debit,Debit,Insurance
Bharat Gas Net Banking Payment Bharat Gas,386.79,5.960463955988194,Net Banking,Debit,Bills
House Rent Payment NEFT Rent Payment,8106.69,9.00056827299784,Neft,Debit,Rent
Nature's Basket Debit Card POS Nature's Basket,639.31,6.461952434082015,Debit Card,Debit,Groceries
Zomato UPI/Paytm/Zomato,332.28,5.808982977512661,Upi,Debit,Food
Cafe Coffee Day UPI/DR/672153004330/Cafe Coffee Day,152.71,5.035067710236841,Upi,Debit,Food
HDFC Ergo Auto Debit HDFC Ergo,8269.12,9.020404298190575,Auto Debit,Debit,Insurance
DMart UPI Collect DMart,597.19,6.393908429239002,Upi,Debit,Groceries
Amazon India UPI/DR/105075986852/Amazon India,561.58,6.332533346188176,Upi,Debit,Shopping
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,3167.36,8.060969382841831,Net Banking,Debit,Bills
Amazon India POS Purchase Amazon India,576.09,6.357998233547382,Debit Card,Debit,Shopping
Chaayos POS Purchase Chaayos,140.52,4.95244104985153,Debit Card,Debit,Food
Third Wave Coffee UPI/Paytm/Third Wave Coffee,144.9,4.98292145552874,Upi,Debit,Food
Zepto UPI Payment Zepto,456.35,6.125448962102373,Upi,Debit,Groceries
Reliance Fresh UPI/DR/354011857844/Reliance Fresh,1007.38,6.916100361717636,Upi,Debit,Groceries
EatClub UPI Payment EatClub,146.86,4.996265880128954,Upi,Debit,Food
Third Wave Coffee UPI/DR/497531134805/Third Wave Coffee,137.41,4.930220294908611,Upi,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1739.21,7.461761074581337,Net Banking,Debit,Bills
Spotify Auto Debit Spotify,150.05,5.017610907832681,Auto Debit,Debit,Subscription
Home Depot India POS Purchase Home Depot India,548.96,6.309845548309033,Debit Card,Debit,Miscellaneous
Reliance Fresh UPI Payment Reliance Fresh,605.77,6.40814980656861,Upi,Debit,Groceries
HP Gas Auto Debit HP Gas,376.96,5.9347883699144255,Auto Debit,Debit,Bills
Barbeque Nation UPI/DR/047156530716/Barbeque Nation,157.17,5.063670403975397,Upi,Debit,Food
Lakme Salon UPI Payment Lakme Salon,196.57,5.286092951925314,Upi,Debit,Miscellaneous
Employer Salary Credit NEFT Salary Credit,67511.5,11.120068044901146,Neft,Credit,Salary
Bharat Gas Net Banking Payment Bharat Gas,419.34,6.041063907599266,Net Banking,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,220.75,5.401550621189688,Auto Debit,Debit,Bills
Barbeque Nation UPI Payment Barbeque Nation,337.24,5.823755702681873,Upi,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,3071.03,8.030093859844879,Net Banking,Debit,Bills
Starbucks India POS Purchase Starbucks India,144.84,4.982510130370407,Debit Card,Debit,Food
Indian Oil POS Purchase Indian Oil,3490.36,8.158046624102818,Debit Card,Debit,Fuel
House Rent Payment NEFT Rent Payment,7646.7,8.942160228020457,Neft,Debit,Rent
Third Wave Coffee UPI Collect Third Wave Coffee,167.35,5.126045145607083,Upi,Debit,Food
DMart UPI/DR/315356008802/DMart,1824.12,7.509401017279588,Upi,Debit,Groceries
Flipkart UPI/Paytm/Flipkart,1484.04,7.303196986900968,Upi,Debit,Shopping
Reliance Fresh UPI/DR/909645325116/Reliance Fresh,959.07,6.867006198470258,Upi,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,9504.31,9.159605868804158,Net Banking,Debit,Bills
HPCL UPI Payment HPCL,3305.27,8.103575944737651,Upi,Debit,Fuel
HPCL UPI Collect HPCL,3144.55,8.0537440346078,Upi,Debit,Fuel
Airtel Digital TV UPI/DR/856205374202/Airtel Digital TV,792.72,6.676730754217052,Upi,Debit,Subscription
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3147.49,8.054678251808143,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,9935.19,9.203938926373684,Net Banking,Debit,Bills
Indane Gas Auto Debit Indane Gas,387.22,5.961572189242945,Auto Debit,Debit,Bills
Bajaj Allianz Net Banking Payment Bajaj Allianz,8076.08,8.99678570006082,Net Banking,Debit,Insurance
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2039.07,7.62073939997505,Net Banking,Debit,Bills
Chaayos POS Purchase Chaayos,152.48,5.033570265378752,Debit Card,Debit,Food
Swiggy UPI Collect Swiggy,472.9,6.160996328973543,Upi,Debit,Food
Starbucks India UPI Collect Starbucks India,145.16,4.984701912069752,Upi,Debit,Food
Social UPI/DR/621557199150/Social,1219.38,7.106917564638743,Upi,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,992.67,6.901405159583336,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,995.52,6.904269209697305,Net Banking,Debit,Bills
Amazon India UPI Collect Amazon India,911.46,6.816144248879399,Upi,Debit,Shopping
Spotify Auto Debit Spotify,155.75,5.05465217951303,Auto Debit,Debit,Subscription
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,10946.9,9.300902936030436,Auto Debit,Debit,Bills
Third Wave Coffee UPI Collect Third Wave Coffee,116.81,4.769073157258028,Upi,Debit,Food
Local Wine & Beer Shop POS Purchase Local Wine & Beer Shop,1224.64,7.111218435529467,Credit Card,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,10130.0,9.223355309053677,Auto Debit,Debit,Bills
Spotify Auto Debit Spotify,160.77,5.0861755733416025,Auto Debit,Debit,Subscription
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1501.08,7.314606093222604,Auto Debit,Debit,Bills
Flipkart UPI Payment Flipkart,1501.37,7.314799140203516,Upi,Debit,Shopping
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,4138.51,8.328332702326637,Net Banking,Debit,Bills
Amazon India POS Purchase Amazon India,593.85,6.388309272922535,Credit Card,Debit,Shopping
Airtel Auto Debit Airtel,189.72,5.250806383876985,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,3249.57,8.086585644561085,Net Banking,Debit,Bills
BPCL UPI/Paytm/BPCL,282.59,5.647529533105403,Upi,Debit,Fuel
Local Wine & Beer Shop UPI/DR/449105557443/Local Wine & Beer Shop,2532.28,7.837270184753124,Upi,Debit,Food
The Beer Cafe UPI/Paytm/The Beer Cafe,1199.09,7.090151832963732,Upi,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,957.64,6.865515613374261,Net Banking,Debit,Bills
Swiggy POS Purchase Swiggy,1218.11,7.105876363309995,Debit Card,Debit,Food
Social UPI Payment Social,888.8,6.790996718371941,Upi,Debit,Food
Employer Salary Credit NEFT Salary Credit,68118.93,11.12902510717774,Neft,Credit,Salary
Third Wave Coffee POS Purchase Third Wave Coffee,158.06,5.069281489528989,Credit Card,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3315.8,8.106755741681516,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1023.54,6.931999010352602,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2067.55,7.634603157714716,Auto Debit,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,222.14,5.407799377165033,Auto Debit,Debit,Bills
Amazon India UPI/DR/252093687139/Amazon India,1490.46,7.307510784956223,Upi,Debit,Shopping
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3272.83,8.09371583233129,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,9199.89,9.12705549748864,Auto Debit,Debit,Bills
DMart POS Purchase DMart,1327.69,7.191948773415557,Credit Card,Debit,Groceries
Indian Oil POS Purchase Indian Oil,2812.36,7.942134777549956,Debit Card,Debit,Fuel
HPCL Debit Card POS HPCL,3135.32,8.050805417080815,Debit Card,Debit,Fuel
Swiggy UPI Payment Swiggy,450.7,6.113018242660559,Upi,Debit,Food
Myntra UPI Payment Myntra,905.17,6.809226926410273,Upi,Debit,Shopping
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,9844.44,9.194763682811963,Net Banking,Debit,Bills
House Rent Payment NEFT Rent Payment,8163.2,9.007514021424868,Neft,Debit,Rent
BigBasket POS Purchase BigBasket,919.77,6.8252102765120215,Credit Card,Debit,Groceries
Airtel Net Banking Payment Airtel,192.49,5.265225831547838,Net Banking,Debit,Bills
Tata Power Electricity Bill Tata Power,5068.43,8.530983664229446,Auto Debit,Debit,Bills
Dish TV Auto Debit Dish TV,803.15,6.689785818941656,Auto Debit,Debit,Subscription
Meesho POS Purchase Meesho,544.02,6.300822491237623,Credit Card,Debit,Shopping
Dish TV Net Banking Payment Dish TV,778.22,6.658293419350054,Net Banking,Debit,Subscription
Local Wine & Beer Shop Debit Card POS Local Wine & Beer Shop,1257.95,7.138033319196946,Debit Card,Debit,Food
ICICI Lombard Net Banking Payment ICICI Lombard,8073.43,8.996457557364096,Net Banking,Debit,Insurance
Tata Power Electricity Bill Tata Power,5409.28,8.596056126508625,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,9691.96,9.17915512779473,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,3261.73,8.090319547230367,Net Banking,Debit,Bills
Bharat Gas Auto Debit Bharat Gas,406.28,6.00950090959408,Auto Debit,Debit,Bills
BigBasket UPI/DR/530189929439/BigBasket,1310.55,7.178964922865386,Upi,Debit,Groceries
Ace Hardware India POS Purchase Ace Hardware India,535.3,6.28469370598888,Credit Card,Debit,Miscellaneous
HPCL Debit Card POS HPCL,2692.36,7.898544763788116,Debit Card,Debit,Fuel
DMart Debit Card POS DMart,1310.43,7.178873423883248,Debit Card,Debit,Groceries
Burger King POS Purchase Burger King,1148.04,7.046682090123567,Credit Card,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,951.04,6.858607050715407,Auto Debit,Debit,Bills
Nature's Basket Debit Card POS Nature's Basket,1266.06,7.14445453515884,Debit Card,Debit,Groceries
Chaayos UPI/Paytm/Chaayos,134.84,4.9114777225630375,Upi,Debit,Food
Toit Brewpub POS Purchase Toit Brewpub,1208.26,7.097763881257488,Debit Card,Debit,Food
McDonald's India Debit Card POS McDonald's India,1253.33,7.1343568444676375,Debit Card,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1518.33,7.326024727190401,Auto Debit,Debit,Bills
Spotify Auto Debit Spotify,163.21,5.101146096503746,Auto Debit,Debit,Subscription
Starbucks India UPI/Paytm/Starbucks India,144.95,4.983264097300124,Upi,Debit,Food
Home Depot India POS Purchase Home Depot India,509.16,6.234724402007016,Debit Card,Debit,Miscellaneous
Third Wave Coffee UPI Payment Third Wave Coffee,118.72,4.785155682984498,Upi,Debit,Food
House Rent Payment NEFT Rent Payment,8259.41,9.019229502087033,Neft,Debit,Rent
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,9600.09,9.169631912677229,Auto Debit,Debit,Bills
HPCL Debit Card POS HPCL,297.14,5.697563174842284,Debit Card,Debit,Fuel
Cafe Coffee Day POS Purchase Cafe Coffee Day,133.25,4.899703733388974,Debit Card,Debit,Food
Indane Gas Net Banking Payment Indane Gas,407.47,6.012418472190768,Net Banking,Debit,Bills
Nature's Basket UPI Collect Nature's Basket,1282.72,7.1575173919336805,Upi,Debit,Groceries
Indian Oil Debit Card POS Indian Oil,3054.74,8.024777068132996,Debit Card,Debit,Fuel
Employer Salary Credit NEFT Salary Credit,62150.48,11.037329910010111,Neft,Credit,Salary
Municipal Water Department UPI Collect Municipal Water Department,201.62,5.311332303625531,Upi,Debit,Bills
Jio Auto Debit Jio,210.24,5.352994927838733,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,9024.34,9.107791455621662,Auto Debit,Debit,Bills
Amazon India Debit Card POS Amazon India,922.46,6.828127485219918,Debit Card,Debit,Shopping
Airtel Net Banking Payment Airtel,1318.5,7.185008155943379,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1015.24,6.923864820715205,Net Banking,Debit,Bills
Social POS Purchase Social,1289.31,7.162637778563395,Debit Card,Debit,Food
Airtel UPI Payment Airtel,1359.88,7.215886828301327,Upi,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,225.44,5.422480009168459,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,9542.5,9.163615573469947,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,973.88,6.882314386500184,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1440.81,7.273654547721152,Auto Debit,Debit,Bills
Chaayos UPI Payment Chaayos,142.2,4.964242254526545,Upi,Debit,Food
Tea Stall UPI/Tea Stall,34.47,3.5686872687855304,Upi,Debit,Other
DMart UPI/DR/880909484/DMart,1722.01,7.451828040341615,Upi,Debit,Groceries
Swiggy UPI/Paytm/Swiggy,116.0,4.762173934797756,Upi,Debit,Food
BEST Auto Debit BEST,3690.12,8.213685214016005,Auto Debit,Debit,Bills
Tata Power Auto Debit Tata Power,720.95,6.581955884417228,Auto Debit,Debit,Bills
Domino's India UPI/Paytm/Domino's India,188.77,5.245812812565887,Upi,Debit,Food
Tailor UPI/Tailor,381.19,5.945917867152002,Upi,Debit,Other
Local Services Cash Withdrawal ATM,1301.4,7.171963995248276,Cash Withdrawal,Debit,Other
Misc Vendor Cash Withdrawal ATM,554.73,6.320282564792335,Cash Withdrawal,Debit,Other
Airtel Auto Debit Airtel,6710.98,8.81164926840482,Auto Debit,Debit,Bills
Tata Power Net Banking Payment Tata Power,1423.08,7.261281270169177,Net Banking,Debit,Bills
Tailor UPI/Tailor,2366.08,7.769412406999455,Upi,Debit,Other
Third Wave Coffee UPI/Paytm/Third Wave Coffee,559.61,6.329025476602274,Upi,Debit,Food
BookMyShow UPI Payment BookMyShow,220.19,5.399022060669669,Upi,Debit,Entertainment
Flower Shop UPI/Flower Shop,390.94,5.971108766850908,Upi,Debit,Other
Employer Salary Credit NEFT Salary Credit,43271.2,10.675265675467,Neft,Credit,Salary
Domino's India UPI/Paytm/Domino's India,329.01,5.7991229570317016,Upi,Debit,Food
Myntra UPI Payment Myntra,298.19,5.701078823081886,Upi,Debit,Shopping
Bharat Gas Net Banking Payment Bharat Gas,5251.36,8.566432778389634,Net Banking,Debit,Bills
Local Wine & Beer Shop Debit Card Local Wine & Beer Shop,564.79,6.338222984621494,Debit Card,Debit,Food
Jio Net Banking Payment Jio,784.01,6.665696456554773,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2904.21,7.974260955829903,Net Banking,Debit,Bills
Laundry UPI/Laundry,712.26,6.569846010324803,Upi,Debit,Other
Starbucks India UPI/Paytm/Starbucks India,289.32,5.670983762904815,Upi,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,592.19,6.385514752400848,Auto Debit,Debit,Bills
Indian Oil UPI/Indian Oil,2138.69,7.668416237709617,Upi,Debit,Fuel
Street Vendor UPI/Street Vendor,127.88,4.858881738868719,Upi,Debit,Other
Bakery Debit Card Bakery,367.77,5.9101731434713765,Debit Card,Debit,Other
House Rent Payment IMPS Rent Payment,7953.52,8.981495599542216,Imps,Debit,Rent
Tata Power UPI/Tata Power,1434.85,7.269512287327663,Upi,Debit,Bills
Municipal Water Department Net Banking Payment Municipal Water Department,798.3,6.683736344631973,Net Banking,Debit,Bills
Tata Power Auto Debit Tata Power,1157.01,7.054458293674238,Auto Debit,Debit,Bills
Airtel Auto Debit Airtel,4782.61,8.472950770568259,Auto Debit,Debit,Bills
Tata Power Auto Debit Tata Power,1305.89,7.175405547878865,Auto Debit,Debit,Bills
Swiggy POS Purchase Swiggy,1200.42,7.091259469522378,Credit Card,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1983.91,7.593328852043021,Net Banking,Debit,Bills
BigBasket UPI/DR/613511668/BigBasket,300.0,5.707110264748875,Upi,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,559.29,6.328454506830316,Net Banking,Debit,Bills
Jio Fiber Auto Debit Jio Fiber,2158.4,7.67758568431304,Auto Debit,Debit,Bills
KFC India UPI/Paytm/KFC India,264.37,5.581125078583557,Upi,Debit,Food
Swiggy UPI/Paytm/Swiggy,439.88,6.08877272957498,Upi,Debit,Food
Cafe Coffee Day Debit Card Cafe Coffee Day,773.07,6.651662308776828,Debit Card,Debit,Food
Airtel Auto Debit Airtel,2098.83,7.649611668053741,Auto Debit,Debit,Bills
Zomato POS Purchase Zomato,1813.41,7.503515624982089,Credit Card,Debit,Food
Faasos UPI/Paytm/Faasos,819.32,6.709694508035391,Upi,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,6805.12,8.825577486407035,Auto Debit,Debit,Bills
Amazon Prime Auto Debit Amazon Prime Subscription,313.7,5.751619804070361,Auto Debit,Debit,Subscription
DMart UPI/DR/864717990/DMart,707.1,6.562585326657728,Upi,Debit,Groceries
Employer Salary Credit NEFT Salary Credit,50578.37,10.831299064630372,Neft,Credit,Salary
KFC India UPI/Paytm/KFC India,1076.8,6.982677205499396,Upi,Debit,Food
EatClub UPI/Paytm/EatClub,1739.38,7.461858759169372,Upi,Debit,Food
Bharat Gas Net Banking Payment Bharat Gas,3765.97,8.23402624376333,Net Banking,Debit,Bills
Spotify Auto Debit Spotify Subscription,850.0,6.746412128573375,Auto Debit,Debit,Subscription
Reliance Fresh UPI/DR/692353117/Reliance Fresh,343.5,5.842094090453713,Upi,Debit,Groceries
Mobile Repair Cash Withdrawal ATM,690.66,6.5390945053960206,Cash Withdrawal,Debit,Other
Indian Oil UPI/Indian Oil,2971.11,7.997027417265774,Upi,Debit,Fuel
Tea Stall UPI/Tea Stall,131.76,4.888542986851774,Upi,Debit,Other
Ajio UPI Payment Ajio,1143.09,7.042364840173987,Upi,Debit,Shopping
Reliance Fresh POS Purchase Reliance Fresh,941.07,6.848079581794282,Credit Card,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2513.01,7.829634366867023,Net Banking,Debit,Bills
Employer Salary Credit NEFT Salary Credit,45739.84,10.730746832078015,Neft,Credit,Salary
Blinkit POS Purchase Blinkit,300.0,5.707110264748875,Credit Card,Debit,Groceries
Chaayos UPI/Paytm/Chaayos,1794.63,7.493111214275448,Upi,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,833.71,6.72708435913715,Net Banking,Debit,Bills
Spotify Auto Debit Spotify Subscription,149.0,5.010635294096256,Auto Debit,Debit,Subscription
BookMyShow POS Purchase BookMyShow,237.48,5.474285449369816,Credit Card,Debit,Entertainment
Mobile Repair Debit Card Mobile Repair,412.32,6.0242221113461545,Debit Card,Debit,Other
Jio Auto Debit Jio,7545.04,8.928778201331834,Auto Debit,Debit,Bills
Indane Gas Net Banking Payment Indane Gas,187.0,5.236441962829949,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,712.64,6.570378633506502,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,489.1,6.194609451915502,Auto Debit,Debit,Bills
BigBasket UPI/DR/109452902/BigBasket,1550.25,7.346816336518817,Upi,Debit,Groceries
Local Store UPI/Local Store,2272.87,7.729238504690402,Upi,Debit,Other
Netflix Auto Debit Netflix Subscription,175.31,5.172243809292668,Auto Debit,Debit,Subscription
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,4670.64,8.44926546674467,Auto Debit,Debit,Bills
Zomato UPI/Paytm/Zomato,296.76,5.696287792893941,Upi,Debit,Food
McDonald's India UPI/Paytm/McDonald's India,116.0,4.762173934797756,Upi,Debit,Food
