transaction_id,transaction_date,transaction_time,merchant,description,amount,currency,payment_method,transaction_type,category,city,state,country,day,week,month,weekend,month_end,salary_week,festival_season,transaction_text,transaction_text_length,amount_log,amount_bucket
TXN001956,2019-09-16,1900-01-01 11:50:38,Dish TV,Auto Debit Dish TV,803.15,INR,Auto Debit,Debit,Subscription,Mumbai,Maharashtra,India,16,38,9,0,0,0,0,Dish TV Auto Debit Dish TV,26,6.689785818941656,Medium
TXN001957,2019-09-16,1900-01-01 13:48:05,Meesho,POS Purchase Meesho,544.02,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India,16,38,9,0,0,0,0,Meesho POS Purchase Meesho,26,6.300822491237623,Small
TXN001958,2019-09-17,1900-01-01 06:37:30,Dish TV,Net Banking Payment Dish TV,778.22,INR,Net Banking,Debit,Subscription,Bengaluru,Karnataka,India,17,38,9,0,0,0,0,Dish TV Net Banking Payment Dish TV,35,6.658293419350054,Medium
TXN001959,2019-09-17,1900-01-01 08:47:23,Local Wine & Beer Shop,Debit Card POS Local Wine & Beer Shop,1257.95,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India,17,38,9,0,0,0,0,Local Wine & Beer Shop Debit Card POS Local Wine & Beer Shop,60,7.138033319196946,Medium
TXN001960,2019-09-17,1900-01-01 10:15:19,ICICI Lombard,Net Banking Payment ICICI Lombard,8073.43,INR,Net Banking,Debit,Insurance,Bengaluru,Karnataka,India,17,38,9,0,0,0,0,ICICI Lombard Net Banking Payment ICICI Lombard,47,8.996457557364096,Large
TXN001961,2019-09-17,1900-01-01 10:59:22,Tata Power,Electricity Bill Tata Power,5409.28,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,17,38,9,0,0,0,0,Tata Power Electricity Bill Tata Power,38,8.596056126508625,Large
TXN001962,2019-09-18,1900-01-01 11:02:07,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,9691.96,INR,Net Banking,Debit,Bills,Delhi,Delhi,India,18,38,9,0,0,0,0,Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,69,9.17915512779473,Large
TXN001963,2019-09-19,1900-01-01 06:23:54,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3261.73,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,19,38,9,0,0,0,0,Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,69,8.090319547230367,Large
TXN001964,2019-09-19,1900-01-01 06:38:02,Bharat Gas,Auto Debit Bharat Gas,406.28,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,19,38,9,0,0,0,0,Bharat Gas Auto Debit Bharat Gas,32,6.00950090959408,Small
TXN001965,2019-09-19,1900-01-01 13:16:11,BigBasket,UPI/DR/530189929439/BigBasket,1310.55,INR,Upi,Debit,Groceries,Hyderabad,Telangana,India,19,38,9,0,0,0,0,BigBasket UPI/DR/530189929439/BigBasket,39,7.178964922865386,Medium
TXN001966,2019-09-19,1900-01-01 14:20:59,Ace Hardware India,POS Purchase Ace Hardware India,535.3,INR,Credit Card,Debit,Miscellaneous,Jaipur,Rajasthan,India,19,38,9,0,0,0,0,Ace Hardware India POS Purchase Ace Hardware India,50,6.28469370598888,Small
TXN001967,2019-09-19,1900-01-01 14:39:34,HPCL,Debit Card POS HPCL,2692.36,INR,Debit Card,Debit,Fuel,Bengaluru,Karnataka,India,19,38,9,0,0,0,0,HPCL Debit Card POS HPCL,24,7.898544763788116,Large
TXN001968,2019-09-19,1900-01-01 18:23:18,DMart,Debit Card POS DMart,1310.43,INR,Debit Card,Debit,Groceries,Bengaluru,Karnataka,India,19,38,9,0,0,0,0,DMart Debit Card POS DMart,26,7.178873423883248,Medium
TXN001969,2019-09-19,1900-01-01 20:21:51,Burger King,POS Purchase Burger King,1148.04,INR,Credit Card,Debit,Food,Hyderabad,Telangana,India,19,38,9,0,0,0,0,Burger King POS Purchase Burger King,36,7.046682090123567,Medium
TXN001970,2019-09-21,1900-01-01 11:34:33,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,951.04,INR,Auto Debit,Debit,Bills,Nagpur,Maharashtra,India,21,38,9,1,0,0,0,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,6.858607050715407,Medium
TXN001971,2019-09-21,1900-01-01 15:37:25,Nature's Basket,Debit Card POS Nature's Basket,1266.06,INR,Debit Card,Debit,Groceries,Delhi,Delhi,India,21,38,9,1,0,0,0,Nature's Basket Debit Card POS Nature's Basket,46,7.1444545351588395,Medium
TXN001972,2019-09-22,1900-01-01 13:08:00,Chaayos,UPI/Paytm/Chaayos,134.84,INR,Upi,Debit,Food,Nagpur,Maharashtra,India,22,38,9,1,0,0,0,Chaayos UPI/Paytm/Chaayos,25,4.9114777225630375,Small
TXN001973,2019-09-22,1900-01-01 13:48:49,Toit Brewpub,POS Purchase Toit Brewpub,1208.26,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India,22,38,9,1,0,0,0,Toit Brewpub POS Purchase Toit Brewpub,38,7.097763881257488,Medium
TXN001974,2019-09-22,1900-01-01 20:43:12,McDonald's India,Debit Card POS McDonald's India,1253.33,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India,22,38,9,1,0,0,0,McDonald's India Debit Card POS McDonald's India,48,7.1343568444676375,Medium
TXN001975,2019-09-23,1900-01-01 06:05:45,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,1518.33,INR,Auto Debit,Debit,Bills,Kochi,Kerala,India,23,39,9,0,0,0,0,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,7.326024727190401,Medium
TXN001976,2019-09-23,1900-01-01 06:49:33,Spotify,Auto Debit Spotify,163.21,INR,Auto Debit,Debit,Subscription,Bengaluru,Karnataka,India,23,39,9,0,0,0,0,Spotify Auto Debit Spotify,26,5.101146096503746,Small
TXN001977,2019-09-23,1900-01-01 08:27:39,Starbucks India,UPI/Paytm/Starbucks India,144.95,INR,Upi,Debit,Food,Lucknow,Uttar Pradesh,India,23,39,9,0,0,0,0,Starbucks India UPI/Paytm/Starbucks India,41,4.983264097300124,Small
TXN001978,2019-09-23,1900-01-01 09:21:11,Home Depot India,POS Purchase Home Depot India,509.16,INR,Debit Card,Debit,Miscellaneous,Delhi,Delhi,India,23,39,9,0,0,0,0,Home Depot India POS Purchase Home Depot India,46,6.234724402007016,Small
TXN001979,2019-09-24,1900-01-01 13:39:55,Third Wave Coffee,UPI Payment Third Wave Coffee,118.72,INR,Upi,Debit,Food,Pune,Maharashtra,India,24,39,9,0,0,0,0,Third Wave Coffee UPI Payment Third Wave Coffee,47,4.785155682984498,Small
TXN001980,2019-09-25,1900-01-01 06:10:43,House Rent Payment,NEFT Rent Payment,8259.41,INR,Neft,Debit,Rent,Bengaluru,Karnataka,India,25,39,9,0,0,1,0,House Rent Payment NEFT Rent Payment,36,9.019229502087033,Large
TXN001981,2019-09-25,1900-01-01 07:01:11,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,9600.09,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,25,39,9,0,0,1,0,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,9.169631912677227,Large
TXN001982,2019-09-25,1900-01-01 14:07:07,HPCL,Debit Card POS HPCL,297.14,INR,Debit Card,Debit,Fuel,Kolkata,West Bengal,India,25,39,9,0,0,1,0,HPCL Debit Card POS HPCL,24,5.697563174842284,Small
TXN001983,2019-09-25,1900-01-01 22:43:42,Cafe Coffee Day,POS Purchase Cafe Coffee Day,133.25,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India,25,39,9,0,0,1,0,Cafe Coffee Day POS Purchase Cafe Coffee Day,44,4.899703733388974,Small
TXN001984,2019-09-26,1900-01-01 11:49:12,Indane Gas,Net Banking Payment Indane Gas,407.47,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,26,39,9,0,0,1,0,Indane Gas Net Banking Payment Indane Gas,41,6.012418472190768,Small
TXN001985,2019-09-26,1900-01-01 12:45:02,Nature's Basket,UPI Collect Nature's Basket,1282.72,INR,Upi,Debit,Groceries,Nagpur,Maharashtra,India,26,39,9,0,0,1,0,Nature's Basket UPI Collect Nature's Basket,43,7.1575173919336805,Medium
TXN001986,2019-09-26,1900-01-01 14:57:37,Indian Oil,Debit Card POS Indian Oil,3054.74,INR,Debit Card,Debit,Fuel,Bengaluru,Karnataka,India,26,39,9,0,0,1,0,Indian Oil Debit Card POS Indian Oil,36,8.024777068132996,Large
TXN001987,2019-09-27,1900-01-01 01:31:33,Employer Salary Credit,NEFT Salary Credit,62150.48,INR,Neft,Credit,Salary,Lucknow,Uttar Pradesh,India,27,39,9,0,0,1,0,Employer Salary Credit NEFT Salary Credit,41,11.037329910010111,Large
TXN001988,2019-09-27,1900-01-01 07:35:19,Municipal Water Department,UPI Collect Municipal Water Department,201.62,INR,Upi,Debit,Bills,Bengaluru,Karnataka,India,27,39,9,0,0,1,0,Municipal Water Department UPI Collect Municipal Water Department,65,5.311332303625531,Small
TXN001989,2019-09-27,1900-01-01 09:10:52,Jio,Auto Debit Jio,210.24,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India,27,39,9,0,0,1,0,Jio Auto Debit Jio,18,5.352994927838733,Small
TXN001990,2019-09-27,1900-01-01 09:58:59,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,9024.34,INR,Auto Debit,Debit,Bills,Kolkata,West Bengal,India,27,39,9,0,0,1,0,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,9.107791455621662,Large
TXN001991,2019-09-27,1900-01-01 18:33:41,Amazon India,Debit Card POS Amazon India,922.46,INR,Debit Card,Debit,Shopping,Bengaluru,Karnataka,India,27,39,9,0,0,1,0,Amazon India Debit Card POS Amazon India,40,6.828127485219918,Medium
TXN001992,2019-09-28,1900-01-01 08:34:00,Airtel,Net Banking Payment Airtel,1318.5,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,28,39,9,1,0,1,0,Airtel Net Banking Payment Airtel,33,7.185008155943379,Medium
TXN001993,2019-09-28,1900-01-01 09:11:53,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,1015.24,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,28,39,9,1,0,1,0,Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,69,6.923864820715205,Medium
TXN001994,2019-09-28,1900-01-01 14:17:38,Social,POS Purchase Social,1289.31,INR,Debit Card,Debit,Food,Surat,Gujarat,India,28,39,9,1,0,1,0,Social POS Purchase Social,26,7.162637778563395,Medium
TXN001995,2019-09-29,1900-01-01 06:11:35,Airtel,UPI Payment Airtel,1359.88,INR,Upi,Debit,Bills,Bengaluru,Karnataka,India,29,39,9,1,0,1,0,Airtel UPI Payment Airtel,25,7.215886828301327,Medium
TXN001996,2019-09-29,1900-01-01 08:22:31,Municipal Water Department,Auto Debit Municipal Water Department,225.44,INR,Auto Debit,Debit,Bills,Noida,Uttar Pradesh,India,29,39,9,1,0,1,0,Municipal Water Department Auto Debit Municipal Water Department,64,5.422480009168459,Small
TXN001997,2019-09-30,1900-01-01 06:22:39,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,9542.5,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,30,40,9,0,1,1,0,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,9.163615573469947,Large
TXN001998,2019-09-30,1900-01-01 09:03:13,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,973.88,INR,Auto Debit,Debit,Bills,Lucknow,Uttar Pradesh,India,30,40,9,0,1,1,0,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,6.882314386500184,Medium
TXN001999,2019-09-30,1900-01-01 09:23:25,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,1440.81,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,30,40,9,0,1,1,0,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,7.273654547721152,Medium
TXN002000,2019-09-30,1900-01-01 13:33:22,Chaayos,UPI Payment Chaayos,142.2,INR,Upi,Debit,Food,Bengaluru,Karnataka,India,30,40,9,0,1,1,0,Chaayos UPI Payment Chaayos,27,4.964242254526545,Small
TXN002001,2018-01-01,1900-01-01 00:09:16,Tea Stall,UPI/Tea Stall,34.47,INR,Upi,Debit,Other,Nagpur,Maharashtra,India,1,1,1,0,0,1,0,Tea Stall UPI/Tea Stall,23,3.5686872687855304,Small
TXN002002,2018-01-01,1900-01-01 16:55:43,DMart,UPI/DR/880909484/DMart,1722.01,INR,Upi,Debit,Groceries,Kolkata,West Bengal,India,1,1,1,0,0,1,0,DMart UPI/DR/880909484/DMart,28,7.451828040341615,Medium
TXN002003,2018-01-01,1900-01-01 18:13:10,Swiggy,UPI/Paytm/Swiggy,116.0,INR,Upi,Debit,Food,Hyderabad,Telangana,India,1,1,1,0,0,1,0,Swiggy UPI/Paytm/Swiggy,23,4.762173934797756,Small
TXN002004,2018-01-02,1900-01-01 10:10:28,BEST,Auto Debit BEST,3690.12,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India,2,1,1,0,0,1,0,BEST Auto Debit BEST,20,8.213685214016005,Large
TXN002005,2018-01-02,1900-01-01 12:09:10,Tata Power,Auto Debit Tata Power,720.95,INR,Auto Debit,Debit,Bills,Delhi,Delhi,India,2,1,1,0,0,1,0,Tata Power Auto Debit Tata Power,32,6.581955884417228,Medium
TXN002006,2018-01-02,1900-01-01 15:42:07,Domino's India,UPI/Paytm/Domino's India,188.77,INR,Upi,Debit,Food,Chennai,Tamil Nadu,India,2,1,1,0,0,1,0,Domino's India UPI/Paytm/Domino's India,39,5.245812812565887,Small
TXN002007,2018-01-03,1900-01-01 10:21:27,Tailor,UPI/Tailor,381.19,INR,Upi,Debit,Other,Indore,Madhya Pradesh,India,3,1,1,0,0,0,0,Tailor UPI/Tailor,17,5.945917867152002,Small
TXN002008,2018-01-03,1900-01-01 14:23:12,Local Services,Cash Withdrawal ATM,1301.4,INR,Cash Withdrawal,Debit,Other,Lucknow,Uttar Pradesh,India,3,1,1,0,0,0,0,Local Services Cash Withdrawal ATM,34,7.171963995248276,Medium
TXN002009,2018-01-03,1900-01-01 14:53:54,Misc Vendor,Cash Withdrawal ATM,554.73,INR,Cash Withdrawal,Debit,Other,Noida,Uttar Pradesh,India,3,1,1,0,0,0,0,Misc Vendor Cash Withdrawal ATM,31,6.320282564792335,Small
TXN002010,2018-01-03,1900-01-01 16:42:13,Airtel,Auto Debit Airtel,6710.98,INR,Auto Debit,Debit,Bills,Hyderabad,Telangana,India,3,1,1,0,0,0,0,Airtel Auto Debit Airtel,24,8.81164926840482,Large
TXN002011,2018-01-04,1900-01-01 08:22:27,Tata Power,Net Banking Payment Tata Power,1423.08,INR,Net Banking,Debit,Bills,Indore,Madhya Pradesh,India,4,1,1,0,0,0,0,Tata Power Net Banking Payment Tata Power,41,7.261281270169177,Medium
TXN002012,2018-01-04,1900-01-01 09:45:03,Tailor,UPI/Tailor,2366.08,INR,Upi,Debit,Other,Kolkata,West Bengal,India,4,1,1,0,0,0,0,Tailor UPI/Tailor,17,7.769412406999455,Medium
TXN002013,2018-01-04,1900-01-01 11:15:42,Third Wave Coffee,UPI/Paytm/Third Wave Coffee,559.61,INR,Upi,Debit,Food,Surat,Gujarat,India,4,1,1,0,0,0,0,Third Wave Coffee UPI/Paytm/Third Wave Coffee,45,6.329025476602274,Small
TXN002014,2018-01-04,1900-01-01 16:33:06,BookMyShow,UPI Payment BookMyShow,220.19,INR,Upi,Debit,Entertainment,Jaipur,Rajasthan,India,4,1,1,0,0,0,0,BookMyShow UPI Payment BookMyShow,33,5.399022060669669,Small
TXN002015,2018-01-04,1900-01-01 20:10:57,Flower Shop,UPI/Flower Shop,390.94,INR,Upi,Debit,Other,Pune,Maharashtra,India,4,1,1,0,0,0,0,Flower Shop UPI/Flower Shop,27,5.971108766850908,Small
TXN002016,2018-01-04,1900-01-01 20:15:47,Employer Salary Credit,NEFT Salary Credit,43271.2,INR,Neft,Credit,Salary,Ahmedabad,Gujarat,India,4,1,1,0,0,0,0,Employer Salary Credit NEFT Salary Credit,41,10.675265675467001,Large
TXN002017,2018-01-04,1900-01-01 21:40:58,Domino's India,UPI/Paytm/Domino's India,329.01,INR,Upi,Debit,Food,Nagpur,Maharashtra,India,4,1,1,0,0,0,0,Domino's India UPI/Paytm/Domino's India,39,5.7991229570317016,Small
TXN002018,2018-01-05,1900-01-01 09:03:33,Myntra,UPI Payment Myntra,298.19,INR,Upi,Debit,Shopping,Delhi,Delhi,India,5,1,1,0,0,0,0,Myntra UPI Payment Myntra,25,5.701078823081886,Small
TXN002019,2018-01-05,1900-01-01 09:42:30,Bharat Gas,Net Banking Payment Bharat Gas,5251.36,INR,Net Banking,Debit,Bills,Noida,Uttar Pradesh,India,5,1,1,0,0,0,0,Bharat Gas Net Banking Payment Bharat Gas,41,8.566432778389634,Large
TXN002020,2018-01-05,1900-01-01 09:49:49,Local Wine & Beer Shop,Debit Card Local Wine & Beer Shop,564.79,INR,Debit Card,Debit,Food,Jaipur,Rajasthan,India,5,1,1,0,0,0,0,Local Wine & Beer Shop Debit Card Local Wine & Beer Shop,56,6.338222984621494,Small
TXN002021,2018-01-05,1900-01-01 13:31:59,Jio,Net Banking Payment Jio,784.01,INR,Net Banking,Debit,Bills,Mumbai,Maharashtra,India,5,1,1,0,0,0,0,Jio Net Banking Payment Jio,27,6.665696456554773,Medium
TXN002022,2018-01-05,1900-01-01 13:54:04,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2904.21,INR,Net Banking,Debit,Bills,Chennai,Tamil Nadu,India,5,1,1,0,0,0,0,Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,69,7.974260955829903,Large
TXN002023,2018-01-05,1900-01-01 19:13:19,Laundry,UPI/Laundry,712.26,INR,Upi,Debit,Other,Chennai,Tamil Nadu,India,5,1,1,0,0,0,0,Laundry UPI/Laundry,19,6.569846010324803,Medium
TXN002024,2018-01-05,1900-01-01 22:02:39,Starbucks India,UPI/Paytm/Starbucks India,289.32,INR,Upi,Debit,Food,Jaipur,Rajasthan,India,5,1,1,0,0,0,0,Starbucks India UPI/Paytm/Starbucks India,41,5.6709837629048145,Small
TXN002025,2018-01-06,1900-01-01 05:26:41,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,592.19,INR,Auto Debit,Debit,Bills,Kolkata,West Bengal,India,6,1,1,1,0,0,0,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,6.385514752400848,Small
TXN002026,2018-01-06,1900-01-01 12:50:11,Indian Oil,UPI/Indian Oil,2138.69,INR,Upi,Debit,Fuel,Noida,Uttar Pradesh,India,6,1,1,1,0,0,0,Indian Oil UPI/Indian Oil,25,7.668416237709617,Medium
TXN002027,2018-01-06,1900-01-01 13:25:56,Street Vendor,UPI/Street Vendor,127.88,INR,Upi,Debit,Other,Ahmedabad,Gujarat,India,6,1,1,1,0,0,0,Street Vendor UPI/Street Vendor,31,4.858881738868719,Small
TXN002028,2018-01-06,1900-01-01 17:31:27,Bakery,Debit Card Bakery,367.77,INR,Debit Card,Debit,Other,Pune,Maharashtra,India,6,1,1,1,0,0,0,Bakery Debit Card Bakery,24,5.9101731434713765,Small
TXN002029,2018-01-06,1900-01-01 20:58:37,House Rent Payment,IMPS Rent Payment,7953.52,INR,Imps,Debit,Rent,Mumbai,Maharashtra,India,6,1,1,1,0,0,0,House Rent Payment IMPS Rent Payment,36,8.981495599542216,Large
TXN002030,2018-01-07,1900-01-01 18:43:40,Tata Power,UPI/Tata Power,1434.85,INR,Upi,Debit,Bills,Kochi,Kerala,India,7,1,1,1,0,0,0,Tata Power UPI/Tata Power,25,7.269512287327663,Medium
TXN002031,2018-01-08,1900-01-01 08:08:09,Municipal Water Department,Net Banking Payment Municipal Water Department,798.3,INR,Net Banking,Debit,Bills,Indore,Madhya Pradesh,India,8,2,1,0,0,0,0,Municipal Water Department Net Banking Payment Municipal Water Department,73,6.683736344631973,Medium
TXN002032,2018-01-08,1900-01-01 13:55:06,Tata Power,Auto Debit Tata Power,1157.01,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India,8,2,1,0,0,0,0,Tata Power Auto Debit Tata Power,32,7.054458293674238,Medium
TXN002033,2018-01-09,1900-01-01 09:28:42,Airtel,Auto Debit Airtel,4782.61,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India,9,2,1,0,0,0,0,Airtel Auto Debit Airtel,24,8.472950770568259,Large
TXN002034,2018-01-09,1900-01-01 10:58:52,Tata Power,Auto Debit Tata Power,1305.89,INR,Auto Debit,Debit,Bills,Chennai,Tamil Nadu,India,9,2,1,0,0,0,0,Tata Power Auto Debit Tata Power,32,7.175405547878865,Medium
TXN002035,2018-01-09,1900-01-01 11:13:02,Swiggy,POS Purchase Swiggy,1200.42,INR,Credit Card,Debit,Food,Kolkata,West Bengal,India,9,2,1,0,0,0,0,Swiggy POS Purchase Swiggy,26,7.091259469522378,Medium
TXN002036,2018-01-09,1900-01-01 12:21:20,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,1983.91,INR,Net Banking,Debit,Bills,Kolkata,West Bengal,India,9,2,1,0,0,0,0,Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,69,7.5933288520430215,Medium
TXN002037,2018-01-09,1900-01-01 16:53:24,BigBasket,UPI/DR/613511668/BigBasket,300.0,INR,Upi,Debit,Groceries,Mumbai,Maharashtra,India,9,2,1,0,0,0,0,BigBasket UPI/DR/613511668/BigBasket,36,5.707110264748875,Small
TXN002038,2018-01-09,1900-01-01 19:08:59,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,559.29,INR,Net Banking,Debit,Bills,Lucknow,Uttar Pradesh,India,9,2,1,0,0,0,0,Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,69,6.328454506830316,Small
TXN002039,2018-01-10,1900-01-01 01:59:42,Jio Fiber,Auto Debit Jio Fiber,2158.4,INR,Auto Debit,Debit,Bills,Indore,Madhya Pradesh,India,10,2,1,0,0,0,0,Jio Fiber Auto Debit Jio Fiber,30,7.67758568431304,Medium
TXN002040,2018-01-10,1900-01-01 03:52:42,KFC India,UPI/Paytm/KFC India,264.37,INR,Upi,Debit,Food,Hyderabad,Telangana,India,10,2,1,0,0,0,0,KFC India UPI/Paytm/KFC India,29,5.581125078583557,Small
TXN002041,2018-01-10,1900-01-01 04:47:39,Swiggy,UPI/Paytm/Swiggy,439.88,INR,Upi,Debit,Food,Surat,Gujarat,India,10,2,1,0,0,0,0,Swiggy UPI/Paytm/Swiggy,23,6.08877272957498,Small
TXN002042,2018-01-10,1900-01-01 08:26:24,Cafe Coffee Day,Debit Card Cafe Coffee Day,773.07,INR,Debit Card,Debit,Food,Delhi,Delhi,India,10,2,1,0,0,0,0,Cafe Coffee Day Debit Card Cafe Coffee Day,42,6.651662308776828,Medium
TXN002043,2018-01-10,1900-01-01 10:30:30,Airtel,Auto Debit Airtel,2098.83,INR,Auto Debit,Debit,Bills,Chennai,Tamil Nadu,India,10,2,1,0,0,0,0,Airtel Auto Debit Airtel,24,7.649611668053741,Medium
TXN002044,2018-01-10,1900-01-01 11:56:09,Zomato,POS Purchase Zomato,1813.41,INR,Credit Card,Debit,Food,Hyderabad,Telangana,India,10,2,1,0,0,0,0,Zomato POS Purchase Zomato,26,7.503515624982089,Medium
TXN002045,2018-01-10,1900-01-01 12:10:36,Faasos,UPI/Paytm/Faasos,819.32,INR,Upi,Debit,Food,Surat,Gujarat,India,10,2,1,0,0,0,0,Faasos UPI/Paytm/Faasos,23,6.7096945080353905,Medium
TXN002046,2018-01-10,1900-01-01 13:27:44,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,6805.12,INR,Auto Debit,Debit,Bills,Mumbai,Maharashtra,India,10,2,1,0,0,0,0,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,8.825577486407035,Large
TXN002047,2018-01-11,1900-01-01 10:29:31,Amazon Prime,Auto Debit Amazon Prime Subscription,313.7,INR,Auto Debit,Debit,Subscription,Bengaluru,Karnataka,India,11,2,1,0,0,0,0,Amazon Prime Auto Debit Amazon Prime Subscription,49,5.751619804070361,Small
TXN002048,2018-01-11,1900-01-01 13:15:50,DMart,UPI/DR/864717990/DMart,707.1,INR,Upi,Debit,Groceries,Surat,Gujarat,India,11,2,1,0,0,0,0,DMart UPI/DR/864717990/DMart,28,6.562585326657728,Medium
TXN002049,2018-01-11,1900-01-01 16:26:12,Employer Salary Credit,NEFT Salary Credit,50578.37,INR,Neft,Credit,Salary,Mumbai,Maharashtra,India,11,2,1,0,0,0,0,Employer Salary Credit NEFT Salary Credit,41,10.831299064630372,Large
TXN002050,2018-01-11,1900-01-01 21:28:21,KFC India,UPI/Paytm/KFC India,1076.8,INR,Upi,Debit,Food,Ahmedabad,Gujarat,India,11,2,1,0,0,0,0,KFC India UPI/Paytm/KFC India,29,6.982677205499396,Medium
TXN002051,2018-01-12,1900-01-01 02:45:42,EatClub,UPI/Paytm/EatClub,1739.38,INR,Upi,Debit,Food,Ahmedabad,Gujarat,India,12,2,1,0,0,0,0,EatClub UPI/Paytm/EatClub,25,7.461858759169372,Medium
TXN002052,2018-01-12,1900-01-01 06:06:36,Bharat Gas,Net Banking Payment Bharat Gas,3765.97,INR,Net Banking,Debit,Bills,Noida,Uttar Pradesh,India,12,2,1,0,0,0,0,Bharat Gas Net Banking Payment Bharat Gas,41,8.23402624376333,Large
TXN002053,2018-01-12,1900-01-01 09:02:02,Spotify,Auto Debit Spotify Subscription,850.0,INR,Auto Debit,Debit,Subscription,Jaipur,Rajasthan,India,12,2,1,0,0,0,0,Spotify Auto Debit Spotify Subscription,39,6.7464121285733745,Medium
TXN002054,2018-01-12,1900-01-01 18:49:19,Reliance Fresh,UPI/DR/692353117/Reliance Fresh,343.5,INR,Upi,Debit,Groceries,Chennai,Tamil Nadu,India,12,2,1,0,0,0,0,Reliance Fresh UPI/DR/692353117/Reliance Fresh,46,5.842094090453713,Small
TXN002055,2018-01-12,1900-01-01 21:57:51,Mobile Repair,Cash Withdrawal ATM,690.66,INR,Cash Withdrawal,Debit,Other,Hyderabad,Telangana,India,12,2,1,0,0,0,0,Mobile Repair Cash Withdrawal ATM,33,6.5390945053960206,Medium
TXN002056,2018-01-12,1900-01-01 22:09:48,Indian Oil,UPI/Indian Oil,2971.11,INR,Upi,Debit,Fuel,Mumbai,Maharashtra,India,12,2,1,0,0,0,0,Indian Oil UPI/Indian Oil,25,7.997027417265774,Large
TXN002057,2018-01-13,1900-01-01 08:07:14,Tea Stall,UPI/Tea Stall,131.76,INR,Upi,Debit,Other,Kochi,Kerala,India,13,2,1,1,0,0,0,Tea Stall UPI/Tea Stall,23,4.888542986851774,Small
TXN002058,2018-01-13,1900-01-01 08:41:13,Ajio,UPI Payment Ajio,1143.09,INR,Upi,Debit,Shopping,Mumbai,Maharashtra,India,13,2,1,1,0,0,0,Ajio UPI Payment Ajio,21,7.042364840173987,Medium
TXN002059,2018-01-13,1900-01-01 09:24:47,Reliance Fresh,POS Purchase Reliance Fresh,941.07,INR,Credit Card,Debit,Groceries,Bengaluru,Karnataka,India,13,2,1,1,0,0,0,Reliance Fresh POS Purchase Reliance Fresh,42,6.848079581794282,Medium
TXN002060,2018-01-13,1900-01-01 11:45:40,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2513.01,INR,Net Banking,Debit,Bills,Ahmedabad,Gujarat,India,13,2,1,1,0,0,0,Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,69,7.829634366867023,Medium
