,transaction_id,transaction_date,transaction_time,merchant,description,amount,currency,payment_method,transaction_type,category,city,state,country
1135,TXN001136,2018-12-14,07:46:04,Adani Electricity,UPI/DR/580154962945/Adani Electricity,5132.18,INR,UPI,Debit,Bills,Kolkata,West Bengal,India
1136,TXN001137,2018-12-14,10:17:38,Bajaj Allianz,Auto Debit Bajaj Allianz,8185.52,INR,Auto Debit,Debit,Insurance,Bengaluru,Karnataka,India
1137,TXN001138,2018-12-14,11:10:15,BSNL,Auto Debit BSNL,653.11,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India
1138,TXN001139,2018-12-14,11:14:21,Indian Oil,POS Purchase Indian Oil,604.07,INR,Debit Card,Debit,Fuel,Bengaluru,Karnataka,India
1139,TXN001140,2018-12-14,11:54:08,BPCL,ATM Cash Withdrawal,3066.9,INR,Cash Withdrawal,Debit,Fuel,Bengaluru,Karnataka,India
1140,TXN001141,2018-12-14,16:04:02,Netflix,POS Purchase Netflix,320.81,INR,Credit Card,Debit,Entertainment,Mumbai,Maharashtra,India
1141,TXN001142,2018-12-14,18:38:17,Indian Oil,POS Purchase Indian Oil,2946.14,INR,Debit Card,Debit,Fuel,Kochi,Kerala,India
1142,TXN001143,2018-12-15,17:48:09,Blinkit,POS Purchase Blinkit,613.09,INR,Credit Card,Debit,Groceries,Nagpur,Maharashtra,India
1143,TXN001144,2018-12-15,19:03:55,Blinkit,UPI Payment Blinkit,788.08,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
1144,TXN001145,2018-12-15,19:58:07,Faasos,UPI/Paytm/Faasos,634.55,INR,UPI,Debit,Food,Hyderabad,Telangana,India
1145,TXN001146,2018-12-15,20:37:42,McDonald's India,UPI/DR/229398180786/McDonald's India,281.29,INR,UPI,Debit,Food,Mumbai,Maharashtra,India
1146,TXN001147,2018-12-15,21:27:16,Ace Hardware India,Debit Card POS Ace Hardware India,486.42,INR,Debit Card,Debit,Miscellaneous,Kolkata,West Bengal,India
1147,TXN001148,2018-12-16,08:19:38,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,3976.73,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
1148,TXN001149,2018-12-16,08:55:06,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3973.79,INR,Net Banking,Debit,Bills,Surat,Gujarat,India
1149,TXN001150,2018-12-16,11:28:02,House Rent Payment,NEFT Rent Payment,36912.26,INR,NEFT,Debit,Rent,Delhi,Delhi,India
1150,TXN001151,2018-12-16,16:33:24,BPCL,ATM Cash Withdrawal,2993.91,INR,Cash Withdrawal,Debit,Fuel,Chennai,Tamil Nadu,India
1151,TXN001152,2018-12-17,16:56:11,Amazon India,POS Purchase Amazon India,889.26,INR,Debit Card,Debit,Shopping,Bengaluru,Karnataka,India
1152,TXN001153,2018-12-17,21:21:14,Toit Brewpub,UPI Collect Toit Brewpub,768.46,INR,UPI,Debit,Food,Kolkata,West Bengal,India
1153,TXN001154,2018-12-18,09:21:16,BSNL,UPI Payment BSNL,618.98,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India
1154,TXN001155,2018-12-18,10:30:31,Nykaa,POS Purchase Nykaa,1344.6,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India
1155,TXN001156,2018-12-18,12:51:51,Starbucks India,UPI/DR/081261470614/Starbucks India,140.09,INR,UPI,Debit,Food,Hyderabad,Telangana,India
1156,TXN001157,2018-12-18,18:46:47,Ace Hardware India,UPI/DR/963524499949/Ace Hardware India,498.72,INR,UPI,Debit,Miscellaneous,Bengaluru,Karnataka,India
1157,TXN001158,2018-12-18,21:18:59,Reliance Fresh,UPI Collect Reliance Fresh,1537.58,INR,UPI,Debit,Groceries,Kochi,Kerala,India
1158,TXN001159,2018-12-19,10:13:42,House Rent Payment,IMPS Transfer House Rent Payment,35938.24,INR,IMPS,Debit,Rent,Pune,Maharashtra,India
1159,TXN001160,2018-12-19,11:28:48,Jio Fiber,UPI Payment Jio Fiber,1432.92,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India
1160,TXN001161,2018-12-20,13:18:34,Barbeque Nation,Debit Card POS Barbeque Nation,605.92,INR,Debit Card,Debit,Food,Kochi,Kerala,India
1161,TXN001162,2018-12-20,17:11:08,DMart,Debit Card POS DMart,605.22,INR,Debit Card,Debit,Groceries,Noida,Uttar Pradesh,India
1162,TXN001163,2018-12-21,01:42:41,Employer Salary Credit,NEFT Salary Credit,43021.08,INR,NEFT,Credit,Salary,Noida,Uttar Pradesh,India
1163,TXN001164,2018-12-21,20:14:07,EatClub,UPI/DR/038473924179/EatClub,619.81,INR,UPI,Debit,Food,Kochi,Kerala,India
1164,TXN001165,2018-12-21,21:38:39,Reliance Fresh,UPI/DR/359595904579/Reliance Fresh,808.4,INR,UPI,Debit,Groceries,Chennai,Tamil Nadu,India
1165,TXN001166,2018-12-21,22:32:00,HPCL,UPI Collect HPCL,1869.23,INR,UPI,Debit,Fuel,Bengaluru,Karnataka,India
1166,TXN001167,2018-12-22,09:09:20,Zepto,UPI/DR/729127877976/Zepto,463.27,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
1167,TXN001168,2018-12-22,11:54:43,Zepto,Debit Card POS Zepto,496.33,INR,Debit Card,Debit,Groceries,Lucknow,Uttar Pradesh,India
1168,TXN001169,2018-12-22,12:13:08,McDonald's India,UPI/Paytm/McDonald's India,568.44,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
1169,TXN001170,2018-12-23,09:43:55,BigBasket,UPI/DR/230379685404/BigBasket,504.3,INR,UPI,Debit,Groceries,Ahmedabad,Gujarat,India
1170,TXN001171,2018-12-23,10:11:53,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3807.92,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
1171,TXN001172,2018-12-23,13:50:29,Local Barbershop,ATM Cash Withdrawal,1412.66,INR,Cash Withdrawal,Debit,Miscellaneous,Kolkata,West Bengal,India
1172,TXN001173,2018-12-23,22:47:41,Starbucks India,UPI Collect Starbucks India,150.41,INR,UPI,Debit,Food,Indore,Madhya Pradesh,India
1173,TXN001174,2018-12-24,06:11:42,Spotify,Auto Debit Spotify,155.98,INR,Auto Debit,Debit,Subscription,Indore,Madhya Pradesh,India
1174,TXN001175,2018-12-24,07:38:48,Municipal Water Department,UPI/DR/311563015268/Municipal Water Department,210.37,INR,UPI,Debit,Bills,Indore,Madhya Pradesh,India
1175,TXN001176,2018-12-24,08:21:26,Nykaa,POS Purchase Nykaa,844.18,INR,Credit Card,Debit,Shopping,Noida,Uttar Pradesh,India
1176,TXN001177,2018-12-24,09:05:40,Home Depot India,POS Purchase Home Depot India,512.04,INR,Credit Card,Debit,Miscellaneous,Indore,Madhya Pradesh,India
1177,TXN001178,2018-12-25,10:15:28,BigBasket,POS Purchase BigBasket,497.52,INR,Credit Card,Debit,Groceries,Bengaluru,Karnataka,India
1178,TXN001179,2018-12-25,11:51:27,Myntra,UPI Collect Myntra,599.38,INR,UPI,Debit,Shopping,Mumbai,Maharashtra,India
1179,TXN001180,2018-12-26,07:54:34,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,6169.13,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India
1180,TXN001181,2018-12-26,08:17:54,Ace Hardware India,POS Purchase Ace Hardware India,529.35,INR,Credit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India
1181,TXN001182,2018-12-26,08:19:52,Adani Electricity,Electricity Bill Adani Electricity,5500.8,INR,Auto Debit,Debit,Bills,Noida,Uttar Pradesh,India
1182,TXN001183,2018-12-26,16:03:59,Blinkit,UPI/DR/183590311375/Blinkit,850.11,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
1183,TXN001184,2018-12-27,10:13:56,Reliance Fresh,POS Purchase Reliance Fresh,794.56,INR,Debit Card,Debit,Groceries,Bengaluru,Karnataka,India
1184,TXN001185,2018-12-27,10:18:46,ICICI Lombard,Auto Debit ICICI Lombard,8464.53,INR,Auto Debit,Debit,Insurance,Bengaluru,Karnataka,India
1185,TXN001186,2018-12-27,14:23:04,EatClub,POS Purchase EatClub,198.97,INR,Credit Card,Debit,Food,Lucknow,Uttar Pradesh,India
1186,TXN001187,2018-12-27,18:19:18,Myntra,UPI/DR/591363540943/Myntra,598.87,INR,UPI,Debit,Shopping,Mumbai,Maharashtra,India
1187,TXN001188,2018-12-28,08:19:05,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,6382.13,INR,Auto Debit,Debit,Bills,Delhi,Delhi,India
1188,TXN001189,2018-12-28,08:36:56,Burger King,UPI/DR/566644652948/Burger King,215.22,INR,UPI,Debit,Food,Mumbai,Maharashtra,India
1189,TXN001190,2018-12-28,10:56:24,Local Barbershop,UPI/DR/227232864399/Local Barbershop,1501.86,INR,UPI,Debit,Miscellaneous,Bengaluru,Karnataka,India
1190,TXN001191,2018-12-28,11:24:50,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2770.52,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India
1191,TXN001192,2018-12-28,14:08:19,Nykaa,POS Purchase Nykaa,1568.88,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India
1192,TXN001193,2018-12-29,08:57:50,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2681.27,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India
1193,TXN001194,2018-12-29,09:12:12,Municipal Water Department,Net Banking Payment Municipal Water Department,204.03,INR,Net Banking,Debit,Bills,Chennai,Tamil Nadu,India
1194,TXN001195,2018-12-29,15:57:18,Ajio,UPI Collect Ajio,1443.06,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India
1195,TXN001196,2018-12-30,11:56:15,Meesho,UPI/DR/151648306254/Meesho,891.76,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India
1196,TXN001197,2018-12-30,13:36:09,Swiggy,UPI/Paytm/Swiggy,190.89,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
1197,TXN001198,2018-12-31,10:49:21,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3643.83,INR,Net Banking,Debit,Bills,Jaipur,Rajasthan,India
1198,TXN001199,2018-12-31,13:25:16,McDonald's India,UPI/Paytm/McDonald's India,284.36,INR,UPI,Debit,Food,Jaipur,Rajasthan,India
1199,TXN001200,2018-12-31,14:09:51,Nature's Basket,POS Purchase Nature's Basket,1585.78,INR,Credit Card,Debit,Groceries,Chennai,Tamil Nadu,India
1200,TXN001201,2018-12-31,14:40:16,BPCL,UPI Payment BPCL,1901.01,INR,UPI,Debit,Fuel,Indore,Madhya Pradesh,India
1201,TXN001202,2018-12-31,19:00:14,Myntra,POS Purchase Myntra,561.28,INR,Credit Card,Debit,Shopping,Lucknow,Uttar Pradesh,India
1202,TXN001203,2018-12-31,21:16:52,Starbucks India,POS Purchase Starbucks India,140.53,INR,Credit Card,Debit,Food,Delhi,Delhi,India
1203,TXN001204,2019-01-01,15:26:15,Blinkit,POS Purchase Blinkit,506.82,INR,Debit Card,Debit,Groceries,Chennai,Tamil Nadu,India
1204,TXN001205,2019-01-02,09:11:02,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3862.23,INR,Net Banking,Debit,Bills,Indore,Madhya Pradesh,India
1205,TXN001206,2019-01-02,10:06:31,LIC,Auto Debit LIC,8417.29,INR,Auto Debit,Debit,Insurance,Indore,Madhya Pradesh,India
1206,TXN001207,2019-01-02,11:36:00,BPCL,UPI/Paytm/BPCL,2600.25,INR,UPI,Debit,Fuel,Bengaluru,Karnataka,India
1207,TXN001208,2019-01-04,01:16:30,Employer Salary Credit,NEFT Salary Credit,47629.13,INR,NEFT,Credit,Salary,Kolkata,West Bengal,India
1208,TXN001209,2019-01-04,14:31:28,Indian Oil,UPI/Paytm/Indian Oil,2980.44,INR,UPI,Debit,Fuel,Chennai,Tamil Nadu,India
1209,TXN001210,2019-01-04,17:02:01,Nykaa,POS Purchase Nykaa,557.1,INR,Credit Card,Debit,Shopping,Nagpur,Maharashtra,India
1210,TXN001211,2019-01-04,21:18:35,Myntra,UPI Payment Myntra,341.83,INR,UPI,Debit,Shopping,Ahmedabad,Gujarat,India
1211,TXN001212,2019-01-05,10:43:38,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2653.0,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
1212,TXN001213,2019-01-05,13:27:40,HPCL,Debit Card POS HPCL,2767.37,INR,Debit Card,Debit,Fuel,Bengaluru,Karnataka,India
1213,TXN001214,2019-01-06,07:49:32,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,3992.9,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India
1214,TXN001215,2019-01-06,18:21:43,Nykaa,UPI Collect Nykaa,323.45,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India
1215,TXN001216,2019-01-06,21:51:55,Reliance Fresh,UPI Collect Reliance Fresh,807.49,INR,UPI,Debit,Groceries,Jaipur,Rajasthan,India
1216,TXN001217,2019-01-08,06:05:39,Municipal Water Department,UPI Payment Municipal Water Department,217.17,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India
1217,TXN001218,2019-01-08,19:15:28,Blinkit,POS Purchase Blinkit,487.95,INR,Credit Card,Debit,Groceries,Lucknow,Uttar Pradesh,India
1218,TXN001219,2019-01-09,08:05:15,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,3974.1,INR,Auto Debit,Debit,Bills,Kochi,Kerala,India
1219,TXN001220,2019-01-09,08:58:37,House Rent Payment,IMPS Transfer House Rent Payment,8205.32,INR,IMPS,Debit,Rent,Jaipur,Rajasthan,India
1220,TXN001221,2019-01-09,10:05:52,Municipal Water Department,Auto Debit Municipal Water Department,206.86,INR,Auto Debit,Debit,Bills,Mumbai,Maharashtra,India
1221,TXN001222,2019-01-09,11:28:13,Spotify,Auto Debit Spotify,158.79,INR,Auto Debit,Debit,Subscription,Nagpur,Maharashtra,India
1222,TXN001223,2019-01-10,16:43:20,Blinkit,POS Purchase Blinkit,1646.73,INR,Credit Card,Debit,Groceries,Noida,Uttar Pradesh,India
1223,TXN001224,2019-01-10,20:54:30,Burger King,Debit Card POS Burger King,327.07,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India
1224,TXN001225,2019-01-10,21:17:50,Myntra,Debit Card POS Myntra,505.29,INR,Debit Card,Debit,Shopping,Kolkata,West Bengal,India
1225,TXN001226,2019-01-11,07:20:14,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2750.46,INR,Net Banking,Debit,Bills,Kolkata,West Bengal,India
1226,TXN001227,2019-01-11,09:02:54,Bharat Gas,UPI Collect Bharat Gas,709.99,INR,UPI,Debit,Bills,Delhi,Delhi,India
1227,TXN001228,2019-01-11,10:01:07,BSNL,Net Banking Payment BSNL,1396.17,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
1228,TXN001229,2019-01-11,11:36:57,Local Barbershop,UPI Collect Local Barbershop,1487.7,INR,UPI,Debit,Miscellaneous,Bengaluru,Karnataka,India
1229,TXN001230,2019-01-12,12:38:05,Indian Oil,UPI Payment Indian Oil,2917.53,INR,UPI,Debit,Fuel,Mumbai,Maharashtra,India
1230,TXN001231,2019-01-13,11:08:31,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3769.36,INR,Net Banking,Debit,Bills,Jaipur,Rajasthan,India
1231,TXN001232,2019-01-14,07:15:31,Bharat Gas,Auto Debit Bharat Gas,716.92,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
1232,TXN001233,2019-01-14,08:57:00,Bajaj Allianz,Auto Debit Bajaj Allianz,8142.13,INR,Auto Debit,Debit,Insurance,Pune,Maharashtra,India
1233,TXN001234,2019-01-14,20:13:04,BigBasket,POS Purchase BigBasket,464.29,INR,Credit Card,Debit,Groceries,Ahmedabad,Gujarat,India
1234,TXN001235,2019-01-15,06:20:35,Jio,UPI/Paytm/Jio,193.09,INR,UPI,Debit,Bills,Surat,Gujarat,India
1235,TXN001236,2019-01-15,11:09:18,House Rent Payment,IMPS Transfer House Rent Payment,7683.66,INR,IMPS,Debit,Rent,Bengaluru,Karnataka,India
1236,TXN001237,2019-01-15,11:23:36,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,12909.44,INR,Net Banking,Debit,Bills,Ahmedabad,Gujarat,India
1237,TXN001238,2019-01-17,07:08:01,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,4184.85,INR,Net Banking,Debit,Bills,Hyderabad,Telangana,India
1238,TXN001239,2019-01-18,07:51:21,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2631.84,INR,Auto Debit,Debit,Bills,Nagpur,Maharashtra,India
1239,TXN001240,2019-01-18,08:45:06,Adani Electricity,UPI/Paytm/Adani Electricity,4940.38,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India
1240,TXN001241,2019-01-18,09:55:09,Employer Salary Credit,NEFT Salary Credit,46672.79,INR,NEFT,Credit,Salary,Chennai,Tamil Nadu,India
1241,TXN001242,2019-01-18,10:09:57,Airtel,Net Banking Payment Airtel,189.02,INR,Net Banking,Debit,Bills,Chennai,Tamil Nadu,India
1242,TXN001243,2019-01-18,16:23:33,Indian Oil,UPI Payment Indian Oil,2864.57,INR,UPI,Debit,Fuel,Kolkata,West Bengal,India
1243,TXN001244,2019-01-19,06:31:36,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2774.32,INR,Auto Debit,Debit,Bills,Hyderabad,Telangana,India
1244,TXN001245,2019-01-20,07:40:32,Jio Fiber,Auto Debit Jio Fiber,1348.78,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
1245,TXN001246,2019-01-21,09:21:59,Adani Electricity,Electricity Bill Adani Electricity,5128.33,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
1246,TXN001247,2019-01-22,08:18:17,BEST,UPI Collect BEST,5034.48,INR,UPI,Debit,Bills,Kolkata,West Bengal,India
1247,TXN001248,2019-01-22,18:30:50,Zepto,POS Purchase Zepto,834.96,INR,Debit Card,Debit,Groceries,Noida,Uttar Pradesh,India
1248,TXN001249,2019-01-24,07:28:06,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,4107.1,INR,Net Banking,Debit,Bills,Kolkata,West Bengal,India
1249,TXN001250,2019-01-24,11:47:21,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,12734.71,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
1250,TXN001251,2019-01-24,14:11:04,Amazon India,POS Purchase Amazon India,1297.35,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India
1251,TXN001252,2019-01-25,06:25:41,Adani Electricity,Net Banking Payment Adani Electricity,5528.32,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
1252,TXN001253,2019-01-25,09:10:02,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2804.23,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
1253,TXN001254,2019-01-25,09:19:48,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3913.21,INR,Net Banking,Debit,Bills,Ahmedabad,Gujarat,India
1254,TXN001255,2019-01-26,07:32:56,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4190.36,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
1255,TXN001256,2019-01-26,08:44:47,Meesho,POS Purchase Meesho,538.24,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India
1256,TXN001257,2019-01-27,10:08:56,Ajio,POS Purchase Ajio,549.88,INR,Credit Card,Debit,Shopping,Delhi,Delhi,India
1257,TXN001258,2019-01-27,15:32:33,Myntra,POS Purchase Myntra,562.61,INR,Credit Card,Debit,Shopping,Pune,Maharashtra,India
1258,TXN001259,2019-01-27,20:45:50,Blinkit,UPI Payment Blinkit,843.15,INR,UPI,Debit,Groceries,Mumbai,Maharashtra,India
1259,TXN001260,2019-01-27,21:11:46,Lakme Salon,UPI Collect Lakme Salon,1521.11,INR,UPI,Debit,Miscellaneous,Kochi,Kerala,India
1260,TXN001261,2019-01-28,21:57:30,DMart,Debit Card POS DMart,810.03,INR,Debit Card,Debit,Groceries,Nagpur,Maharashtra,India
1261,TXN001262,2019-01-29,08:27:52,Flipkart,POS Purchase Flipkart,551.16,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India
1262,TXN001263,2019-01-29,10:34:32,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,4185.17,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
1263,TXN001264,2019-01-29,13:46:21,Faasos,UPI/Paytm/Faasos,312.38,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
1264,TXN001265,2019-01-30,09:30:55,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2732.35,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
1265,TXN001266,2019-01-30,10:10:37,Spotify,Auto Debit Spotify,149.74,INR,Auto Debit,Debit,Subscription,Surat,Gujarat,India
1266,TXN001267,2019-01-30,11:41:03,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,13167.99,INR,Net Banking,Debit,Bills,Mumbai,Maharashtra,India
1267,TXN001268,2019-01-30,16:21:43,Meesho,UPI/Paytm/Meesho,582.32,INR,UPI,Debit,Shopping,Nagpur,Maharashtra,India
1268,TXN001269,2019-02-01,00:40:07,Employer Salary Credit,NEFT Salary Credit,47470.07,INR,NEFT,Credit,Salary,Nagpur,Maharashtra,India
1269,TXN001270,2019-02-01,08:50:11,Chaayos,POS Purchase Chaayos,140.73,INR,Debit Card,Debit,Food,Pune,Maharashtra,India
1270,TXN001271,2019-02-01,11:20:47,Flipkart,POS Purchase Flipkart,592.08,INR,Credit Card,Debit,Shopping,Noida,Uttar Pradesh,India
1271,TXN001272,2019-02-01,12:16:01,Local Hardware Store,Debit Card POS Local Hardware Store,570.94,INR,Debit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India
1272,TXN001273,2019-02-01,13:23:32,Toit Brewpub,Debit Card POS Toit Brewpub,557.21,INR,Debit Card,Debit,Food,Delhi,Delhi,India
1273,TXN001274,2019-02-01,19:31:02,DMart,POS Purchase DMart,1418.74,INR,Debit Card,Debit,Groceries,Delhi,Delhi,India
1274,TXN001275,2019-02-01,21:50:14,HPCL,Debit Card POS HPCL,2377.18,INR,Debit Card,Debit,Fuel,Bengaluru,Karnataka,India
1275,TXN001276,2019-02-03,11:50:51,Jio,Auto Debit Jio,191.4,INR,Auto Debit,Debit,Bills,Chennai,Tamil Nadu,India
1276,TXN001277,2019-02-03,16:58:34,Zepto,UPI Payment Zepto,1035.68,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
1277,TXN001278,2019-02-04,06:49:24,Dish TV,Net Banking Payment Dish TV,302.93,INR,Net Banking,Debit,Subscription,Ahmedabad,Gujarat,India
1278,TXN001279,2019-02-04,07:45:59,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2863.97,INR,Net Banking,Debit,Bills,Jaipur,Rajasthan,India
1279,TXN001280,2019-02-04,17:22:45,Reliance Fresh,UPI/Paytm/Reliance Fresh,1383.29,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
1280,TXN001281,2019-02-05,07:06:43,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,1734.88,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
1281,TXN001282,2019-02-05,10:50:01,Naturals Salon,POS Purchase Naturals Salon,1549.97,INR,Debit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India
1282,TXN001283,2019-02-05,19:39:28,DMart,UPI/Paytm/DMart,519.82,INR,UPI,Debit,Groceries,Mumbai,Maharashtra,India
1283,TXN001284,2019-02-06,19:24:50,Burger King,UPI Payment Burger King,211.18,INR,UPI,Debit,Food,Nagpur,Maharashtra,India
1284,TXN001285,2019-02-06,22:32:18,Social,UPI/Paytm/Social,609.07,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
1285,TXN001286,2019-02-07,06:54:01,Spotify,Auto Debit Spotify,155.87,INR,Auto Debit,Debit,Subscription,Bengaluru,Karnataka,India
1286,TXN001287,2019-02-07,08:26:13,BEST,Electricity Bill BEST,5293.45,INR,Auto Debit,Debit,Bills,Nagpur,Maharashtra,India
1287,TXN001288,2019-02-07,16:59:16,Myntra,POS Purchase Myntra,1303.83,INR,Credit Card,Debit,Shopping,Lucknow,Uttar Pradesh,India
1288,TXN001289,2019-02-08,07:59:45,Jio,Auto Debit Jio,206.2,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
1289,TXN001290,2019-02-08,08:02:54,BEST,Electricity Bill BEST,5511.21,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
1290,TXN001291,2019-02-08,08:14:00,BPCL,UPI/Paytm/BPCL,3123.49,INR,UPI,Debit,Fuel,Hyderabad,Telangana,India
1291,TXN001292,2019-02-08,10:45:33,Airtel,UPI Payment Airtel,1384.93,INR,UPI,Debit,Bills,Chennai,Tamil Nadu,India
1292,TXN001293,2019-02-08,19:54:08,Swiggy,UPI/DR/674466414589/Swiggy,330.42,INR,UPI,Debit,Food,Nagpur,Maharashtra,India
1293,TXN001294,2019-02-09,10:21:52,House Rent Payment,IMPS Transfer House Rent Payment,8241.22,INR,IMPS,Debit,Rent,Mumbai,Maharashtra,India
1294,TXN001295,2019-02-10,08:45:32,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2302.29,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
1295,TXN001296,2019-02-10,09:30:11,McDonald's India,UPI Payment McDonald's India,203.16,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India
1296,TXN001297,2019-02-11,06:34:44,Airtel,UPI Collect Airtel,1370.51,INR,UPI,Debit,Bills,Mumbai,Maharashtra,India
1297,TXN001298,2019-02-11,08:01:04,Municipal Water Department,Auto Debit Municipal Water Department,215.37,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
1298,TXN001299,2019-02-11,09:01:34,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,1741.12,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
1299,TXN001300,2019-02-11,14:58:45,Blinkit,POS Purchase Blinkit,429.28,INR,Credit Card,Debit,Groceries,Bengaluru,Karnataka,India
1300,TXN001301,2019-02-11,16:45:53,Nature's Basket,UPI Payment Nature's Basket,478.12,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
1301,TXN001302,2019-02-12,06:01:41,LIC,Auto Debit LIC,8033.57,INR,Auto Debit,Debit,Insurance,Bengaluru,Karnataka,India
1302,TXN001303,2019-02-12,08:41:09,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2611.84,INR,Auto Debit,Debit,Bills,Lucknow,Uttar Pradesh,India
1303,TXN001304,2019-02-12,13:38:40,Cafe Coffee Day,UPI/Paytm/Cafe Coffee Day,355.15,INR,UPI,Debit,Food,Chennai,Tamil Nadu,India
1304,TXN001305,2019-02-12,14:20:13,Flipkart,POS Purchase Flipkart,1183.9,INR,Credit Card,Debit,Shopping,Ahmedabad,Gujarat,India
1305,TXN001306,2019-02-13,12:08:19,Third Wave Coffee,UPI Payment Third Wave Coffee,139.64,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India
1306,TXN001307,2019-02-13,13:18:03,BigBasket,UPI/DR/536552767442/BigBasket,440.64,INR,UPI,Debit,Groceries,Surat,Gujarat,India
1307,TXN001308,2019-02-14,14:15:15,McDonald's India,UPI/DR/920612493341/McDonald's India,359.97,INR,UPI,Debit,Food,Surat,Gujarat,India
