transaction_date,amount,day,week,month,weekend,month_end,salary_week,festival_season
2019-03-21,2787.0,21,12,3,0,0,0,0
2019-03-21,3373.49,21,12,3,0,0,0,0
2019-03-21,193.66,21,12,3,0,0,0,0
2019-03-21,728.41,21,12,3,0,0,0,0
2019-03-22,6998.92,22,12,3,0,0,0,0
2019-03-23,880.77,23,12,3,1,0,0,0
2019-03-23,3514.06,23,12,3,1,0,0,0
2019-03-24,1269.07,24,12,3,1,0,0,0
2019-03-24,2728.77,24,12,3,1,0,0,0
2019-03-24,3294.51,24,12,3,1,0,0,0
2019-03-26,296.46,26,13,3,0,0,1,0
2019-03-26,653.84,26,13,3,0,0,1,0
2019-03-27,7965.89,27,13,3,0,0,1,0
2019-03-27,697.43,27,13,3,0,0,1,0
2019-03-27,2734.38,27,13,3,0,0,1,0
2019-03-29,44479.59,29,13,3,0,0,1,0
2019-03-29,190.83,29,13,3,0,0,1,0
2019-03-29,2659.6,29,13,3,0,0,1,0
2019-03-30,176.49,30,13,3,1,0,1,0
2019-03-30,636.3,30,13,3,1,0,1,0
2019-03-30,193.51,30,13,3,1,0,1,0
2019-03-30,184.08,30,13,3,1,0,1,0
2019-03-31,225.02,31,13,3,1,1,1,0
2019-04-01,3557.34,1,14,4,0,0,1,0
2019-04-01,1205.33,1,14,4,0,0,1,0
2019-04-01,475.75,1,14,4,0,0,1,0
2019-04-02,454.3,2,14,4,0,0,1,0
2019-04-02,1182.78,2,14,4,0,0,1,0
2019-04-02,4645.18,2,14,4,0,0,1,0
2019-04-02,309.86,2,14,4,0,0,1,0
2019-04-03,163.24,3,14,4,0,0,0,0
2019-04-03,1335.95,3,14,4,0,0,0,0
2019-04-03,524.96,3,14,4,0,0,0,0
2019-04-03,727.83,3,14,4,0,0,0,0
2019-04-03,448.69,3,14,4,0,0,0,0
2019-04-04,2661.76,4,14,4,0,0,0,0
2019-04-04,467.05,4,14,4,0,0,0,0
2019-04-06,3600.63,6,14,4,1,0,0,0
2019-04-06,301.98,6,14,4,1,0,0,0
2019-04-06,3566.5,6,14,4,1,0,0,0
2019-04-06,2964.03,6,14,4,1,0,0,0
2019-04-06,1535.77,6,14,4,1,0,0,0
2019-04-07,421.85,7,14,4,1,0,0,0
2019-04-07,8600.84,7,14,4,1,0,0,0
2019-04-07,4823.08,7,14,4,1,0,0,0
2019-04-07,1448.56,7,14,4,1,0,0,0
2019-04-07,703.5,7,14,4,1,0,0,0
2019-04-08,8639.82,8,15,4,0,0,0,0
2019-04-08,3783.73,8,15,4,0,0,0,0
2019-04-08,623.73,8,15,4,0,0,0,0
2019-04-09,3810.92,9,15,4,0,0,0,0
2019-04-10,2562.65,10,15,4,0,0,0,0
2019-04-11,287.99,11,15,4,0,0,0,0
2019-04-11,505.76,11,15,4,0,0,0,0
2019-04-11,569.53,11,15,4,0,0,0,0
2019-04-12,190.78,12,15,4,0,0,0,0
2019-04-12,5246.0,12,15,4,0,0,0,0
2019-04-12,45024.58,12,15,4,0,0,0,0
2019-04-12,1411.53,12,15,4,0,0,0,0
2019-04-13,8141.15,13,15,4,1,0,0,0
2019-04-14,8404.06,14,15,4,1,0,0,0
2019-04-14,743.01,14,15,4,1,0,0,0
2019-04-14,488.81,14,15,4,1,0,0,0
2019-04-15,2527.02,15,16,4,0,0,0,0
2019-04-15,1164.25,15,16,4,0,0,0,0
2019-04-15,691.86,15,16,4,0,0,0,0
2019-04-16,4788.63,16,16,4,0,0,0,0
2019-04-16,3540.34,16,16,4,0,0,0,0
2019-04-16,243.58,16,16,4,0,0,0,0
2019-04-16,4667.24,16,16,4,0,0,0,0
2019-04-16,463.09,16,16,4,0,0,0,0
2019-04-16,916.81,16,16,4,0,0,0,0
2019-04-16,3776.72,16,16,4,0,0,0,0
2019-04-16,1179.34,16,16,4,0,0,0,0
2019-04-16,1228.11,16,16,4,0,0,0,0
2019-04-17,1302.67,17,16,4,0,0,0,0
2019-04-17,211.71,17,16,4,0,0,0,0
2019-04-17,957.01,17,16,4,0,0,0,0
2019-04-17,3613.89,17,16,4,0,0,0,0
2019-04-18,7592.08,18,16,4,0,0,0,0
2019-04-18,1559.99,18,16,4,0,0,0,0
2019-04-18,3896.18,18,16,4,0,0,0,0
2019-04-18,2400.0,18,16,4,0,0,0,0
2019-04-19,755.97,19,16,4,0,0,0,0
2019-04-20,294.4,20,16,4,1,0,0,0
2019-04-20,2690.99,20,16,4,1,0,0,0
2019-04-20,1196.02,20,16,4,1,0,0,0
2019-04-21,167.15,21,16,4,1,0,0,0
2019-04-21,235.31,21,16,4,1,0,0,0
2019-04-21,609.69,21,16,4,1,0,0,0
2019-04-21,956.14,21,16,4,1,0,0,0
2019-04-21,939.75,21,16,4,1,0,0,0
2019-04-22,4354.13,22,17,4,0,0,0,0
2019-04-22,4804.61,22,17,4,0,0,0,0
2019-04-22,568.8,22,17,4,0,0,0,0
2019-04-22,4865.74,22,17,4,0,0,0,0
2019-04-23,2718.47,23,17,4,0,0,0,0
2019-04-23,2531.75,23,17,4,0,0,0,0
2019-04-23,2975.04,23,17,4,0,0,0,0
2019-04-23,676.95,23,17,4,0,0,0,0
2019-04-24,277.8,24,17,4,0,0,0,0
2019-04-26,42783.69,26,17,4,0,0,1,0
2019-04-26,2499.95,26,17,4,0,0,1,0
2019-04-26,3735.87,26,17,4,0,0,1,0
2019-04-26,678.62,26,17,4,0,0,1,0
2019-04-27,206.63,27,17,4,1,0,1,0
2019-04-27,207.68,27,17,4,1,0,1,0
2019-04-28,285.83,28,17,4,1,0,1,0
2019-04-28,8103.93,28,17,4,1,0,1,0
2019-04-28,3628.34,28,17,4,1,0,1,0
2019-04-28,570.13,28,17,4,1,0,1,0
2019-04-28,210.81,28,17,4,1,0,1,0
2019-04-28,469.52,28,17,4,1,0,1,0
2019-04-29,3680.65,29,18,4,0,0,1,0
2019-04-29,10541.12,29,18,4,0,0,1,0
2019-04-29,152.75,29,18,4,0,0,1,0
2019-04-29,419.7,29,18,4,0,0,1,0
2019-04-29,196.8,29,18,4,0,0,1,0
2019-04-30,213.7,30,18,4,0,1,1,0
2019-04-30,3577.22,30,18,4,0,1,1,0
2019-04-30,5111.07,30,18,4,0,1,1,0
2019-05-01,3728.75,1,18,5,0,0,1,0
2019-05-03,8084.36,3,18,5,0,0,0,0
2019-05-03,1288.64,3,18,5,0,0,0,0
2019-05-03,290.2,3,18,5,0,0,0,0
2019-05-03,5623.17,3,18,5,0,0,0,0
2019-05-03,4017.31,3,18,5,0,0,0,0
2019-05-04,5410.64,4,18,5,1,0,0,0
2019-05-04,5216.66,4,18,5,1,0,0,0
2019-05-05,779.14,5,18,5,1,0,0,0
2019-05-06,3824.97,6,19,5,0,0,0,0
2019-05-06,5583.16,6,19,5,0,0,0,0
2019-05-06,3669.23,6,19,5,0,0,0,0
2019-05-06,5457.87,6,19,5,0,0,0,0
2019-05-06,409.19,6,19,5,0,0,0,0
2019-05-06,1250.66,6,19,5,0,0,0,0
2019-05-07,3415.94,7,19,5,0,0,0,0
2019-05-07,494.32,7,19,5,0,0,0,0
2019-05-07,23543.32,7,19,5,0,0,0,0
2019-05-08,402.81,8,19,5,0,0,0,0
2019-05-08,398.22,8,19,5,0,0,0,0
2019-05-09,5714.58,9,19,5,0,0,0,0
2019-05-09,7783.46,9,19,5,0,0,0,0
2019-05-09,180.93,9,19,5,0,0,0,0
2019-05-09,3419.84,9,19,5,0,0,0,0
2019-05-10,43452.98,10,19,5,0,0,0,0
2019-05-10,932.22,10,19,5,0,0,0,0
2019-05-10,383.56,10,19,5,0,0,0,0
2019-05-11,215.21,11,19,5,1,0,0,0
2019-05-11,154.11,11,19,5,1,0,0,0
2019-05-11,195.45,11,19,5,1,0,0,0
2019-05-11,673.02,11,19,5,1,0,0,0
2019-05-11,288.14,11,19,5,1,0,0,0
2019-05-12,23730.95,12,19,5,1,0,0,0
2019-05-13,308.96,13,20,5,0,0,0,0
2019-05-15,8156.13,15,20,5,0,0,0,0
2019-05-15,379.16,15,20,5,0,0,0,0
2019-05-15,8444.78,15,20,5,0,0,0,0
2019-05-15,5764.07,15,20,5,0,0,0,0
2019-05-15,3597.81,15,20,5,0,0,0,0
2019-05-15,644.02,15,20,5,0,0,0,0
2019-05-16,413.96,16,20,5,0,0,0,0
2019-05-16,578.93,16,20,5,0,0,0,0
2019-05-17,8080.37,17,20,5,0,0,0,0
2019-05-17,383.03,17,20,5,0,0,0,0
2019-05-17,1006.7,17,20,5,0,0,0,0
2019-05-17,405.6,17,20,5,0,0,0,0
2019-05-18,8214.63,18,20,5,1,0,0,0
2019-05-18,194.16,18,20,5,1,0,0,0
2019-05-18,422.08,18,20,5,1,0,0,0
2019-05-18,3300.86,18,20,5,1,0,0,0
2019-05-20,153.49,20,21,5,0,0,0,0
2019-05-20,395.0,20,21,5,0,0,0,0
2019-05-21,710.48,21,21,5,0,0,0,0
2019-05-22,489.03,22,21,5,0,0,0,0
2019-05-22,188.33,22,21,5,0,0,0,0
2019-05-23,5437.47,23,21,5,0,0,0,0
2019-05-23,833.67,23,21,5,0,0,0,0
2019-05-23,515.52,23,21,5,0,0,0,0
2019-05-23,396.33,23,21,5,0,0,0,0
2019-05-23,218.41,23,21,5,0,0,0,0
2019-05-23,3317.35,23,21,5,0,0,0,0
2019-05-24,43478.43,24,21,5,0,0,0,0
2019-05-24,828.21,24,21,5,0,0,0,0
2019-05-24,158.95,24,21,5,0,0,0,0
2019-05-25,3653.56,25,21,5,1,0,1,0
2019-05-25,399.51,25,21,5,1,0,1,0
2019-05-26,207.24,26,21,5,1,0,1,0
2019-05-26,1377.91,26,21,5,1,0,1,0
2019-05-26,223.5,26,21,5,1,0,1,0
2019-05-26,433.75,26,21,5,1,0,1,0
2019-05-26,415.12,26,21,5,1,0,1,0
2019-05-26,545.18,26,21,5,1,0,1,0
2019-05-26,706.05,26,21,5,1,0,1,0
2019-05-27,3415.45,27,22,5,0,0,1,0
2019-05-28,420.52,28,22,5,0,0,1,0
2019-05-28,958.01,28,22,5,0,0,1,0
2019-05-28,410.9,28,22,5,0,0,1,0
2019-05-28,975.18,28,22,5,0,0,1,0
2019-05-29,3445.44,29,22,5,0,0,1,0
2019-05-29,671.11,29,22,5,0,0,1,0
2019-05-30,1393.67,30,22,5,0,0,1,0
2019-05-30,3528.95,30,22,5,0,0,1,0
2019-05-30,5570.15,30,22,5,0,0,1,0
2019-05-30,539.62,30,22,5,0,0,1,0
2019-05-31,996.69,31,22,5,0,1,1,0
2019-05-31,902.76,31,22,5,0,1,1,0
2019-06-01,1547.21,1,22,6,1,0,1,0
2019-06-01,194.97,1,22,6,1,0,1,0
2019-06-01,1918.91,1,22,6,1,0,1,0
2019-06-01,842.48,1,22,6,1,0,1,0
2019-06-01,309.76,1,22,6,1,0,1,0
2019-06-02,2420.56,2,22,6,1,0,1,0
2019-06-02,147.36,2,22,6,1,0,1,0
2019-06-02,8217.82,2,22,6,1,0,1,0
2019-06-02,1982.53,2,22,6,1,0,1,0
2019-06-02,604.94,2,22,6,1,0,1,0
2019-06-02,3290.82,2,22,6,1,0,1,0
2019-06-03,1774.19,3,23,6,0,0,0,0
2019-06-03,154.03,3,23,6,0,0,0,0
2019-06-03,997.22,3,23,6,0,0,0,0
2019-06-04,5023.96,4,23,6,0,0,0,0
2019-06-04,148.97,4,23,6,0,0,0,0
2019-06-05,216.12,5,23,6,0,0,0,0
2019-06-05,1884.67,5,23,6,0,0,0,0
2019-06-05,1027.42,5,23,6,0,0,0,0
2019-06-05,3234.15,5,23,6,0,0,0,0
2019-06-06,1486.42,6,23,6,0,0,0,0
2019-06-06,3390.54,6,23,6,0,0,0,0
2019-06-06,8441.15,6,23,6,0,0,0,0
2019-06-06,3747.24,6,23,6,0,0,0,0
2019-06-06,1517.87,6,23,6,0,0,0,0
2019-06-06,3269.48,6,23,6,0,0,0,0
2019-06-07,46265.66,7,23,6,0,0,0,0
2019-06-07,549.27,7,23,6,0,0,0,0
2019-06-07,188.56,7,23,6,0,0,0,0
2019-06-07,879.25,7,23,6,0,0,0,0
2019-06-08,4963.3,8,23,6,1,0,0,0
2019-06-08,8311.09,8,23,6,1,0,0,0
2019-06-09,1402.24,9,23,6,1,0,0,0
2019-06-09,824.41,9,23,6,1,0,0,0
2019-06-10,1476.41,10,24,6,0,0,0,0
2019-06-10,1020.72,10,24,6,0,0,0,0
2019-06-11,7658.91,11,24,6,0,0,0,0
2019-06-11,1585.54,11,24,6,0,0,0,0
2019-06-11,312.06,11,24,6,0,0,0,0
2019-06-11,1534.72,11,24,6,0,0,0,0
2019-06-11,807.7,11,24,6,0,0,0,0
2019-06-11,577.3,11,24,6,0,0,0,0
2019-06-11,1000.34,11,24,6,0,0,0,0
2019-06-12,159.71,12,24,6,0,0,0,0
2019-06-12,313.98,12,24,6,0,0,0,0
2019-06-14,1803.02,14,24,6,0,0,0,0
2019-06-16,206.73,16,24,6,1,0,0,0
2019-06-16,2908.65,16,24,6,1,0,0,0
2019-06-16,811.61,16,24,6,1,0,0,0
2019-06-16,154.93,16,24,6,1,0,0,0
2019-06-17,1326.07,17,25,6,0,0,0,0
2019-06-17,833.46,17,25,6,0,0,0,0
2019-06-18,420.78,18,25,6,0,0,0,0
2019-06-18,3951.02,18,25,6,0,0,0,0
2019-06-19,8967.86,19,25,6,0,0,0,0
2019-06-19,1489.25,19,25,6,0,0,0,0
2019-06-19,8286.68,19,25,6,0,0,0,0
2019-06-19,3352.5,19,25,6,0,0,0,0
2019-06-19,157.19,19,25,6,0,0,0,0
2019-06-20,3295.5,20,25,6,0,0,0,0
2019-06-20,155.62,20,25,6,0,0,0,0
2019-06-20,159.92,20,25,6,0,0,0,0
2019-06-20,2650.73,20,25,6,0,0,0,0
2019-06-21,43178.85,21,25,6,0,0,0,0
2019-06-21,404.09,21,25,6,0,0,0,0
2019-06-21,5427.54,21,25,6,0,0,0,0
2019-06-22,8989.75,22,25,6,1,0,0,0
2019-06-23,212.97,23,25,6,1,0,0,0
2019-06-23,452.86,23,25,6,1,0,0,0
2019-06-24,208.94,24,26,6,0,0,0,0
2019-06-25,2408.91,25,26,6,0,0,1,0
2019-06-25,1041.05,25,26,6,0,0,1,0
2019-06-25,537.66,25,26,6,0,0,1,0
2019-06-26,8843.13,26,26,6,0,0,1,0
2019-06-26,8334.9,26,26,6,0,0,1,0
2019-06-26,3223.81,26,26,6,0,0,1,0
2019-06-26,3009.19,26,26,6,0,0,1,0
2019-06-27,3021.93,27,26,6,0,0,1,0
2019-06-28,2724.63,28,26,6,0,0,1,0
2019-06-30,1289.35,30,26,6,1,1,1,0
2019-06-30,1502.87,30,26,6,1,1,1,0
2019-06-30,827.88,30,26,6,1,1,1,0
2019-06-30,454.09,30,26,6,1,1,1,0
2019-06-30,454.94,30,26,6,1,1,1,0
2019-07-01,5967.97,1,27,7,0,0,1,0
2019-07-01,2504.6,1,27,7,0,0,1,0
2019-07-02,336.45,2,27,7,0,0,1,0
2019-07-02,140.44,2,27,7,0,0,1,0
2019-07-02,488.21,2,27,7,0,0,1,0
2019-07-03,201.17,3,27,7,0,0,0,0
2019-07-03,2693.4,3,27,7,0,0,0,0
2019-07-04,206.5,4,27,7,0,0,0,0
2019-07-04,2465.61,4,27,7,0,0,0,0
2019-07-04,226.02,4,27,7,0,0,0,0
2019-07-04,313.23,4,27,7,0,0,0,0
2019-07-05,2539.75,5,27,7,0,0,0,0
2019-07-05,3368.81,5,27,7,0,0,0,0
2019-07-05,62918.91,5,27,7,0,0,0,0
2019-07-05,2279.9,5,27,7,0,0,0,0
2019-07-05,3357.47,5,27,7,0,0,0,0
2019-07-06,1581.99,6,27,7,1,0,0,0
2019-07-06,478.21,6,27,7,1,0,0,0
2019-07-07,381.3,7,27,7,1,0,0,0
2019-07-07,8358.0,7,27,7,1,0,0,0
2019-07-07,660.68,7,27,7,1,0,0,0
2019-07-08,2372.47,8,28,7,0,0,0,0
2019-07-08,8425.93,8,28,7,0,0,0,0
2019-07-09,388.13,9,28,7,0,0,0,0
2019-07-09,343.18,9,28,7,0,0,0,0
2019-07-09,203.85,9,28,7,0,0,0,0
2019-07-10,1717.06,10,28,7,0,0,0,0
2019-07-10,530.73,10,28,7,0,0,0,0
2019-07-10,536.43,10,28,7,0,0,0,0
2019-07-10,709.38,10,28,7,0,0,0,0
2019-07-10,2651.57,10,28,7,0,0,0,0
2019-07-11,800.26,11,28,7,0,0,0,0
2019-07-11,411.05,11,28,7,0,0,0,0
2019-07-11,355.32,11,28,7,0,0,0,0
2019-07-11,1410.12,11,28,7,0,0,0,0
2019-07-11,1288.99,11,28,7,0,0,0,0
2019-07-12,1691.09,12,28,7,0,0,0,0
2019-07-12,332.1,12,28,7,0,0,0,0
2019-07-12,2595.06,12,28,7,0,0,0,0
2019-07-12,324.45,12,28,7,0,0,0,0
2019-07-12,188.77,12,28,7,0,0,0,0
2019-07-12,585.72,12,28,7,0,0,0,0
2019-07-13,2313.05,13,28,7,1,0,0,0
2019-07-13,1507.28,13,28,7,1,0,0,0
2019-07-13,2279.74,13,28,7,1,0,0,0
2019-07-13,345.13,13,28,7,1,0,0,0
2019-07-14,8993.8,14,28,7,1,0,0,0
2019-07-14,349.96,14,28,7,1,0,0,0
2019-07-14,2813.54,14,28,7,1,0,0,0
2019-07-14,732.58,14,28,7,1,0,0,0
2019-07-14,710.31,14,28,7,1,0,0,0
2019-07-14,659.9,14,28,7,1,0,0,0
2019-07-15,329.79,15,29,7,0,0,0,0
2019-07-16,2729.35,16,29,7,0,0,0,0
2019-07-16,161.8,16,29,7,0,0,0,0
2019-07-16,224.43,16,29,7,0,0,0,0
2019-07-17,2719.3,17,29,7,0,0,0,0
2019-07-17,506.16,17,29,7,0,0,0,0
2019-07-17,2488.31,17,29,7,0,0,0,0
2019-07-18,209.41,18,29,7,0,0,0,0
2019-07-18,532.26,18,29,7,0,0,0,0
2019-07-18,483.25,18,29,7,0,0,0,0
2019-07-18,319.84,18,29,7,0,0,0,0
2019-07-19,65194.21,19,29,7,0,0,0,0
2019-07-19,384.66,19,29,7,0,0,0,0
2019-07-19,217.33,19,29,7,0,0,0,0
2019-07-19,2181.51,19,29,7,0,0,0,0
2019-07-19,692.36,19,29,7,0,0,0,0
2019-07-19,680.69,19,29,7,0,0,0,0
2019-07-20,8033.08,20,29,7,1,0,0,0
2019-07-20,559.45,20,29,7,1,0,0,0
2019-07-20,1526.97,20,29,7,1,0,0,0
2019-07-20,1273.6,20,29,7,1,0,0,0
2019-07-21,8314.94,21,29,7,1,0,0,0
2019-07-21,151.8,21,29,7,1,0,0,0
2019-07-21,844.91,21,29,7,1,0,0,0
2019-07-21,486.1,21,29,7,1,0,0,0
2019-07-21,2330.56,21,29,7,1,0,0,0
2019-07-21,1265.59,21,29,7,1,0,0,0
2019-07-22,2515.51,22,30,7,0,0,0,0
2019-07-22,651.86,22,30,7,0,0,0,0
2019-07-23,5083.78,23,30,7,0,0,0,0
2019-07-24,1298.54,24,30,7,0,0,0,0
2019-07-24,2307.5,24,30,7,0,0,0,0
2019-07-24,2786.75,24,30,7,0,0,0,0
2019-07-24,345.83,24,30,7,0,0,0,0
2019-07-24,2589.62,24,30,7,0,0,0,0
2019-07-25,2373.59,25,30,7,0,0,1,0
2019-07-25,139.24,25,30,7,0,0,1,0
2019-07-25,577.92,25,30,7,0,0,1,0
2019-07-25,336.25,25,30,7,0,0,1,0
2019-07-26,226.25,26,30,7,0,0,1,0
2019-07-26,318.1,26,30,7,0,0,1,0
2019-07-26,3568.22,26,30,7,0,0,1,0
2019-07-27,2359.1,27,30,7,1,0,1,0
2019-07-27,662.98,27,30,7,1,0,1,0
2019-07-28,976.44,28,30,7,1,0,1,0
2019-07-28,942.31,28,30,7,1,0,1,0
2019-07-29,1733.23,29,31,7,0,0,1,0
2019-07-30,1260.72,30,31,7,0,0,1,0
2019-07-30,2433.02,30,31,7,0,0,1,0
2019-07-30,565.9,30,31,7,0,0,1,0
2019-07-31,194.56,31,31,7,0,1,1,0
2019-07-31,223.08,31,31,7,0,1,1,0
2019-08-01,466.97,1,31,8,0,0,1,0
2019-08-02,64085.11,2,31,8,0,0,1,0
2019-08-02,3144.96,2,31,8,0,0,1,0
2019-08-02,3326.2,2,31,8,0,0,1,0
2019-08-02,343.06,2,31,8,0,0,1,0
2019-08-03,8122.37,3,31,8,1,0,0,0
2019-08-03,463.69,3,31,8,1,0,0,0
2019-08-04,166.92,4,31,8,1,0,0,0
2019-08-04,529.16,4,31,8,1,0,0,0
2019-08-04,1690.06,4,31,8,1,0,0,0
2019-08-04,619.17,4,31,8,1,0,0,0
2019-08-04,3094.4,4,31,8,1,0,0,0
2019-08-04,3112.24,4,31,8,1,0,0,0
2019-08-05,3006.56,5,32,8,0,0,0,0
2019-08-05,187.74,5,32,8,0,0,0,0
2019-08-05,1337.57,5,32,8,0,0,0,0
2019-08-05,1168.68,5,32,8,0,0,0,0
2019-08-06,142.07,6,32,8,0,0,0,0
2019-08-06,600.06,6,32,8,0,0,0,0
2019-08-06,597.31,6,32,8,0,0,0,0
2019-08-07,1579.57,7,32,8,0,0,0,0
2019-08-07,476.85,7,32,8,0,0,0,0
2019-08-07,143.5,7,32,8,0,0,0,0
2019-08-08,1721.41,8,32,8,0,0,0,0
2019-08-08,611.9,8,32,8,0,0,0,0
2019-08-09,4001.14,9,32,8,0,0,0,0
2019-08-09,137.34,9,32,8,0,0,0,0
2019-08-10,626.82,10,32,8,1,0,0,0
2019-08-11,138.41,11,32,8,1,0,0,0
2019-08-11,3403.18,11,32,8,1,0,0,0
2019-08-12,1742.7,12,33,8,0,0,0,0
2019-08-12,5416.43,12,33,8,0,0,0,0
2019-08-12,191.42,12,33,8,0,0,0,0
2019-08-12,192.12,12,33,8,0,0,0,0
2019-08-12,570.6,12,33,8,0,0,0,0
2019-08-12,436.46,12,33,8,0,0,0,0
2019-08-13,780.34,13,33,8,0,0,0,0
2019-08-13,1405.66,13,33,8,0,0,0,0
2019-08-13,139.43,13,33,8,0,0,0,0
2019-08-14,305.64,14,33,8,0,0,0,0
2019-08-14,7822.56,14,33,8,0,0,0,0
2019-08-14,1759.74,14,33,8,0,0,0,0
2019-08-14,148.84,14,33,8,0,0,0,0
2019-08-15,147.5,15,33,8,0,0,0,0
2019-08-15,227.07,15,33,8,0,0,0,0
2019-08-16,66323.7,16,33,8,0,0,0,0
2019-08-16,407.33,16,33,8,0,0,0,0
2019-08-16,347.16,16,33,8,0,0,0,0
2019-08-17,541.21,17,33,8,1,0,0,0
2019-08-17,138.43,17,33,8,1,0,0,0
2019-08-17,143.24,17,33,8,1,0,0,0
2019-08-18,1126.34,18,33,8,1,0,0,0
2019-08-18,490.45,18,33,8,1,0,0,0
2019-08-18,813.9,18,33,8,1,0,0,0
2019-08-18,468.39,18,33,8,1,0,0,0
2019-08-19,8770.03,19,34,8,0,0,0,0
2019-08-19,3322.95,19,34,8,0,0,0,0
2019-08-20,8907.87,20,34,8,0,0,0,0
2019-08-20,1563.41,20,34,8,0,0,0,0
2019-08-21,1325.42,21,34,8,0,0,0,0
2019-08-21,226.83,21,34,8,0,0,0,0
2019-08-21,8359.8,21,34,8,0,0,0,0
2019-08-21,302.25,21,34,8,0,0,0,0
2019-08-21,8456.97,21,34,8,0,0,0,0
2019-08-22,386.79,22,34,8,0,0,0,0
2019-08-22,8106.69,22,34,8,0,0,0,0
2019-08-23,639.31,23,34,8,0,0,0,0
2019-08-23,332.28,23,34,8,0,0,0,0
2019-08-23,152.71,23,34,8,0,0,0,0
2019-08-24,8269.12,24,34,8,1,0,0,0
2019-08-24,597.19,24,34,8,1,0,0,0
2019-08-24,561.58,24,34,8,1,0,0,0
2019-08-25,3167.36,25,34,8,1,0,1,0
2019-08-25,576.09,25,34,8,1,0,1,0
2019-08-25,140.52,25,34,8,1,0,1,0
2019-08-25,144.9,25,34,8,1,0,1,0
2019-08-26,456.35,26,35,8,0,0,1,0
2019-08-26,1007.38,26,35,8,0,0,1,0
2019-08-26,146.86,26,35,8,0,0,1,0
2019-08-26,137.41,26,35,8,0,0,1,0
2019-08-27,1739.21,27,35,8,0,0,1,0
2019-08-27,150.05,27,35,8,0,0,1,0
2019-08-27,548.96,27,35,8,0,0,1,0
2019-08-28,605.77,28,35,8,0,0,1,0
2019-08-29,376.96,29,35,8,0,0,1,0
2019-08-29,157.17,29,35,8,0,0,1,0
2019-08-29,196.57,29,35,8,0,0,1,0
2019-08-30,67511.5,30,35,8,0,0,1,0
2019-08-30,419.34,30,35,8,0,0,1,0
2019-08-30,220.75,30,35,8,0,0,1,0
2019-08-30,337.24,30,35,8,0,0,1,0
2019-08-31,3071.03,31,35,8,1,1,1,0
2019-08-31,144.84,31,35,8,1,1,1,0
2019-08-31,3490.36,31,35,8,1,1,1,0
2019-09-01,7646.7,1,35,9,1,0,1,0
2019-09-01,167.35,1,35,9,1,0,1,0
2019-09-01,1824.12,1,35,9,1,0,1,0
2019-09-01,1484.04,1,35,9,1,0,1,0
2019-09-03,959.07,3,36,9,0,0,0,0
2019-09-05,9504.31,5,36,9,0,0,0,0
2019-09-05,3305.27,5,36,9,0,0,0,0
2019-09-05,3144.55,5,36,9,0,0,0,0
2019-09-06,792.72,6,36,9,0,0,0,0
2019-09-06,3147.49,6,36,9,0,0,0,0
2019-09-06,9935.19,6,36,9,0,0,0,0
2019-09-06,387.22,6,36,9,0,0,0,0
2019-09-06,8076.08,6,36,9,0,0,0,0
2019-09-06,2039.07,6,36,9,0,0,0,0
2019-09-06,152.48,6,36,9,0,0,0,0
2019-09-06,472.9,6,36,9,0,0,0,0
2019-09-06,145.16,6,36,9,0,0,0,0
2019-09-06,1219.38,6,36,9,0,0,0,0
2019-09-07,992.67,7,36,9,1,0,0,0
2019-09-07,995.52,7,36,9,1,0,0,0
2019-09-07,911.46,7,36,9,1,0,0,0
2019-09-07,155.75,7,36,9,1,0,0,0
2019-09-08,10946.9,8,36,9,1,0,0,0
2019-09-08,116.81,8,36,9,1,0,0,0
2019-09-08,1224.64,8,36,9,1,0,0,0
2019-09-09,10130.0,9,37,9,0,0,0,0
2019-09-09,160.77,9,37,9,0,0,0,0
2019-09-09,1501.08,9,37,9,0,0,0,0
2019-09-09,1501.37,9,37,9,0,0,0,0
2019-09-10,4138.51,10,37,9,0,0,0,0
2019-09-10,593.85,10,37,9,0,0,0,0
2019-09-11,189.72,11,37,9,0,0,0,0
2019-09-11,3249.57,11,37,9,0,0,0,0
2019-09-11,282.59,11,37,9,0,0,0,0
2019-09-11,2532.28,11,37,9,0,0,0,0
2019-09-11,1199.09,11,37,9,0,0,0,0
2019-09-12,957.64,12,37,9,0,0,0,0
2019-09-12,1218.11,12,37,9,0,0,0,0
2019-09-12,888.8,12,37,9,0,0,0,0
2019-09-13,68118.93,13,37,9,0,0,0,0
2019-09-13,158.06,13,37,9,0,0,0,0
2019-09-14,3315.8,14,37,9,1,0,0,0
2019-09-14,1023.54,14,37,9,1,0,0,0
2019-09-14,2067.55,14,37,9,1,0,0,0
2019-09-14,222.14,14,37,9,1,0,0,0
2019-09-14,1490.46,14,37,9,1,0,0,0
2019-09-14,3272.83,14,37,9,1,0,0,0
2019-09-14,9199.89,14,37,9,1,0,0,0
2019-09-14,1327.69,14,37,9,1,0,0,0
2019-09-14,2812.36,14,37,9,1,0,0,0
2019-09-14,3135.32,14,37,9,1,0,0,0
2019-09-14,450.7,14,37,9,1,0,0,0
2019-09-15,905.17,15,37,9,1,0,0,0
2019-09-15,9844.44,15,37,9,1,0,0,0
2019-09-15,8163.2,15,37,9,1,0,0,0
2019-09-15,919.77,15,37,9,1,0,0,0
2019-09-16,192.49,16,38,9,0,0,0,0
2019-09-16,5068.43,16,38,9,0,0,0,0
