transaction_date,amount
2019-01-09,8205.32
2019-01-09,206.86
2019-01-09,158.79
2019-01-10,1646.73
2019-01-10,327.07
2019-01-10,505.29
2019-01-11,2750.46
2019-01-11,709.99
2019-01-11,1396.17
2019-01-11,1487.7
2019-01-12,2917.53
2019-01-13,3769.36
2019-01-14,716.92
2019-01-14,8142.13
2019-01-14,464.29
2019-01-15,193.09
2019-01-15,7683.66
2019-01-15,12909.44
2019-01-17,4184.85
2019-01-18,2631.84
2019-01-18,4940.38
2019-01-18,46672.79
2019-01-18,189.02
2019-01-18,2864.57
2019-01-19,2774.32
2019-01-20,1348.78
2019-01-21,5128.33
2019-01-22,5034.48
2019-01-22,834.96
2019-01-24,4107.1
2019-01-24,12734.71
2019-01-24,1297.35
2019-01-25,5528.32
2019-01-25,2804.23
2019-01-25,3913.21
2019-01-26,4190.36
2019-01-26,538.24
2019-01-27,549.88
2019-01-27,562.61
2019-01-27,843.15
2019-01-27,1521.11
2019-01-28,810.03
2019-01-29,551.16
2019-01-29,4185.17
2019-01-29,312.38
2019-01-30,2732.35
2019-01-30,149.74
2019-01-30,13167.99
2019-01-30,582.32
2019-02-01,47470.07
2019-02-01,140.73
2019-02-01,592.08
2019-02-01,570.94
2019-02-01,557.21
2019-02-01,1418.74
2019-02-01,2377.18
2019-02-03,191.4
2019-02-03,1035.68
2019-02-04,302.93
2019-02-04,2863.97
2019-02-04,1383.29
2019-02-05,1734.88
2019-02-05,1549.97
2019-02-05,519.82
2019-02-06,211.18
2019-02-06,609.07
2019-02-07,155.87
2019-02-07,5293.45
2019-02-07,1303.83
2019-02-08,206.2
2019-02-08,5511.21
2019-02-08,3123.49
2019-02-08,1384.93
2019-02-08,330.42
2019-02-09,8241.22
2019-02-10,2302.29
2019-02-10,203.16
2019-02-11,1370.51
2019-02-11,215.37
2019-02-11,1741.12
2019-02-11,429.28
2019-02-11,478.12
2019-02-12,8033.57
2019-02-12,2611.84
2019-02-12,355.15
2019-02-12,1183.9
2019-02-13,139.64
2019-02-13,440.64
2019-02-14,359.97
2019-02-14,406.35
2019-02-15,45113.26
2019-02-15,2230.95
2019-02-15,2134.04
2019-02-15,2210.16
2019-02-16,5454.75
2019-02-17,1252.66
2019-02-18,2129.89
2019-02-18,168.3
2019-02-18,147.88
2019-02-18,148.91
2019-02-19,5241.98
2019-02-19,335.13
2019-02-19,579.11
2019-02-19,1361.83
2019-02-20,1291.23
2019-02-20,998.98
2019-02-22,307.75
2019-02-22,7562.85
2019-02-22,2861.49
2019-02-22,195.02
2019-02-22,473.8
2019-02-22,603.44
2019-02-22,1073.64
2019-02-23,2884.01
2019-02-23,969.0
2019-02-24,4379.95
2019-02-24,2842.66
2019-02-24,1251.79
2019-02-24,8247.75
2019-02-24,1557.24
2019-02-25,2236.24
2019-02-25,2636.98
2019-02-26,2276.12
2019-02-26,1864.76
2019-02-26,5207.05
2019-02-26,3056.39
2019-02-27,5176.8
2019-02-27,351.84
2019-02-28,146.35
2019-02-28,334.14
2019-03-01,46079.52
2019-03-01,223.63
2019-03-01,196.47
2019-03-02,307.34
2019-03-02,941.25
2019-03-03,2677.34
2019-03-03,824.94
2019-03-03,2971.52
2019-03-03,626.9
2019-03-04,6927.22
2019-03-04,625.1
2019-03-04,626.58
2019-03-04,2927.52
2019-03-05,4387.47
2019-03-06,5519.31
2019-03-06,23465.16
2019-03-06,3230.58
2019-03-06,182.27
2019-03-06,181.57
2019-03-07,206.14
2019-03-07,160.61
2019-03-07,434.59
2019-03-07,352.89
2019-03-08,23232.05
2019-03-09,2870.64
2019-03-09,8351.13
2019-03-09,8448.99
2019-03-09,165.96
2019-03-09,181.57
2019-03-11,1295.71
2019-03-12,2205.68
2019-03-12,3450.89
2019-03-12,474.05
2019-03-13,2794.2
2019-03-14,2683.09
2019-03-14,207.92
2019-03-15,44565.02
2019-03-15,2426.06
2019-03-15,2667.26
2019-03-16,8252.31
2019-03-16,192.49
2019-03-16,2424.61
2019-03-16,463.89
2019-03-17,1319.01
2019-03-17,6956.02
2019-03-17,197.52
2019-03-17,562.87
2019-03-18,3796.41
2019-03-18,5188.22
2019-03-18,365.1
2019-03-19,212.27
2019-03-19,191.9
2019-03-20,150.5
2019-03-20,144.31
2019-03-20,8675.42
2019-03-20,4130.01
2019-03-20,570.7
2019-03-20,539.87
2019-03-20,569.72
2019-03-21,2787.0
2019-03-21,3373.49
2019-03-21,193.66
2019-03-21,728.41
2019-03-22,6998.92
2019-03-23,880.77
2019-03-23,3514.06
2019-03-24,1269.07
2019-03-24,2728.77
2019-03-24,3294.51
2019-03-26,296.46
2019-03-26,653.84
2019-03-27,7965.89
2019-03-27,697.43
2019-03-27,2734.38
2019-03-29,44479.59
2019-03-29,190.83
2019-03-29,2659.6
2019-03-30,176.49
2019-03-30,636.3
2019-03-30,193.51
2019-03-30,184.08
2019-03-31,225.02
2019-04-01,3557.34
2019-04-01,1205.33
2019-04-01,475.75
2019-04-02,454.3
2019-04-02,1182.78
2019-04-02,4645.18
2019-04-02,309.86
2019-04-03,163.24
2019-04-03,1335.95
2019-04-03,524.96
2019-04-03,727.83
2019-04-03,448.69
2019-04-04,2661.76
2019-04-04,467.05
2019-04-06,3600.63
2019-04-06,301.98
2019-04-06,3566.5
2019-04-06,2964.03
2019-04-06,1535.77
2019-04-07,421.85
2019-04-07,8600.84
2019-04-07,4823.08
2019-04-07,1448.56
2019-04-07,703.5
2019-04-08,8639.82
2019-04-08,3783.73
2019-04-08,623.73
2019-04-09,3810.92
2019-04-10,2562.65
2019-04-11,287.99
2019-04-11,505.76
2019-04-11,569.53
2019-04-12,190.78
2019-04-12,5246.0
2019-04-12,45024.58
2019-04-12,1411.53
2019-04-13,8141.15
2019-04-14,8404.06
2019-04-14,743.01
2019-04-14,488.81
2019-04-15,2527.02
2019-04-15,1164.25
2019-04-15,691.86
2019-04-16,4788.63
2019-04-16,3540.34
2019-04-16,243.58
2019-04-16,4667.24
2019-04-16,463.09
2019-04-16,916.81
2019-04-16,3776.72
2019-04-16,1179.34
2019-04-16,1228.11
2019-04-17,1302.67
2019-04-17,211.71
2019-04-17,957.01
2019-04-17,3613.89
2019-04-18,7592.08
2019-04-18,1559.99
2019-04-18,3896.18
2019-04-18,2400.0
2019-04-19,755.97
2019-04-20,294.4
2019-04-20,2690.99
2019-04-20,1196.02
2019-04-21,167.15
2019-04-21,235.31
2019-04-21,609.69
2019-04-21,956.14
2019-04-21,939.75
2019-04-22,4354.13
2019-04-22,4804.61
2019-04-22,568.8
2019-04-22,4865.74
2019-04-23,2718.47
2019-04-23,2531.75
2019-04-23,2975.04
2019-04-23,676.95
2019-04-24,277.8
2019-04-26,42783.69
2019-04-26,2499.95
2019-04-26,3735.87
2019-04-26,678.62
2019-04-27,206.63
2019-04-27,207.68
2019-04-28,285.83
2019-04-28,8103.93
2019-04-28,3628.34
2019-04-28,570.13
2019-04-28,210.81
2019-04-28,469.52
2019-04-29,3680.65
2019-04-29,10541.12
2019-04-29,152.75
2019-04-29,419.7
2019-04-29,196.8
2019-04-30,213.7
2019-04-30,3577.22
2019-04-30,5111.07
2019-05-01,3728.75
2019-05-03,8084.36
2019-05-03,1288.64
2019-05-03,290.2
2019-05-03,5623.17
2019-05-03,4017.31
2019-05-04,5410.64
2019-05-04,5216.66
2019-05-05,779.14
2019-05-06,3824.97
2019-05-06,5583.16
2019-05-06,3669.23
2019-05-06,5457.87
2019-05-06,409.19
2019-05-06,1250.66
2019-05-07,3415.94
2019-05-07,494.32
2019-05-07,23543.32
2019-05-08,402.81
2019-05-08,398.22
2019-05-09,5714.58
2019-05-09,7783.46
2019-05-09,180.93
2019-05-09,3419.84
2019-05-10,43452.98
2019-05-10,932.22
2019-05-10,383.56
2019-05-11,215.21
2019-05-11,154.11
2019-05-11,195.45
2019-05-11,673.02
2019-05-11,288.14
2019-05-12,23730.95
2019-05-13,308.96
2019-05-15,8156.13
2019-05-15,379.16
2019-05-15,8444.78
2019-05-15,5764.07
2019-05-15,3597.81
2019-05-15,644.02
2019-05-16,413.96
2019-05-16,578.93
2019-05-17,8080.37
2019-05-17,383.03
2019-05-17,1006.7
2019-05-17,405.6
2019-05-18,8214.63
2019-05-18,194.16
2019-05-18,422.08
2019-05-18,3300.86
2019-05-20,153.49
2019-05-20,395.0
2019-05-21,710.48
2019-05-22,489.03
2019-05-22,188.33
2019-05-23,5437.47
2019-05-23,833.67
2019-05-23,515.52
2019-05-23,396.33
2019-05-23,218.41
2019-05-23,3317.35
2019-05-24,43478.43
2019-05-24,828.21
2019-05-24,158.95
2019-05-25,3653.56
2019-05-25,399.51
2019-05-26,207.24
2019-05-26,1377.91
2019-05-26,223.5
2019-05-26,433.75
2019-05-26,415.12
2019-05-26,545.18
2019-05-26,706.05
2019-05-27,3415.45
2019-05-28,420.52
2019-05-28,958.01
2019-05-28,410.9
2019-05-28,975.18
2019-05-29,3445.44
2019-05-29,671.11
2019-05-30,1393.67
2019-05-30,3528.95
2019-05-30,5570.15
2019-05-30,539.62
2019-05-31,996.69
2019-05-31,902.76
2019-06-01,1547.21
2019-06-01,194.97
2019-06-01,1918.91
2019-06-01,842.48
2019-06-01,309.76
2019-06-02,2420.56
2019-06-02,147.36
2019-06-02,8217.82
2019-06-02,1982.53
2019-06-02,604.94
2019-06-02,3290.82
2019-06-03,1774.19
2019-06-03,154.03
2019-06-03,997.22
2019-06-04,5023.96
2019-06-04,148.97
2019-06-05,216.12
2019-06-05,1884.67
2019-06-05,1027.42
2019-06-05,3234.15
2019-06-06,1486.42
2019-06-06,3390.54
2019-06-06,8441.15
2019-06-06,3747.24
2019-06-06,1517.87
2019-06-06,3269.48
2019-06-07,46265.66
2019-06-07,549.27
2019-06-07,188.56
2019-06-07,879.25
2019-06-08,4963.3
2019-06-08,8311.09
2019-06-09,1402.24
2019-06-09,824.41
2019-06-10,1476.41
2019-06-10,1020.72
2019-06-11,7658.91
2019-06-11,1585.54
2019-06-11,312.06
2019-06-11,1534.72
2019-06-11,807.7
2019-06-11,577.3
2019-06-11,1000.34
2019-06-12,159.71
2019-06-12,313.98
2019-06-14,1803.02
2019-06-16,206.73
2019-06-16,2908.65
2019-06-16,811.61
2019-06-16,154.93
2019-06-17,1326.07
2019-06-17,833.46
2019-06-18,420.78
2019-06-18,3951.02
2019-06-19,8967.86
2019-06-19,1489.25
2019-06-19,8286.68
2019-06-19,3352.5
2019-06-19,157.19
2019-06-20,3295.5
2019-06-20,155.62
2019-06-20,159.92
2019-06-20,2650.73
2019-06-21,43178.85
2019-06-21,404.09
2019-06-21,5427.54
2019-06-22,8989.75
2019-06-23,212.97
2019-06-23,452.86
2019-06-24,208.94
2019-06-25,2408.91
2019-06-25,1041.05
2019-06-25,537.66
2019-06-26,8843.13
2019-06-26,8334.9
2019-06-26,3223.81
2019-06-26,3009.19
2019-06-27,3021.93
2019-06-28,2724.63
2019-06-30,1289.35
2019-06-30,1502.87
2019-06-30,827.88
2019-06-30,454.09
2019-06-30,454.94
2019-07-01,5967.97
2019-07-01,2504.6
2019-07-02,336.45
2019-07-02,140.44
2019-07-02,488.21
2019-07-03,201.17
2019-07-03,2693.4
2019-07-04,206.5
2019-07-04,2465.61
2019-07-04,226.02
2019-07-04,313.23
2019-07-05,2539.75
2019-07-05,3368.81
2019-07-05,62918.91
2019-07-05,2279.9
2019-07-05,3357.47
2019-07-06,1581.99
2019-07-06,478.21
2019-07-07,381.3
2019-07-07,8358.0
2019-07-07,660.68
2019-07-08,2372.47
2019-07-08,8425.93
2019-07-09,388.13
2019-07-09,343.18
2019-07-09,203.85
2019-07-10,1717.06
2019-07-10,530.73
2019-07-10,536.43
2019-07-10,709.38
2019-07-10,2651.57
2019-07-11,800.26
2019-07-11,411.05
2019-07-11,355.32
2019-07-11,1410.12
2019-07-11,1288.99
2019-07-12,1691.09
2019-07-12,332.1
2019-07-12,2595.06
2019-07-12,324.45
2019-07-12,188.77
2019-07-12,585.72
2019-07-13,2313.05
2019-07-13,1507.28
2019-07-13,2279.74
2019-07-13,345.13
2019-07-14,8993.8
2019-07-14,349.96
2019-07-14,2813.54
2019-07-14,732.58
2019-07-14,710.31
2019-07-14,659.9
2019-07-15,329.79
2019-07-16,2729.35
2019-07-16,161.8
2019-07-16,224.43
2019-07-17,2719.3
2019-07-17,506.16
2019-07-17,2488.31
2019-07-18,209.41
2019-07-18,532.26
2019-07-18,483.25
2019-07-18,319.84
2019-07-19,65194.21
2019-07-19,384.66
2019-07-19,217.33
2019-07-19,2181.51
2019-07-19,692.36
2019-07-19,680.69
2019-07-20,8033.08
2019-07-20,559.45
2019-07-20,1526.97
2019-07-20,1273.6
2019-07-21,8314.94
2019-07-21,151.8
2019-07-21,844.91
2019-07-21,486.1
2019-07-21,2330.56
2019-07-21,1265.59
2019-07-22,2515.51
2019-07-22,651.86
2019-07-23,5083.78
2019-07-24,1298.54
2019-07-24,2307.5
2019-07-24,2786.75
2019-07-24,345.83
2019-07-24,2589.62
2019-07-25,2373.59
2019-07-25,139.24
2019-07-25,577.92
2019-07-25,336.25
2019-07-26,226.25
2019-07-26,318.1
2019-07-26,3568.22
2019-07-27,2359.1
2019-07-27,662.98
2019-07-28,976.44
2019-07-28,942.31
2019-07-29,1733.23
2019-07-30,1260.72
2019-07-30,2433.02
2019-07-30,565.9
2019-07-31,194.56
2019-07-31,223.08
2019-08-01,466.97
2019-08-02,64085.11
2019-08-02,3144.96
2019-08-02,3326.2
2019-08-02,343.06
2019-08-03,8122.37
2019-08-03,463.69
2019-08-04,166.92
2019-08-04,529.16
2019-08-04,1690.06
2019-08-04,619.17
2019-08-04,3094.4
2019-08-04,3112.24
2019-08-05,3006.56
2019-08-05,187.74
2019-08-05,1337.57
2019-08-05,1168.68
2019-08-06,142.07
2019-08-06,600.06
2019-08-06,597.31
2019-08-07,1579.57
2019-08-07,476.85
2019-08-07,143.5
2019-08-08,1721.41
2019-08-08,611.9
2019-08-09,4001.14
2019-08-09,137.34
2019-08-10,626.82
2019-08-11,138.41
2019-08-11,3403.18
2019-08-12,1742.7
2019-08-12,5416.43
2019-08-12,191.42
2019-08-12,192.12
2019-08-12,570.6
2019-08-12,436.46
2019-08-13,780.34
2019-08-13,1405.66
2019-08-13,139.43
2019-08-14,305.64
2019-08-14,7822.56
2019-08-14,1759.74
2019-08-14,148.84
2019-08-15,147.5
2019-08-15,227.07
2019-08-16,66323.7
2019-08-16,407.33
2019-08-16,347.16
2019-08-17,541.21
2019-08-17,138.43
2019-08-17,143.24
2019-08-18,1126.34
2019-08-18,490.45
2019-08-18,813.9
2019-08-18,468.39
2019-08-19,8770.03
2019-08-19,3322.95
2019-08-20,8907.87
2019-08-20,1563.41
2019-08-21,1325.42
2019-08-21,226.83
2019-08-21,8359.8
2019-08-21,302.25
2019-08-21,8456.97
2019-08-22,386.79
2019-08-22,8106.69
2019-08-23,639.31
2019-08-23,332.28
2019-08-23,152.71
2019-08-24,8269.12
2019-08-24,597.19
2019-08-24,561.58
2019-08-25,3167.36
2019-08-25,576.09
2019-08-25,140.52
2019-08-25,144.9
2019-08-26,456.35
2019-08-26,1007.38
2019-08-26,146.86
2019-08-26,137.41
2019-08-27,1739.21
2019-08-27,150.05
2019-08-27,548.96
2019-08-28,605.77
2019-08-29,376.96
2019-08-29,157.17
2019-08-29,196.57
2019-08-30,67511.5
2019-08-30,419.34
2019-08-30,220.75
2019-08-30,337.24
2019-08-31,3071.03
2019-08-31,144.84
2019-08-31,3490.36
2019-09-01,7646.7
2019-09-01,167.35
2019-09-01,1824.12
2019-09-01,1484.04
2019-09-03,959.07
2019-09-05,9504.31
2019-09-05,3305.27
2019-09-05,3144.55
2019-09-06,792.72
2019-09-06,3147.49
2019-09-06,9935.19
2019-09-06,387.22
2019-09-06,8076.08
2019-09-06,2039.07
2019-09-06,152.48
2019-09-06,472.9
2019-09-06,145.16
2019-09-06,1219.38
2019-09-07,992.67
2019-09-07,995.52
2019-09-07,911.46
2019-09-07,155.75
2019-09-08,10946.9
2019-09-08,116.81
2019-09-08,1224.64
2019-09-09,10130.0
2019-09-09,160.77
2019-09-09,1501.08
2019-09-09,1501.37
2019-09-10,4138.51
2019-09-10,593.85
2019-09-11,189.72
2019-09-11,3249.57
2019-09-11,282.59
2019-09-11,2532.28
2019-09-11,1199.09
2019-09-12,957.64
2019-09-12,1218.11
2019-09-12,888.8
2019-09-13,68118.93
2019-09-13,158.06
2019-09-14,3315.8
2019-09-14,1023.54
2019-09-14,2067.55
2019-09-14,222.14
2019-09-14,1490.46
2019-09-14,3272.83
2019-09-14,9199.89
2019-09-14,1327.69
2019-09-14,2812.36
2019-09-14,3135.32
2019-09-14,450.7
2019-09-15,905.17
2019-09-15,9844.44
2019-09-15,8163.2
2019-09-15,919.77
2019-09-16,192.49
2019-09-16,5068.43
2019-09-16,803.15
2019-09-16,544.02
2019-09-17,778.22
2019-09-17,1257.95
2019-09-17,8073.43
2019-09-17,5409.28
2019-09-18,9691.96
2019-09-19,3261.73
2019-09-19,406.28
2019-09-19,1310.55
2019-09-19,535.3
2019-09-19,2692.36
2019-09-19,1310.43
2019-09-19,1148.04
2019-09-21,951.04
2019-09-21,1266.06
2019-09-22,134.84
2019-09-22,1208.26
2019-09-22,1253.33
2019-09-23,1518.33
2019-09-23,163.21
2019-09-23,144.95
2019-09-23,509.16
2019-09-24,118.72
2019-09-25,8259.41
2019-09-25,9600.09
2019-09-25,297.14
2019-09-25,133.25
2019-09-26,407.47
2019-09-26,1282.72
2019-09-26,3054.74
2019-09-27,62150.48
2019-09-27,201.62
2019-09-27,210.24
2019-09-27,9024.34
2019-09-27,922.46
2019-09-28,1318.5
2019-09-28,1015.24
2019-09-28,1289.31
2019-09-29,1359.88
2019-09-29,225.44
2019-09-30,9542.5
2019-09-30,973.88
2019-09-30,1440.81
2019-09-30,142.2
2018-01-01,34.47
2018-01-01,1722.01
2018-01-01,116.0
2018-01-02,3690.12
2018-01-02,720.95
2018-01-02,188.77
2018-01-03,381.19
2018-01-03,1301.4
2018-01-03,554.73
2018-01-03,6710.98
2018-01-04,1423.08
2018-01-04,2366.08
2018-01-04,559.61
2018-01-04,220.19
2018-01-04,390.94
2018-01-04,43271.2
2018-01-04,329.01
2018-01-05,298.19
2018-01-05,5251.36
2018-01-05,564.79
2018-01-05,784.01
2018-01-05,2904.21
2018-01-05,712.26
2018-01-05,289.32
2018-01-06,592.19
2018-01-06,2138.69
2018-01-06,127.88
2018-01-06,367.77
2018-01-06,7953.52
2018-01-07,1434.85
2018-01-08,798.3
2018-01-08,1157.01
2018-01-09,4782.61
2018-01-09,1305.89
2018-01-09,1200.42
2018-01-09,1983.91
2018-01-09,300.0
2018-01-09,559.29
2018-01-10,2158.4
2018-01-10,264.37
2018-01-10,439.88
2018-01-10,773.07
2018-01-10,2098.83
2018-01-10,1813.41
2018-01-10,819.32
2018-01-10,6805.12
2018-01-11,313.7
2018-01-11,707.1
2018-01-11,50578.37
2018-01-11,1076.8
2018-01-12,1739.38
2018-01-12,3765.97
2018-01-12,850.0
2018-01-12,343.5
2018-01-12,690.66
2018-01-12,2971.11
2018-01-13,131.76
2018-01-13,1143.09
2018-01-13,941.07
2018-01-13,2513.01
2018-01-14,45739.84
2018-01-14,300.0
2018-01-15,1794.63
2018-01-15,833.71
2018-01-15,149.0
2018-01-15,237.48
2018-01-16,412.32
2018-01-16,7545.04
2018-01-16,187.0
2018-01-17,712.64
2018-01-17,489.1
2018-01-18,1550.25
2018-01-18,2272.87
2018-01-18,175.31
2018-01-18,4670.64
2018-01-18,296.76
2018-01-19,116.0
2018-01-20,4507.02
2018-01-20,4429.38
2018-01-20,631.19
2018-01-20,991.3
2018-01-20,272.74
2018-01-20,2421.9
2018-01-21,288.0
2018-01-21,3583.44
2018-01-21,322.01
2018-01-21,51984.61
2018-01-21,2594.14
2018-01-21,346.91
2018-01-22,7610.06
2018-01-22,38749.41
2018-01-22,6837.82
2018-01-22,5983.69
2018-01-22,117.59
2018-01-23,243.93
2018-01-23,779.77
2018-01-23,267.34
2018-01-23,2103.52
2018-01-24,145.6
2018-01-24,82.2
2018-01-24,38906.12
2018-01-24,1240.28
2018-01-24,328.67
2018-01-25,167.19
2018-01-25,439.44
2018-01-26,8142.45
2018-01-26,996.01
2018-01-26,42260.69
2018-01-26,309.91
2018-01-26,101.55
2018-01-27,432.03
2018-01-27,187.0
2018-01-27,386.4
2018-01-27,3909.49
2018-01-27,2778.55
2018-01-29,746.78
2018-01-29,4062.01
2018-01-29,1987.08
2018-01-30,116.0
2018-01-30,1797.25
2018-02-01,523.46
2018-02-01,3058.43
2018-02-02,41465.79
2018-02-02,3034.93
2018-02-02,632.42
2018-02-02,559.61
2018-02-02,51917.28
2018-02-03,1204.76
2018-02-03,6245.92
2018-02-03,272.38
2018-02-03,108.34
2018-02-03,1391.19
2018-02-03,698.71
2018-02-04,14508.05
2018-02-04,1079.95
2018-02-04,651.08
2018-02-04,7696.22
2018-02-05,2958.71
2018-02-05,491.94
2018-02-05,614.7
2018-02-05,1112.43
2018-02-05,8736.47
2018-02-05,305.99
2018-02-05,607.08
2018-02-06,3196.67
2018-02-06,471.6
2018-02-06,401.39
2018-02-06,4260.32
2018-02-07,2139.59
2018-02-08,2633.51
2018-02-08,705.49
2018-02-08,4570.0
2018-02-08,3015.27
2018-02-09,3757.07
2018-02-09,1301.93
2018-02-09,463.55
2018-02-10,4383.04
2018-02-10,288.0
2018-02-10,116.0
2018-02-10,288.0
2018-02-10,4641.64
2018-02-10,937.52
2018-02-10,90.12
2018-02-10,3291.18
2018-02-11,417.21
2018-02-11,279.28
2018-02-11,279.09
2018-02-11,1467.79
2018-02-11,210.57
2018-02-11,1837.28
2018-02-12,39793.23
2018-02-12,2613.51
2018-02-12,948.23
2018-02-12,989.27
2018-02-12,4677.29
2018-02-12,672.68
2018-02-12,187.0
2018-02-13,3114.36
2018-02-13,668.07
2018-02-13,2624.96
2018-02-13,1679.85
2018-02-14,1276.15
2018-02-14,352.44
2018-02-14,1444.72
2018-02-15,4920.74
2018-02-15,3113.57
2018-02-15,8462.13
2018-02-15,149.0
2018-02-15,172.02
2018-02-15,841.0
2018-02-15,294.65
2018-02-15,38622.51
2018-02-16,401.93
2018-02-16,1263.38
2018-02-16,1230.59
2018-02-17,7676.24
2018-02-17,288.0
2018-02-18,437.16
2018-02-18,1499.25
2018-02-18,4201.13
2018-02-18,5083.65
2018-02-19,406.41
2018-02-19,4048.72
2018-02-19,1523.81
2018-02-19,1437.86
2018-02-20,1456.69
2018-02-20,1426.8
2018-02-20,458.29
2018-02-20,1358.66
2018-02-21,924.06
2018-02-21,2304.39
2018-02-22,8531.19
2018-02-22,517.29
2018-02-22,517.22
2018-02-23,390.81
2018-02-23,288.0
2018-02-23,546.2
2018-02-23,3449.58
2018-02-24,489.03
2018-02-24,1552.11
2018-02-24,843.17
2018-02-24,234.13
2018-02-24,3218.87
2018-02-24,584.0
2018-02-24,51651.89
2018-02-25,140.08
2018-02-25,284.75
2018-02-25,242.85
2018-02-26,1402.3
2018-02-26,129.79
2018-02-26,58513.32
2018-02-26,213.7
2018-02-26,1673.6
2018-02-26,289.1
2018-02-26,3735.78
2018-02-26,116.0
2018-02-27,2525.27
2018-02-27,47173.03
2018-02-27,1038.68
2018-02-27,2186.59
2018-02-27,392.65
2018-02-27,2802.27
2018-02-28,125.91
2018-02-28,14701.11
2018-02-28,2967.41
2018-02-28,116.0
2018-02-28,432.0
2018-02-28,351.28
2018-02-28,116.0
2018-02-28,852.76
2018-03-01,2609.63
2018-03-01,5955.09
2018-03-01,336.3
2018-03-01,160.23
2018-03-01,1715.11
2018-03-02,1373.15
2018-03-02,116.0
2018-03-02,794.97
2018-03-02,300.0
2018-03-03,717.97
2018-03-03,4120.65
2018-03-03,149.0
2018-03-04,8637.27
2018-03-04,5484.88
2018-03-04,3204.59
2018-03-04,205.02
2018-03-04,289.07
2018-03-04,753.67
2018-03-04,116.0
2018-03-04,38309.59
2018-03-05,1870.21
2018-03-05,1493.53
2018-03-05,1304.01
2018-03-05,2135.52
2018-03-05,528.28
2018-03-06,2095.27
2018-03-06,182.96
2018-03-06,288.0
2018-03-07,1228.91
2018-03-07,639.89
2018-03-07,8303.95
2018-03-07,1695.62
2018-03-07,288.0
2018-03-07,104.8
2018-03-07,660.84
2018-03-07,968.33
2018-03-07,1351.34
2018-03-07,272.64
2018-03-07,149.0
2018-03-07,676.25
2018-03-08,1073.62
2018-03-08,321.92
2018-03-08,720.7
2018-03-08,288.0
2018-03-08,344.98
2018-03-08,4832.44
2018-03-08,264.98
2018-03-09,346.74
2018-03-09,1657.74
2018-03-09,8419.12
2018-03-10,1092.72
2018-03-10,180.72
2018-03-10,8682.66
2018-03-10,4031.43
2018-03-10,417.74
2018-03-10,1196.89
2018-03-11,872.17
2018-03-11,271.79
2018-03-11,473.5
2018-03-11,116.0
2018-03-11,8411.77
2018-03-11,626.75
2018-03-11,288.0
2018-03-11,229.56
2018-03-11,448.26
2018-03-11,1674.87
2018-03-11,2486.88
2018-03-11,116.0
2018-03-11,1318.17
2018-03-12,190.66
2018-03-12,4261.96
2018-03-12,1856.68
2018-03-12,1269.29
2018-03-12,1049.71
2018-03-13,1088.71
2018-03-13,1495.47
2018-03-13,2989.49
2018-03-13,2817.89
2018-03-13,305.82
2018-03-13,1464.76
2018-03-14,1546.33
2018-03-14,42767.31
2018-03-14,559.27
2018-03-14,2759.86
2018-03-14,931.49
2018-03-14,63.11
2018-03-14,1583.3
2018-03-14,669.69
2018-03-15,1241.52
2018-03-15,2718.82
2018-03-15,425.12
2018-03-15,2362.83
2018-03-15,7041.49
2018-03-15,5082.06
2018-03-15,7990.0
2018-03-15,1253.44
2018-03-15,1523.8
2018-03-16,233.15
2018-03-16,229.98
2018-03-16,424.61
2018-03-16,165.7
2018-03-17,335.12
2018-03-17,183.32
2018-03-18,2279.01
2018-03-18,3573.84
2018-03-18,35206.41
2018-03-18,288.0
2018-03-18,2407.43
2018-03-18,1023.42
2018-03-18,2918.13
2018-03-18,4411.32
2018-03-18,635.91
2018-03-19,4730.86
2018-03-19,523.85
2018-03-19,1916.49
2018-03-19,300.0
2018-03-19,3414.33
2018-03-19,652.02
2018-03-20,809.89
2018-03-20,371.79
2018-03-21,8420.62
2018-03-21,1705.38
2018-03-21,209.49
2018-03-22,431.87
2018-03-22,3482.54
2018-03-22,1504.26
2018-03-22,626.41
2018-03-23,288.0
2018-03-23,2844.84
2018-03-23,726.27
2018-03-24,641.08
2018-03-24,3138.36
2018-03-24,42835.65
2018-03-24,2964.71
2018-03-24,3566.19
2018-03-24,288.0
2018-03-25,116.0
2018-03-26,1307.85
2018-03-26,2688.47
2018-03-26,300.0
2018-03-26,116.0
2018-03-26,3325.09
2018-03-26,288.0
2018-03-26,937.74
2018-03-26,5887.05
2018-03-27,1756.65
2018-03-27,187.0
2018-03-27,300.0
2018-03-28,278.24
2018-03-28,116.0
2018-03-28,116.0
2018-03-29,198.73
2018-03-29,2851.31
2018-03-29,4525.56
2018-03-29,971.3
2018-03-29,3436.81
2018-03-29,1571.19
2018-03-30,373.41
2018-03-30,116.0
2018-03-30,1288.29
2018-03-30,3814.04
2018-03-30,4390.38
2018-03-31,116.0
2018-03-31,371.33
2018-03-31,264.12
2018-03-31,270.42
2018-03-31,276.62
2018-03-31,306.21
2018-04-01,1097.85
2018-04-01,468.49
2018-04-01,4464.92
2018-04-01,749.83
2018-04-01,1209.95
2018-04-01,545.7
2018-04-01,3737.46
2018-04-02,288.0
2018-04-02,841.93
2018-04-02,230.22
2018-04-02,552.36
2018-04-02,452.47
2018-04-03,904.33
2018-04-03,860.04
2018-04-03,2467.37
2018-04-03,8292.7
2018-04-03,976.2
