date,total_spending,day,day_of_week,week,month,quarter,year,is_weekend,is_month_end,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,expanding_mean,target_smooth
2018-07-01,55118.990000000005,1,6,26,7,3,2018,1,0,39548.94,67901.85199999987,23983.559999999998,51385.00485714281,40935.10886666659,13635.415512480215,40595.06523756898,44448.85657142852
2018-07-02,30379.18,2,0,27,7,3,2018,0,0,55118.990000000005,32652.291999999878,91984.59399999975,49558.88171428569,41972.956533333265,11785.164845151303,40674.867021977945,42786.81857142853
2018-07-03,44929.63,3,1,27,7,3,2018,0,0,30379.18,66016.0,14135.27,49234.15142857143,39919.442733333264,12346.59667234186,40618.60643715839,39046.14999999996
2018-07-04,70571.35399999976,4,2,27,7,3,2018,0,0,44929.63,41868.05,50242.91399999975,46221.81285714286,40945.92139999993,9899.578054216548,40642.0359130434,37760.55357142853
2018-07-05,3388.6099999999997,5,3,27,7,3,2018,0,0,70571.35399999976,53962.82,25571.480000000003,50322.28485714282,41623.536066666595,13192.533762202484,40803.81601081073,35374.11285714281
2018-07-06,45014.47199999988,6,4,27,7,3,2018,0,0,3388.6099999999997,57745.08,38774.74,43097.39771428568,40884.1070666666,21864.6635094223,40602.65898924723,38108.888142857075
2018-07-07,10595.55,7,5,27,7,3,2018,1,0,45014.47199999988,39548.94,30240.21,41278.739428571374,41092.09813333326,20953.71492136066,40626.251572192436,38400.11671428565
2018-07-08,70493.02399999976,8,6,27,7,3,2018,1,0,10595.55,55118.990000000005,50758.32199999988,37142.5408571428,40437.27613333326,23989.782377519277,40466.51379787226,38461.93128571421
2018-07-09,9383.76,9,0,28,7,3,2018,0,0,70493.02399999976,30379.18,49740.82399999975,39338.831428571335,41095.099533333254,26483.93886642003,40625.38422222214,36923.23271428563
2018-07-10,13646.64,10,1,28,7,3,2018,0,0,9383.76,44929.63,51744.201999999874,36339.48571428563,39749.8640666666,28758.919007426557,40460.95462105256,35353.315571428495
2018-07-11,23869.7,11,2,28,7,3,2018,0,0,13646.64,70571.35399999976,46532.65199999987,31870.48714285705,38479.945333333264,29619.31679663709,40320.565539266936,31406.504571428504
2018-07-12,20552.649999999998,12,3,28,7,3,2018,0,0,23869.7,3388.6099999999997,42953.26199999988,25198.822285714232,37724.51359999994,24216.045922232584,40234.88394791659,33904.74114285707
2018-07-13,96031.93399999975,13,4,28,7,3,2018,0,0,20552.649999999998,45014.47199999988,18258.71,27650.827999999947,36977.82653333328,22443.694413080542,40132.90346113982,33012.5475714285
2018-07-14,43626.14,14,5,28,7,3,2018,1,0,96031.93399999975,10595.55,3166.1,34939.03685714278,39570.26733333327,34217.369175740714,40421.042793814355,33439.844714285646
2018-07-15,55984.39399999975,15,6,28,7,3,2018,1,0,43626.14,70493.02399999976,57516.491999999875,39657.692571428495,40918.93533333328,32537.082808836785,40437.47918974351,28770.112285714225
2018-07-16,8837.4,16,0,29,7,3,2018,0,0,55984.39399999975,9383.76,17933.71,37585.031142857064,40867.86539999993,30653.011227012365,40516.8001836734,29727.621571428517
2018-07-17,22950.79,17,1,29,7,3,2018,0,0,8837.4,13646.64,32949.83199999988,37506.97971428564,40564.65506666661,30737.367437085395,40355.9910456852,32514.66099999994
2018-07-18,15316.0,18,2,29,7,3,2018,0,0,22950.79,23869.7,28897.5,38836.14399999992,40231.3536666666,29717.880828446858,40268.085989898915,32600.558142857077
2018-07-19,38363.921999999875,19,3,29,7,3,2018,0,0,15316.0,20552.649999999998,41919.78,37614.186857142784,39778.63699999994,30598.652253994664,40142.6986231155,36087.93699999992
2018-07-20,32523.761999999875,20,4,29,7,3,2018,0,0,38363.921999999875,96031.93399999975,58029.67399999975,40158.6542857142,39660.10839999993,29669.88085572282,40133.80473999993,33854.200999999935
2018-07-21,16577.710000000003,21,5,29,7,3,2018,1,0,32523.761999999875,43626.14,8170.71,31086.05828571421,38809.91133333327,16543.353080547087,40095.943830845696,32959.23742857137
2018-07-22,5116.7699999999995,22,6,29,7,3,2018,1,0,16577.710000000003,55984.39399999975,32126.751999999877,27221.99685714278,39090.14466666661,16283.00193657017,39979.51693069299,30909.144999999957
2018-07-23,22788.89,23,0,30,7,3,2018,0,0,5116.7699999999995,8837.4,52726.94199999987,19955.19342857139,38189.81193333328,12128.04912117586,39807.77926108367,32787.28728571423
2018-07-24,52665.19199999988,24,1,30,7,3,2018,0,0,22788.89,22950.79,67901.85199999987,21948.26342857139,37191.87686666661,11099.21665612915,39724.35333333325,36463.82942857138
2018-07-25,25072.260000000002,25,2,30,7,3,2018,0,0,52665.19199999988,15316.0,32652.291999999878,26193.177999999945,36683.98819999994,16101.476151701658,39787.47937560968,36161.480142857086
2018-07-26,69375.95399999975,26,3,30,7,3,2018,0,0,25072.260000000002,38363.921999999875,66016.0,27586.929428571373,36431.32046666661,15410.444835616256,39716.046271844585,37808.006571428516
2018-07-27,64759.630000000005,27,4,30,7,3,2018,0,0,69375.95399999975,32523.761999999875,41868.05,32017.21971428564,36543.31893333327,22051.748085758005,39859.330850241466,39651.56528571422
2018-07-28,31096.65,28,5,30,7,3,2018,1,0,64759.630000000005,16577.710000000003,53962.82,36622.34371428566,37306.37159999994,25301.63446192622,39979.043826923,39811.19599999994
2018-07-29,27283.100000000002,29,6,30,7,3,2018,1,0,31096.65,5116.7699999999995,57745.08,38696.477999999945,36544.16593333327,23943.22436413409,39936.544334928156,43192.93328571421
2018-07-30,35131.391999999876,30,0,31,7,3,2018,0,0,27283.100000000002,22788.89,39548.94,41863.09657142852,35528.766599999944,19883.594801891308,39876.28983809517,44898.44357142848
2018-07-31,74422.38,31,1,31,7,3,2018,0,1,35131.391999999876,52665.19199999988,55118.990000000005,43626.31114285707,35381.514999999934,18402.318985243746,39853.80217061604,41540.4262857142
2018-08-01,11083.11,1,2,31,8,3,2018,0,0,74422.38,25072.260000000002,30379.18,46734.48085714279,36024.96133333327,21721.508239924395,40016.86149999992,41186.86699999992
2018-08-02,61415.29199999988,2,3,31,8,3,2018,0,0,11083.11,69375.95399999975,44929.63,44736.0308571428,35381.75899999994,24511.07007053146,39881.02229107974,38438.0845714285
2018-08-03,58333.583999999755,3,4,31,8,3,2018,0,0,61415.29199999988,64759.630000000005,70571.35399999976,43598.793428571385,35931.2810666666,23333.717067147478,39981.6497196261,37230.26042857136
2018-08-04,18812.54,4,5,31,8,3,2018,1,0,58333.583999999755,31096.65,3388.6099999999997,42680.78685714279,35523.35539999993,22472.97639886247,40067.00755348829,35821.53685714278
2018-08-05,52461.09199999988,5,6,31,8,3,2018,1,0,18812.54,27283.100000000002,45014.47199999988,40925.913999999924,36037.486399999936,23958.82558139523,39968.60724074067,34183.2975714285
2018-08-06,46666.03399999975,6,0,32,8,3,2018,0,0,52461.09199999988,35131.391999999876,10595.55,44522.76999999991,36285.7070666666,23453.94169252527,40026.1762949308,35294.94614285707
2018-08-07,5652.95,7,1,32,8,3,2018,0,0,46666.03399999975,74422.38,70493.02399999976,46170.57599999989,37488.056533333256,23086.478845988368,40056.634357798095,32279.445428571355
2018-08-08,20122.43,8,2,32,8,3,2018,0,0,5652.95,11083.11,9383.76,36346.371714285604,35326.72073333326,23684.81120720944,39899.539908675724,33478.62199999992
2018-08-09,30893.0,9,3,32,8,3,2018,0,0,20122.43,61415.29199999988,13646.64,37637.703142857026,35684.67639999993,22282.776703925603,39809.643954545376,32706.89057142849
2018-08-10,47850.09199999987,10,4,32,8,3,2018,0,0,30893.0,58333.583999999755,23869.7,33277.37571428563,36259.5550666666,19689.942134067387,39769.29714932119,32903.71699999992
2018-08-11,11374.52,11,5,32,8,3,2018,1,0,47850.09199999987,18812.54,20552.649999999998,31779.733999999928,37058.9014666666,17771.76083385185,39805.69712612605,32403.459857142774
2018-08-12,4347.75,12,6,32,8,3,2018,1,0,11374.52,52461.09199999988,96031.93399999975,30717.159714285637,36752.963799999925,18865.020930182374,39678.20305829589,30968.305428571355
2018-08-13,50694.47199999988,13,0,33,8,3,2018,0,0,4347.75,46666.03399999975,43626.14,23843.825142857084,33696.82433333327,18381.068923831583,39520.477821428496,28690.42728571423
2018-08-14,32205.37,14,1,33,8,3,2018,0,0,50694.47199999988,5652.95,55984.39399999975,24419.316285714245,33932.43539999994,19256.894253899845,39570.1400177777,31245.455857142802
2018-08-15,27871.581999999875,15,2,33,8,3,2018,0,0,32205.37,20122.43,8837.4,28212.519142857105,33139.8012666666,17477.105363395563,39537.55253982294,32423.421571428516
2018-08-16,50611.05199999987,16,3,33,8,3,2018,0,0,27871.581999999875,30893.0,22950.79,29319.540857142798,33774.27399999994,17121.05666308832,39486.16059911887,30592.804428571373
2018-08-17,61089.15399999975,17,4,33,8,3,2018,0,0,50611.05199999987,47850.09199999987,15316.0,32136.405428571354,34696.28273333327,18947.704691861167,39534.95398245606,27425.69428571424
2018-08-18,11808.939999999999,18,5,33,8,3,2018,1,0,61089.15399999975,11374.52,38363.921999999875,34027.69999999991,36222.05453333326,21293.175027943096,39629.07712663747,27038.19428571424
2018-08-19,32368.93,19,6,33,8,3,2018,1,0,11808.939999999999,4347.75,32523.761999999875,34089.75999999991,35336.88846666659,21216.64279264322,39508.12000869558,28870.882999999943
2018-08-20,14775.74,20,0,34,8,3,2018,0,0,32368.93,50694.47199999988,16577.710000000003,38092.78571428562,35331.72739999994,16867.523930657866,39477.21442424235,26943.232857142808
2018-08-21,41423.35,21,1,34,8,3,2018,0,0,14775.74,32205.37,5116.7699999999995,32961.53828571421,35271.66173333327,17830.939420446863,39370.74255172406,28404.722142857092
2018-08-22,36613.95,22,2,34,8,3,2018,0,0,41423.35,27871.581999999875,22788.89,34278.39257142849,36481.881066666596,18104.07934802242,39379.552025751,29272.98771428568
2018-08-23,5264.360000000001,23,3,34,8,3,2018,0,0,36613.95,50611.05199999987,52665.19199999988,35527.30228571423,36942.71639999993,17888.70832266301,39367.733213675136,33117.13499999995
2018-08-24,3510.55,24,4,34,8,3,2018,0,0,5264.360000000001,61089.15399999975,25072.260000000002,29049.203428571385,35362.6886666666,19640.948421791,39222.61247659567,32309.03128571425
2018-08-25,5949.5199999999995,25,5,34,8,3,2018,1,0,3510.55,11808.939999999999,69375.95399999975,20823.688571428564,34643.96499999994,15634.640242712614,39071.290177966024,35831.852999999945
2018-08-26,30005.391999999876,26,6,34,8,3,2018,1,0,5949.5199999999995,32368.93,64759.630000000005,19986.628571428566,32529.750533333277,16338.718666071973,38931.53587341764,38260.026714285654
2018-08-27,23707.37,27,0,35,8,3,2018,0,0,30005.391999999876,14775.74,31096.65,19648.980285714264,31371.275933333272,16062.26713610736,38894.03106722682,38709.17242857137
2018-08-28,52666.22,28,1,35,8,3,2018,0,0,23707.37,41423.35,27283.100000000002,20924.92742857141,31124.966599999938,15965.088587922097,38830.488552301176,37247.35528571422
2018-08-29,40027.3,29,2,35,8,3,2018,0,0,52666.22,36613.95,35131.391999999876,22531.05171428569,31971.07059999994,18701.921475975174,38888.13743333326,37607.39885714279
2018-08-30,104429.11399999975,30,3,35,8,3,2018,0,0,40027.3,5264.360000000001,74422.38,23018.673142857122,32134.267533333277,19168.974319229237,38892.864248962585,40248.69899999993
2018-08-31,49775.701999999874,31,4,35,8,3,2018,0,1,104429.11399999975,3510.55,11083.11,37185.06657142851,33134.49199999994,34429.480547625215,39163.67519834703,40900.9675714285
2018-09-01,61128.443999999756,1,5,35,9,3,2018,1,0,49775.701999999874,5949.5199999999995,61415.29199999988,43794.37399999993,34424.2450666666,31174.522733727124,39207.346090534906,40960.48114285707
2018-09-02,66363.36199999988,2,6,35,9,3,2018,1,0,61128.443999999756,30005.391999999876,58333.583999999755,51677.07742857131,34414.683466666596,26659.529631815596,39297.18665573763,39246.2795714285
2018-09-03,21063.78,3,0,36,9,3,2018,0,0,66363.36199999988,23707.37,18812.54,56871.073142857036,34682.342733333266,25237.422563776923,39407.66084081625,38297.5088571428
2018-09-04,20957.91,4,1,36,9,3,2018,0,0,21063.78,52666.22,52461.09199999988,56493.417428571316,34757.3840666666,25829.23942349394,39333.092219512124,35513.91242857136
2018-09-05,41654.56,5,2,36,9,3,2018,0,0,20957.91,40027.3,46666.03399999975,51963.65885714275,33707.27799999994,29175.87906192891,39258.698769230694,35993.01028571422
2018-09-06,42242.561999999874,6,3,36,9,3,2018,0,0,41654.56,104429.11399999975,5652.95,52196.12457142846,33540.228866666606,29071.217405248768,39268.359499999926,32166.75157142852
2018-09-07,12642.310000000001,7,4,36,9,3,2018,0,0,42242.561999999874,49775.701999999874,20122.43,43312.331428571335,34759.88259999994,17744.247178179605,39280.30408835334,32120.86371428566
2018-09-08,6782.710000000001,8,5,36,9,3,2018,1,0,12642.310000000001,61128.443999999756,30893.0,38007.56114285707,34510.5452666666,20780.763493826227,39173.75211199993,30780.223571428523
2018-09-09,6006.570000000001,9,6,36,9,3,2018,1,0,6782.710000000001,66363.36199999988,47850.09199999987,30243.884857142813,33706.86893333327,20854.792442155747,39044.704135458094,29049.533571428525
2018-09-10,10424.58,10,0,37,9,3,2018,0,0,6006.570000000001,21063.78,11374.52,21621.485999999975,32312.08486666661,15121.423405672236,38913.60042857136,28602.661428571384
2018-09-11,13695.87,11,1,37,9,3,2018,0,0,10424.58,20957.91,4347.75,20101.600285714263,32280.420199999946,15710.049728229396,38800.99560474301,28577.07428571424
2018-09-12,46734.67,12,2,37,9,3,2018,0,0,13695.87,41654.56,50694.47199999988,19064.165999999976,32592.024199999945,15882.905903659188,38702.15652755898,27039.728571428528
2018-09-13,50861.491999999875,13,3,37,9,3,2018,0,0,46734.67,42242.561999999874,32205.37,19789.89599999998,32460.03079999995,17152.474563822325,38733.65658039208,25252.72771428568
2018-09-14,49133.27199999987,14,4,37,9,3,2018,0,0,50861.491999999875,12642.310000000001,27871.581999999875,21021.17171428569,33081.90153333328,19217.847131694023,38781.03093749993,26805.270571428533
2018-09-15,42359.48199999988,15,5,37,9,3,2018,1,0,49133.27199999987,6782.710000000001,50611.05199999987,26234.166285714247,33790.62453333328,21392.41128024019,38821.312031128335,27689.515571428532
2018-09-16,42133.701999999874,16,6,37,9,3,2018,1,0,42359.48199999988,6006.570000000001,61089.15399999975,31316.56228571423,33515.57219999995,20193.493068487478,38835.02586821699,29273.812857142813
2018-09-17,14807.57,17,0,38,9,3,2018,0,0,42133.701999999874,10424.58,11808.939999999999,36477.58114285707,32883.72379999995,17012.862616420975,38847.762069498,33608.204571428505
2018-09-18,20599.69,18,1,38,9,3,2018,0,0,14807.57,13695.87,32368.93,37103.722571428494,32983.678133333284,15941.095263464542,38755.299792307625,34061.11885714279
2018-09-19,20131.72,19,2,38,9,3,2018,0,0,20599.69,46734.67,14775.74,38089.98257142849,32591.370133333283,14389.566108775663,38685.738068965446,35100.71028571422
2018-09-20,17224.55,20,3,38,9,3,2018,0,0,20131.72,50861.491999999875,41423.35,34289.56114285707,32769.902799999945,15215.25456790215,38614.9212061068,34305.28728571423
2018-09-21,34377.91,21,4,38,9,3,2018,0,0,17224.55,49133.27199999987,36613.95,29484.283714285655,31963.276133333282,14398.927646469325,38533.58899619764,37071.938142857085
2018-09-22,19162.14,22,5,38,9,3,2018,1,0,34377.91,42359.48199999988,5264.360000000001,27376.37485714282,31888.74146666662,11907.536713719752,38517.847787878716,38420.605999999934
2018-09-23,28186.731999999876,23,6,38,9,3,2018,1,0,19162.14,42133.701999999874,3510.55,24062.468857142834,32352.000799999954,10139.38630068915,38444.80738113201,39363.37871428566
2018-09-24,71106.06399999975,24,0,39,9,3,2018,0,0,28186.731999999876,14807.57,5949.5199999999995,22070.044571428552,33174.540199999945,6825.13400058346,38406.24318796985,41598.84599999994
2018-09-25,20036.67,25,1,39,9,3,2018,0,0,71106.06399999975,20599.69,30005.391999999876,30112.686571428512,35346.42499999994,19054.718387112353,38528.71442696622,41834.77171428565
2018-09-26,61288.95,26,2,39,9,3,2018,0,0,20036.67,20131.72,23707.37,30032.255142857084,35014.13426666661,19102.693870017927,38459.71426119396,43155.305285714225
2018-09-27,39725.57,27,3,39,9,3,2018,0,0,61288.95,17224.55,52666.22,35911.85942857137,36266.85359999994,21704.260833344804,38544.581308550114,46374.4062857142
2018-09-28,87866.38399999976,28,4,39,9,3,2018,0,0,39725.57,34377.91,40027.3,39126.290857142805,35835.49859999994,20080.88020444544,38548.95534074067,47965.98514285705
2018-09-29,61240.83199999988,29,5,39,9,3,2018,1,0,87866.38399999976,19162.14,104429.11399999975,46767.50142857133,37430.13473333327,26968.44873966381,38730.938472324655,47116.844428571334
2018-09-30,55332.520000000004,30,6,39,9,3,2018,1,1,61240.83199999988,28186.731999999876,49775.701999999874,52778.743142857034,35990.52533333327,24352.479319835395,38813.69543382346,45719.39857142848
2018-10-01,46104.11199999988,1,0,40,10,4,2018,0,0,55332.520000000004,71106.06399999975,61128.443999999756,56656.71285714277,36175.75259999994,21812.625222522358,38874.20394871788,42633.83685714279
2018-10-02,23902.65,2,1,40,10,4,2018,0,0,46104.11199999988,20036.67,66363.36199999988,53085.005428571356,35674.94153333328,21087.19079323874,38900.59047445248,42382.23542857136
2018-10-03,38619.19,3,2,40,10,4,2018,0,0,23902.65,61288.95,21063.78,53637.28828571421,34259.584466666616,20105.14019093443,38846.05250909084,38649.01828571421
2018-10-04,62291.96399999975,4,3,40,10,4,2018,0,0,38619.19,39725.57,20957.91,50398.751142857065,34844.76479999995,20489.3405698858,38845.23054347819,38592.22342857135
2018-10-05,56660.013999999755,5,4,40,10,4,2018,0,0,62291.96399999975,87866.38399999976,41654.56,53622.5217142856,36222.56659999994,20304.602521797915,38929.875790613645,38485.90828571421
2018-10-06,7274.17,6,5,40,10,4,2018,1,0,56660.013999999755,61240.83199999988,42242.561999999874,49164.46885714275,36722.74839999993,13970.957433264146,38993.65326618698,38628.9012857142
2018-10-07,8622.49,7,6,40,10,4,2018,1,0,7274.17,55332.520000000004,12642.310000000001,41454.94571428562,35557.135333333266,19849.547734408203,38879.963362007096,35349.7462857142
2018-10-08,27908.2,8,0,41,10,4,2018,0,0,8622.49,46104.11199999988,6782.710000000001,34782.08428571419,35423.14133333327,22127.361622449436,38771.90095714279,33111.601857142785
2018-10-09,16514.25,9,1,41,10,4,2018,0,0,27908.2,23902.65,6006.570000000001,32182.668285714208,36127.32433333328,21639.023480149743,38733.240099644056,32433.85971428564
2018-10-10,9023.91,10,2,41,10,4,2018,0,0,16514.25,38619.19,10424.58,31127.182571428497,36477.58033333327,22280.882317806834,38654.44935460986,31738.28185714278
2018-10-11,38930.44199999988,11,3,41,10,4,2018,0,0,9023.91,62291.96399999975,13695.87,26899.28542857135,36430.89133333327,23402.011966434206,38549.74780212007,28800.685857142806
2018-10-12,86377.97199999988,12,4,41,10,4,2018,0,0,38930.44199999988,56660.013999999755,46734.67,23561.92514285709,37272.04373333327,18708.581812953817,38551.08827464782,29481.374428571376
2018-10-13,63242.73399999975,13,5,41,10,4,2018,1,0,86377.97199999988,7274.17,50861.491999999875,27807.347714285675,38593.487133333256,28355.696569958684,38718.90190175431,29833.19228571423
2018-10-14,9424.349999999999,14,6,41,10,4,2018,1,0,63242.73399999975,8622.49,49133.27199999987,35802.85685714278,39006.19519999993,29469.84678390823,38804.649566433494,30012.165142857088
2018-10-15,14770.09,15,0,42,10,4,2018,0,0,9424.349999999999,27908.2,42359.48199999988,35917.408285714206,37682.56446666659,29347.892156329006,38702.27918466892,31791.768142857076
2018-10-16,14414.26,16,1,42,10,4,2018,0,0,14770.09,16514.25,42133.701999999874,34040.535428571355,36762.9180666666,30348.519281224955,38619.18130555548,33113.876857142786
2018-10-17,28881.100000000002,17,2,42,10,4,2018,0,0,14414.26,9023.91,14807.57,33740.53685714278,35838.93666666661,30560.28399642166,38535.42725259509,34490.87185714278
2018-10-18,21165.62,18,3,42,10,4,2018,0,0,28881.100000000002,38930.44199999988,20599.69,36577.27828571421,36308.05433333327,28751.691305315664,38502.136468965444,33602.53099999994
2018-10-19,66189.65399999975,19,4,42,10,4,2018,0,0,21165.62,86377.97199999988,20131.72,34039.44657142851,36326.91866666661,29288.382851898063,38442.560810996496,29729.31457142851
2018-10-20,12199.62,20,5,42,10,4,2018,1,0,66189.65399999975,63242.73399999975,17224.55,31155.401142857067,37862.18313333326,23744.988200673128,38537.58510273966,25766.651428571382
2018-10-21,11128.11,21,6,42,10,4,2018,1,0,12199.62,9424.349999999999,34377.91,23863.527714285676,37694.6854666666,19750.407464418397,38447.694436859994,28308.392142857097
2018-10-22,52822.641999999876,22,0,43,10,4,2018,0,0,11128.11,14770.09,19162.14,24106.921999999962,36919.692133333265,19552.3139973581,38354.77068027204,28225.058571428523
2018-10-23,35023.77199999987,23,1,43,10,4,2018,0,0,52822.641999999876,14414.26,28186.731999999876,29543.0008571428,38041.70886666659,21696.072478071375,38403.814311864335,31219.017285714228
2018-10-24,28301.84,24,2,43,10,4,2018,0,0,35023.77199999987,28881.100000000002,71106.06399999975,32487.21685714278,38269.61019999992,20675.261236791986,38392.39524999993,35144.553714285656
2018-10-25,26493.67,25,3,43,10,4,2018,0,0,28301.84,21165.62,20036.67,32404.465428571355,36842.80273333327,20693.25143339402,38358.42031649825,38906.986142857066
2018-10-26,32152.941999999875,26,4,43,10,4,2018,0,0,26493.67,66189.65399999975,61288.95,33165.61542857135,37058.0360666666,20305.312687765498,38318.605718120736,36625.889428571376
2018-10-27,7765.45,27,5,43,10,4,2018,1,0,32152.941999999875,12199.62,39725.57,28303.227999999945,36086.83579999993,14252.32754941347,38297.984769230694,37968.69228571423
2018-10-28,45008.72,28,6,43,10,4,2018,1,0,7765.45,11128.11,87866.38399999976,27669.775142857085,35021.49846666659,15157.16739345165,38196.209653333266,38581.54228571423
2018-10-29,13603.42,29,0,44,10,4,2018,0,0,45008.72,52822.641999999876,61240.83199999988,32509.862285714225,33592.9096666666,14384.398716237425,38218.84257807302,41402.03328571421
2018-10-30,56329.68199999988,30,1,44,10,4,2018,0,0,13603.42,35023.77199999987,55332.520000000004,26907.116285714244,32004.995933333277,12692.351762409868,38137.33455629132,40346.09742857137
2018-10-31,83838.61,31,2,44,10,4,2018,0,1,56329.68199999988,28301.84,46104.11199999988,29950.81771428567,32038.2346666666,16840.097011239228,38197.37530693062,42531.13042857136
2018-11-01,73839.67399999975,1,3,44,11,4,2018,0,0,83838.61,26493.67,23902.65,37884.641999999956,33296.05126666661,26337.834824442336,38347.510947368355,42305.18328571421
2018-11-02,34254.3,2,4,44,11,4,2018,0,0,73839.67399999975,32152.941999999875,38619.19,44648.35685714278,34960.61873333327,28881.55256610677,38463.8786950819,47004.90285714277
2018-11-03,30998.859999999997,3,5,44,11,4,2018,1,0,34254.3,7765.45,62291.96399999975,44948.5508571428,34815.122399999935,28740.606239855973,38450.121901960716,48569.494999999915
2018-11-04,19708.01,4,6,44,11,4,2018,1,0,30998.859999999997,45008.72,56660.013999999755,48267.60942857137,33772.018933333275,24802.662892184493,38425.85069055368,49874.65885714275
2018-11-05,92309.51599999962,5,0,45,11,4,2018,0,0,19708.01,13603.42,7274.17,44653.22228571423,32540.285466666617,27094.330026605556,38365.078480519405,50702.67742857132
2018-11-06,20240.67,6,1,45,11,4,2018,0,0,92309.51599999962,56329.68199999988,8622.49,55896.95028571417,35374.79699999993,28362.823351405303,38539.655948219995,48123.20371428561
2018-11-07,58892.30199999988,7,2,45,11,4,2018,0,0,20240.67,83838.61,27908.2,50741.377142857054,35762.0696666666,31389.547137105856,38480.626961290254,43388.845857142755
2018-11-08,23330.41,8,3,45,11,4,2018,0,0,58892.30199999988,73839.67399999975,16514.25,47177.61885714274,36794.8730666666,28266.38214743622,38546.25935691311,39429.04485714277
2018-11-09,97949.01599999962,9,4,45,11,4,2018,0,0,23330.41,34254.3,9023.91,39962.00971428565,37022.07839999993,26731.065688157236,38497.49060897429,37955.697714285634
2018-11-10,29669.739999999998,10,5,45,11,4,2018,1,0,97949.01599999962,30998.859999999997,38930.44199999988,49061.25485714273,39986.24859999992,34248.21248268706,38687.43158466446,36940.663428571344
2018-11-11,63281.01399999975,11,6,45,11,4,2018,1,0,29669.739999999998,19708.01,86377.97199999988,48871.380571428446,39677.55853333326,34368.514477460594,38658.71282165598,38871.979857142775
2018-11-12,25195.68,12,0,46,11,4,2018,0,0,63281.01399999975,92309.51599999962,63242.73399999975,55096.095428571265,38907.659933333256,32075.625614617697,38736.87885714279,33681.69942857137
2018-11-13,20217.05,13,1,46,11,4,2018,0,0,25195.68,20240.67,9424.349999999999,45508.40457142845,37639.42479999993,28979.314495529583,38694.026962025244,33180.60585714281
2018-11-14,17557.6,14,2,46,11,4,2018,0,0,20217.05,58892.30199999988,14770.09,45505.03028571417,37999.181466666596,28982.748137957842,38635.73996845419,31458.709285714238
2018-11-15,18402.46,15,3,46,11,4,2018,0,0,17557.6,23330.41,14414.26,39600.07285714277,38092.098466666605,29993.772402950155,38569.45650943389,30148.967142857095
2018-11-16,13627.44,16,4,46,11,4,2018,0,0,18402.46,97949.01599999962,28881.100000000002,38896.07999999991,38225.0384666666,30492.96617668765,38506.237084639426,27194.42757142854
2018-11-17,16788.38,17,5,46,11,4,2018,1,0,13627.44,29669.739999999998,21165.62,26850.14057142853,37716.58313333326,16903.88632695431,38428.49084374993,27375.71757142854
2018-11-18,46746.44,18,6,46,11,4,2018,1,0,16788.38,63281.01399999975,66189.65399999975,25009.946285714246,37570.67513333326,17243.515290887768,38361.07616822423,23645.952999999987
2018-11-19,19645.59,19,0,47,11,4,2018,0,0,46746.44,25195.68,12199.62,22647.864285714284,36922.56799999994,11201.022519537912,38387.11767080738,25606.393142857123
2018-11-20,13225.36,20,1,47,11,4,2018,0,0,19645.59,20217.05,11128.11,21854.994285714285,37170.76699999993,11187.040262535724,38329.09436532501,28118.62099999998
2018-11-21,34785.75,21,2,47,11,4,2018,0,0,13225.36,17557.6,52822.641999999876,20856.181428571424,37240.675333333274,11659.785272254418,38251.61370370363,31455.418857142835
2018-11-22,4994.02,22,3,47,11,4,2018,0,0,34785.75,18402.46,35023.77199999987,23317.34571428571,36639.44559999994,12625.730930833091,38240.94950769224,34061.04242857141
2018-11-23,56585.461999999876,23,4,47,11,4,2018,0,0,4994.02,13627.44,28301.84,21401.854285714282,35638.45386666661,14389.573198347312,38138.96506134962,34572.91885714284
2018-11-24,32207.8,24,5,47,11,4,2018,1,0,56585.461999999876,16788.38,26493.67,27538.71457142855,36581.241266666606,18956.864438885783,38195.37636697241,37579.506285714255
2018-11-25,11064.310000000001,25,6,47,11,4,2018,1,0,32207.8,46746.44,32152.941999999875,29741.488857142835,36771.712266666604,18386.777040356894,38177.12156097554,36745.73571428567
2018-11-26,52641.84199999987,26,0,48,11,4,2018,0,0,11064.310000000001,19645.59,7765.45,24644.041714285693,36068.757866666616,17824.24516710295,38094.71179939203,37585.58285714281
2018-11-27,55388.24,27,1,48,11,4,2018,0,0,52641.84199999987,13225.36,45008.72,29357.79199999996,37564.637599999936,20451.481216398286,38138.794012121136,45361.8012857142
2018-11-28,64272.770000000004,28,2,48,11,4,2018,0,0,55388.24,34785.75,13603.42,35381.06057142853,37910.62159999994,21106.669619377517,38190.907141993885,47396.416571428475
2018-11-29,54881.189999999995,29,3,48,11,4,2018,0,0,64272.770000000004,4994.02,56329.68199999988,39593.49199999996,39599.59993333327,23745.573074347147,38269.46696987945,50384.085999999894
2018-11-30,20793.71,30,4,48,11,4,2018,0,1,54881.189999999995,56585.461999999876,83838.61,46720.23057142853,39551.31686666661,18548.004711095717,38319.35202402395,48781.02242857132
2018-12-01,58880.60399999975,1,5,48,12,4,2018,1,0,20793.71,32207.8,73839.67399999975,41607.12314285712,37449.82019999995,20232.09281210433,38266.8800419161,49394.77614285703
